45	1	0.555556	1.53968	62
29	2	0.896825	1.86508	61
30	2	0.936508	1.88889	60
31	2	0.936508	1.87302	59
51	2	1.2381	2.15873	58
3	2	1.30952	2.21429	57
60	3	1.40741	2.2963	56
25	4	1.79101	2.66402	55
32	4	1.79497	2.65212	54
9	4	1.81878	2.66005	53
34	6	2.16164	2.98704	52
14	6	2.17751	2.98704	51
29	1	0.126984	1.11111	62
48	1	0.365079	1.33333	61
47	1	0.380952	1.33333	60
25	1	0.492063	1.42857	59
51	1	0.634921	1.55556	58
31	2	0.920635	1.8254	57
28	2	0.992063	1.88095	56
38	3	1.35979	2.2328	55
54	3	1.35979	2.21693	54
49	3	1.50265	2.34392	53
4	4	1.60317	2.42857	52
45	4	1.64683	2.45635	51
41	4	1.69577	2.48942	50
55	5	1.84365	2.62143	49
21	5	1.85	2.6119	48
60	5	1.93016	2.67619	47
9	6	1.98095	2.71111	46
40	6	2.00212	2.7164	45
1	6	2.02063	2.71905	44
14	6	2.02646	2.70899	43
33	6	2.05079	2.71746	42
7	6	2.05873	2.70952	41
15	9	2.25225	2.88718	40
42	9	2.26901	2.88806	39
19	9	2.30721	2.91039	38
22	10	2.35095	2.93825	37
24	10	2.35095	2.92238	36
17	11	2.38735	2.9429	35
43	11	2.41217	2.95185	34
20	12	2.43081	2.95461	33
53	12	2.43357	2.94151	32
35	12	2.43634	2.9284	31
10	12	2.4403	2.9165	30
37	13	2.46871	2.92903	29
29	1	0.0952381	1.07937	62
56	1	0.174603	1.14286	61
11	1	0.349206	1.30159	60
42	2	1.34921	2.28571	59
19	4	1.70635	2.62698	58
62	4	1.70635	2.61111	57
9	4	1.73942	2.62831	56
8	4	1.7672	2.64021	55
6	4	1.82804	2.68519	54
15	6	2.11481	2.95608	53
29	1	0.111111	1.09524	62
56	1	0.190476	1.15873	61
21	1	0.539683	1.49206	60
40	2	1.28571	2.22222	59
46	2	1.29365	2.21429	58
35	3	1.48413	2.38889	57
23	3	1.66667	2.55556	56
19	4	1.67593	2.54894	55
45	4	1.7619	2.61905	54
48	4	1.78571	2.62698	53
62	5	2.00608	2.83148	52
9	5	2.02196	2.83148	51
58	5	2.03148	2.82513	50
31	6	2.05952	2.8373	49
24	6	2.12302	2.88492	48
11	6	2.13624	2.88228	47
52	7	2.19633	2.92649	46
54	7	2.24244	2.95673	45
2	7	2.26285	2.96126	44
29	1	0.111111	1.09524	62
56	1	0.190476	1.15873	61
10	1	0.444444	1.39683	60
21	1	0.507937	1.44444	59
9	2	1.25397	2.1746	58
14	3	1.5873	2.49206	57
19	3	1.64021	2.5291	56
8	3	1.64021	2.51323	55
60	4	1.65079	2.50794	54
25	4	1.82143	2.6627	53
31	5	1.95529	2.78069	52
35	6	2.07275	2.88228	51
40	6	2.10026	2.89392	50
