bfsagent_exp_playing_only	0   2.4056201e+00
bfsagent_exp_playing_only	5   2.4709988e+00
bfsagent_exp_playing_only	4   2.0057675e+00
bfsagent_exp_playing_only	3   2.2927063e+00
bfsagent_exp_playing_only	1   2.4571679e+00
bfsagent_exp_playing_only	2   2.4533418e+00
bfsagent_exp_playing_only	6   2.5634347e+00
bfsagent_exp_playing_only	7   2.3518938e+00
myopicagent_playing_only	2   2.4669313e+00
myopicagent_playing_only	1   2.4535857e+00
myopicagent_playing_only	0   2.0580666e+00
myopicagent_playing_only	3   2.3427564e+00
myopicagent_playing_only	4   1.8846747e+00
myopicagent_playing_only	5   2.4431101e+00
myopicagent_playing_only	6   2.1471860e+00
myopicagent_playing_only	7   2.4576981e+00
uctagent_playing_only	0	2.5044148e+00
uctagent_playing_only	1 	2.7326564e+00
uctagent_playing_only 	2 	3.0133561e+00
uctagent_playing_only 	3 	2.6869364e+00
uctagent_playing_only	4 	2.4377500e+00
uctagent_playing_only	5 	2.8930432e+00
uctagent_playing_only	6 	2.5146348e+00
uctagent_playing_only	7 	2.7230617e+00

