47	2	1.31618	2.30147	67
2	3	1.46569	2.43627	66
50	3	1.49265	2.44853	65
3	3	1.49265	2.43382	64
25	3	1.51225	2.43873	63
61	3	1.54167	2.45343	62
28	4	1.74755	2.64461	61
66	4	1.75123	2.63358	60
62	4	1.87255	2.7402	59
5	5	2.0799	2.93284	58
15	5	2.10049	2.93873	57
31	6	2.14167	2.9652	56
12	1	0.397059	1.38235	67
38	1	0.705882	1.67647	66
35	1	0.75	1.70588	65
43	2	1.25735	2.19853	64
1	2	1.28676	2.21324	63
64	3	1.375	2.28676	62
14	3	1.38725	2.28431	61
39	3	1.39216	2.27451	60
26	3	1.39216	2.2598	59
2	3	1.39951	2.25245	58
13	4	1.70956	2.54779	57
47	4	1.73529	2.55882	56
32	4	1.77941	2.58824	55
44	4	1.86397	2.65809	54
49	5	1.90441	2.68382	53
4	5	2.01299	2.7777	52
7	6	2.03676	2.78676	51
31	6	2.04461	2.7799	50
10	6	2.05245	2.77304	49
66	6	2.07353	2.77941	48
61	6	2.09314	2.78431	47
46	6	2.12255	2.79902	46
16	8	2.25368	2.91544	45
45	8	2.26129	2.90835	44
27	8	2.27652	2.90888	43
15	8	2.30777	2.92542	42
2	1	0.0147059	1	67
1	1	0.544118	1.51471	66
36	1	0.735294	1.69118	65
0	2	0.970588	1.91176	64
12	2	1.08824	2.01471	63
25	2	1.11029	2.02206	62
27	2	1.125	2.02206	61
20	2	1.30882	2.19118	60
39	2	1.32353	2.19118	59
17	3	1.35294	2.20588	58
28	3	1.36029	2.19853	57
66	4	1.73039	2.55392	56
63	4	1.77574	2.58456	55
18	5	1.88897	2.68309	54
29	5	1.97868	2.75809	53
61	6	2.04387	2.80858	52
50	6	2.08848	2.83848	51
3	7	2.14975	2.88505	50
15	7	2.17216	2.89275	49
57	7	2.19737	2.90326	48
24	8	2.273	2.96418	47
44	8	2.30819	2.98466	46
6	9	2.31555	2.97731	45
4	9	2.32923	2.97629	44
2	1	0	0.985294	67
4	1	0.470588	1.44118	66
17	1	0.823529	1.77941	65
3	2	0.852941	1.79412	64
12	2	1.08824	2.01471	63
39	4	1.71446	2.62623	62
40	4	1.72181	2.61887	61
20	4	1.78186	2.66422	60
0	4	1.82353	2.69118	59
66	5	1.96176	2.81471	58
34	5	2.05956	2.89779	57
25	6	2.16838	2.99191	56
2	1	0	0.985294	67
61	1	0.117647	1.08824	66
66	2	0.977941	1.93382	65
65	2	0.977941	1.91912	64
16	2	0.992647	1.91912	63
26	2	1.07353	1.98529	62
18	2	1.32353	2.22059	61
9	3	1.41912	2.30147	60
4	3	1.52696	2.39461	59
35	3	1.53186	2.3848	58
6	4	1.68382	2.52206	57
20	4	1.71569	2.53922	56
48	4	1.84559	2.65441	55
14	5	1.89608	2.6902	54
41	5	2.01152	2.79093	53
62	6	2.10074	2.86544	52
15	7	2.17181	2.92181	51
30	7	2.23274	2.96803	50
2	1	0	0.985294	67
66	2	0.985294	1.95588	66
28	2	1.08824	2.04412	65
52	2	1.23529	2.17647	64
39	3	1.38971	2.31618	63
61	3	1.57108	2.48284	62
50	3	1.6348	2.53186	61
54	3	1.67892	2.56127	60
20	4	1.73407	2.60172	59
24	4	1.80882	2.66176	58
63	4	1.86887	2.70711	57
47	4	1.88113	2.70466	56
45	4	1.89951	2.70833	55
25	5	1.96275	2.75686	54
16	5	1.96863	2.74804	53
18	5	2.01863	2.78333	52
65	6	2.08113	2.83113	51
55	6	2.08358	2.81887	50
67	6	2.09681	2.8174	49
30	7	2.19583	2.90172	48
9	7	2.21229	2.90347	47
32	7	2.21649	2.89296	46
60	7	2.28407	2.94583	45
2	2	0.941176	1.92647	67
47	3	1.49265	2.46324	66
65	3	1.53186	2.48775	65
63	3	1.60294	2.54412	64
56	3	1.65931	2.58578	63
48	3	1.70833	2.6201	62
30	4	1.78064	2.6777	61
31	4	1.8701	2.75245	60
9	4	1.92892	2.79657	59
43	4	1.95833	2.81127	58
49	5	2.03995	2.87819	57
66	5	2.04363	2.86716	56
61	5	2.04657	2.85539	55
51	5	2.1348	2.92892	54
2	1	0	0.985294	67
29	1	0.132353	1.10294	66
26	1	0.25	1.20588	65
44	2	1.22794	2.16912	64
19	2	1.27941	2.20588	63
35	2	1.27941	2.19118	62
53	3	1.3799	2.27696	61
1	3	1.39461	2.27696	60
67	3	1.42402	2.29167	59
25	3	1.52206	2.375	58
61	4	1.6973	2.53554	57
36	4	1.73652	2.56005	56
15	4	1.8174	2.62623	55
57	5	1.88578	2.6799	54
43	5	1.88578	2.6652	53
66	5	1.9277	2.6924	52
46	5	1.93064	2.68064	51
30	6	2.01593	2.75123	50
63	6	2.07426	2.79485	49
59	7	2.1987	2.90459	48
62	7	2.20501	2.89618	47
4	8	2.24869	2.92516	46
48	8	2.25814	2.91991	45
61	1	0.0735294	1.05882	67
24	2	1.21324	2.18382	66
18	2	1.36029	2.31618	65
15	3	1.55392	2.4951	64
14	3	1.60049	2.52696	63
0	4	1.76593	2.6777	62
2	4	1.76593	2.66299	61
44	5	2.04118	2.92353	60
49	5	2.08897	2.95662	59
54	5	2.13897	2.99191	58
21	1	0.529412	1.51471	67
44	1	0.529412	1.5	66
29	2	1.01471	1.97059	65
26	2	1.08824	2.02941	64
66	2	1.23529	2.16176	63
43	3	1.60049	2.51225	62
4	3	1.63971	2.53676	61
20	4	1.70711	2.58946	60
14	4	1.76225	2.6299	59
34	4	1.8125	2.66544	58
60	4	1.89338	2.73162	57
54	4	1.90074	2.72426	56
2	5	1.95221	2.76103	55
15	5	1.99779	2.79191	54
28	5	2.03015	2.80956	53
31	5	2.05956	2.82426	52
39	6	2.08652	2.83652	51
38	6	2.14142	2.87672	50
61	7	2.22861	2.94919	49
52	7	2.27167	2.97756	48
0	7	2.28008	2.97125	47
67	8	2.307	2.98347	46
59	1	0.117647	1.10294	67
28	1	0.117647	1.08824	66
1	1	0.411765	1.36765	65
34	1	0.779412	1.72059	64
35	1	0.779412	1.70588	63
13	2	1.00735	1.91912	62
31	2	1.02206	1.91912	61
6	2	1.09559	1.97794	60
57	2	1.11029	1.97794	59
15	2	1.11029	1.96324	58
60	2	1.11029	1.94853	57
67	3	1.32598	2.14951	56
