,subject,color,gi,mi,status,bp,wp,response,rt
0,35,0,0,0,playing,010101000000011100100010000010101000,000010100011100010011101000000010000,9,2470
0,35,0,0,0,playing,000000000000110000000000000000000000,000000000001000000000010000000000000,23,5186
0,35,0,0,0,playing,000000000000000000000001000000000000,000010000000000000000000000000000000,22,5381
0,35,0,0,0,playing,000000000000010000000000000000000000,000000000000000000000000000000010000,32,3683
0,35,1,0,0,playing,000010000000000000000000000000000000,000000000000000000000000000000000000,22,1846
0,35,0,0,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,22,3400
0,35,0,0,0,playing,000100100000001000000100000000100000,000011000000100100000010000000000000,32,12705
0,35,1,0,0,playing,000000000000010000000000000000000000,000000000000000000000000000000000000,21,7028
0,35,0,0,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,13,3226
0,35,1,0,0,playing,000000000000110000000000000000000000,000000000000000000000100000000000000,14,2481
0,35,0,0,0,playing,010101000100011100100010000010101000,000010100011100010011101000001010000,0,5392
0,35,0,0,0,playing,000000000000000000000100000000000000,000010000000000000000000000000000000,30,9547
0,35,1,0,0,playing,000110000001100000000000000000000000,001001000000000000000010000000000000,13,10306
0,35,0,0,0,playing,000000000000001000000000100000001000,000000000000000000000001000000110000,15,9523
0,35,0,0,0,playing,000000000000001100000000100000001000,000000000000010000000001000000110000,22,5220
0,35,0,0,0,playing,000000000001000100000010000000000100,000101000000010000000001000000000000,4,6244
0,35,1,0,0,playing,000000000000000000000000000000010000,000000000000000000000000000000000000,13,11215
0,35,1,0,0,playing,000110000001010100010100100000111000,010001000010101010000010000101000100,23,8256
0,35,1,0,0,playing,000010100000000000000100000000011000,000000000000001000000010000000100100,13,5781
0,35,0,0,0,playing,000000000001000000000010000000000000,000000000000010000000001000000000000,15,5668
0,35,0,0,0,playing,000000000000001000000011000000000000,000011000000000000000000100000000000,6,4972
0,35,1,0,0,playing,000000000000000000000000000000011000,000000000000001000000000000000000000,33,3366
0,35,0,0,0,playing,000000000000110000000001000000000000,000000000001000000000010000000000100,15,27918
0,35,0,0,0,playing,000000000000011000000000000000001000,000000000000100000000100000000010000,30,9893
0,35,0,0,0,playing,000000000000000000000010000001001000,000000000000000000000001000000110000,21,7154
0,35,0,0,0,playing,000100100000011000000100000010101001,000011000001100100001010010000010000,33,37299
0,35,1,0,0,playing,000110000011101000001101000001010000,011001000100010000010010100010100000,16,15887
0,35,0,0,0,playing,000000000000000000000010000000000000,000000000000000000000000000000010000,32,2502
0,35,0,0,0,playing,000000000000000000000011000000000000,000010000000000000000000100000000000,14,3988
