,subject,color,gi,mi,status,bp,wp,response,rt
66,0,0,6,10,playing,000000000000011000000100000001001000,000011000000100000000011000000000000,11,31.012
133,0,1,11,17,playing,000111000000100100000001000000111000,001000110000011000000110000001000000,33,1.611
14,0,1,1,21,playing,000011010000101000000010010010001101,001100100000010000001001100000110010,15,2.932
123,0,0,10,30,playing,001000111010011001010110010011000100,110101000101100110001001100000111000,35,3.36
71,0,1,7,7,playing,000011010000000000000001000000000000,000100100000010000000000000000000000,14,4.436
73,0,1,7,11,playing,000011010000000100000001010000000000,000100100000011000000000000000010000,35,1.43
134,0,1,11,19,playing,000111000000100100001001000000111000,001000110000011000000110000001000100,25,20.253
109,0,0,10,2,playing,000000000000010000000000000000000000,000000000000000000000001000000000000,22,5.164
4,0,1,1,1,playing,000010000000000000000000000000000000,000000000000000000000000000000000000,13,2.64
108,0,0,10,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,13,1.027
51,0,0,4,10,win,000000000000011000000011100000000000,010100000001000100001000000000000000,21,1.325
46,0,0,4,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,13,1.915
59,0,1,5,15,playing,001110000000101000001100100000000000,010001000000010100000001000000100010,28,1.778
19,0,1,1,31,playing,100011010001101001000110010110001101,001100101010010100111001100000110010,29,7.392
94,0,0,8,16,playing,000100000001010000000010100010101000,000010000000101100001101000000010000,7,16.233
0,0,0,0,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,13,2.582
100,0,0,8,28,playing,110100010001010001100010110010101000,001011000000101110011101000100010001,10,5.537
98,0,0,8,24,playing,000100010001010001100010110010101000,000011000000101110011101000000010001,0,9.831
41,0,1,3,25,playing,000111000010001110000011100001110000,000000110001110001001100010010001010,2,3.292
26,0,0,2,8,playing,000000000000011000000011000000000000,100010000000100000000000000000000010,5,29.752
117,0,0,10,18,playing,000000111000011000000010010001000100,000101000000000110000001100000111000,2,37.752
74,0,1,7,13,playing,000011010000000100000011010000000000,000100100000011000000000000000010001,24,2.869
114,0,0,10,12,playing,000000110000011000000010000001000000,000000000000000100000001100000111000,33,1.502
50,0,0,4,8,playing,000000000000011000000011000000000000,000100000001000100001000000000000000,24,13.686
86,0,0,8,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,13,0.877
127,0,1,11,5,playing,000100000000100000000001000000000000,000000000000010000000100000000000000,22,3.87
31,0,1,3,5,playing,000000000000000000000011000000100000,000000000000010000000100000000000000,12,38.654
69,0,1,7,3,playing,000011000000000000000000000000000000,000000000000010000000000000000000000,3,11.13
128,0,1,11,7,playing,000100000000100000000001000000010000,000000000000010000000110000000000000,14,22.237
93,0,0,8,14,playing,000100000000010000000010100010101000,000010000000101000001101000000010000,11,26.849
72,0,1,7,9,playing,000011010000000100000001000000000000,000100100000011000000000000000000000,31,1.13
85,0,1,7,35,draw,100011010011000101000111010110101110,011100100100111010111000101001010001,8,1.205
84,0,1,7,33,playing,100011010011000101000111010010101110,011100100100111010101000101001010001,19,2.902
111,0,0,10,6,playing,000000000000011000000010000000000000,000000000000000100000001000000010000,7,1.485
33,0,1,3,9,playing,000001000000001000000011000000100000,000000100000110000000100000000000000,32,2.351
65,0,0,6,8,playing,000000000000011000000100000000001000,000010000000100000000011000000000000,29,6.575
10,0,1,1,13,playing,000011000000001000000010000000001101,000100000000010000000001100000110000,34,3.382
87,0,0,8,2,playing,000000000000010000000000000000000000,000000000000100000000000000000000000,22,3.762
39,0,1,3,21,playing,000011000010001110000011100000110000,000000110001110001001100010000001000,34,5.693
61,0,0,6,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,13,1.05
25,0,0,2,6,playing,000000000000011000000010000000000000,000010000000100000000000000000000010,23,18.003
34,0,1,3,11,playing,000001000000001000000011100000100000,000000100000110000000100000000001000,25,3.006
106,0,1,9,5,playing,000011000000001000000000000000000000,000000000000010000000100000000000000,23,8.987
83,0,1,7,31,playing,100011010011000101000111010010101010,010100100100111010101000101001010001,2,3.782
75,0,1,7,15,playing,000011010000000100000011010000000010,000100100000011000000000100000010001,16,1.699
101,0,0,8,30,playing,110100010011010001100010110010101000,001011000000101110011101000100010101,34,5.014
27,0,0,2,10,playing,000001000000011000000011000000000000,100010000000100000000000000000001010,21,3.381
5,0,1,1,3,playing,000011000000000000000000000000000000,000000000000010000000000000000000000,3,2.936
17,0,1,1,27,playing,100011010001101001000010010010001101,001100100010010100101001100000110010,19,33.98
129,0,1,11,9,playing,000100000000100100000001000000010000,000000000000011000000110000000000000,7,1.274
105,0,1,9,3,playing,000010000000001000000000000000000000,000000000000010000000000000000000000,21,3.805
11,0,1,1,15,playing,000011000000101000000010000000001101,000100000000010000000001100000110010,2,3.347
57,0,1,5,11,playing,001110000000001000000100100000000000,000001000000010100000001000000000010,1,1.673
126,0,1,11,3,playing,000100000000100000000000000000000000,000000000000010000000000000000000000,21,2.36
118,0,0,10,20,playing,001000111000011000000010010001000100,000101000000100110000001100000111000,21,1.778
122,0,0,10,28,playing,001000111010011000010110010011000100,010101000101100110001001100000111000,17,8.696
76,0,1,7,17,playing,000011010000000100000011010000001010,000100100000011010000000100000010001,12,17.126
62,0,0,6,2,playing,000000000000010000000000000000000000,000000000000000000000010000000000000,14,5.552
45,0,1,3,33,win,110111000010001110000011100101110100,001000111101110001001100011010001010,35,1.613
131,0,1,11,13,playing,000101000000100100000001000000110000,000000010000011000000110000001000000,2,18.067
89,0,0,8,6,playing,000000000000010000000010000000100000,000010000000100000000100000000000000,3,10.507
116,0,0,10,16,playing,000000110000011000000010010001000100,000001000000000110000001100000111000,8,2.705
70,0,1,7,5,playing,000011010000000000000000000000000000,000100000000010000000000000000000000,6,1.353
130,0,1,11,11,playing,000100000000100100000001000000110000,000000010000011000000110000000000000,29,6.324
91,0,0,8,10,playing,000100000000010000000010100000100000,000010000000101000000101000000000000,32,9.608
8,0,1,1,9,playing,000011000000001000000010000000000100,000100000000010000000001100000000000,30,28.83
132,0,1,11,15,playing,000111000000100100000001000000110000,001000010000011000000110000001000000,6,2.068
60,0,1,5,17,playing,001110000000101000011100100000000000,010001000000010100000001000010100010,22,3.432
