,subject,color,gi,mi,status,bp,wp,response,rt
3644,24.0,0,4,6,playing,000111000000000000000000000000000000,001000100000010000000000000000000000,12,2.246
3834,24.0,1,15,1,playing,000100000000000000000000000000000000,000000000000000000000000000000000000,22,9.178
3807,24.0,1,13,15,playing,011000000001011000000101000000000100,000100000000100100011010000000001000,31,3.996
3780,24.0,1,11,11,playing,011000000100010000000100000000001000,000000000011100000011000000000000000,3,3.438
3689,24.0,0,6,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,6,2.896
3600,24.0,0,0,8,win,110000000010000000010000000000000000,001100000001100000000000000000000000,28,2.822
3801,24.0,1,13,9,playing,000000000000011000000101000000000100,000100000000100100010000000000000000,22,8.052
3749,24.0,0,8,8,playing,000110000001100000000000000000000000,001000000000000000010100000000000001,10,3.77
3713,24.0,0,6,24,playing,000011100010101110000011010001000000,000100010001010001001000100110101001,26,20.539
3678,24.0,1,5,7,playing,001000000000000000000000010100000010,110000000000000010000000000000000000,10,2.418
3697,24.0,0,6,8,playing,000000100000001100000010000000000000,000000000000010000000000100100100000,16,1.942
3637,24.0,1,3,13,win,110000000010100000001000000100001000,001000000000000000110000000001110000,28,3.168
3693,24.0,0,6,4,playing,000000100000000100000000000000000000,000000000000000000000000100100000000,14,3.033
3627,24.0,1,3,3,playing,100000000000000000000000000100000000,000000000000000000000000000001000000,18,6.582
3617,24.0,0,2,4,playing,000100000000100000000000000000000000,100000000000000000000100000000000000,13,5.889
3816,24.0,0,14,4,playing,000000000000000000000011000000000000,000000000010000000000000100000000000,4,17.821
3838,24.0,1,15,5,playing,000100000000000000100000100000000000,000000000000000000000011000000000000,21,12.574
3680,24.0,1,5,9,playing,001000000000000000010000010100000010,110000000010000010000000000000000000,20,2.428
3728,24.0,1,7,3,playing,100000000000000000000000000100000000,000000001000000000000000000000000000,35,6.673
3784,24.0,1,11,15,win,011000001100010000000100000100001000,000100000011100000011000000010000000,4,1.555
3705,24.0,0,6,16,playing,000011100000001110000011000000000000,000100010000010001000000100100101000,12,3.456
3736,24.0,1,7,11,playing,100000100010000001000000000100010000,000000011000000100000001000000000001,14,10.471
3606,24.0,1,1,5,playing,000000011000000001000000000000000000,000010000000000000000000001000000000,6,2.365
3699,24.0,0,6,10,playing,000000100000001110000010000000000000,000000000000010001000000100100100000,5,2.931
3858,24.0,1,15,25,playing,001101000010001001101000110001010100,000010001001110110000111000000101000,1,10.08
3615,24.0,0,2,2,playing,000100000000000000000000000000000000,100000000000000000000000000000000000,12,1.822
3701,24.0,0,6,12,playing,000001100000001110000010000000000000,000000010000010001000000100100100000,23,11.0
3822,24.0,0,14,10,playing,000010000000000000000111000000100000,000000000010110000001000100000000000,11,2.077
3676,24.0,1,5,5,playing,000000000000000000000000010100000010,100000000000000010000000000000000000,1,4.06
3612,24.0,1,1,11,win,000000011000000111000000010000000000,000010100000000000000000101000000010,14,1.269
3805,24.0,1,13,13,playing,001000000001011000000101000000000100,000100000000100100010010000000001000,20,5.027
3770,24.0,1,11,1,playing,000000000000000000000000000000001000,000000000000000000000000000000000000,10,3.129
3830,24.0,0,14,18,playing,000110000001000000010111000000101000,010001000010110000001000100100000001,31,5.902
3664,24.0,0,4,26,playing,010111001001101100001000000001100010,001000100010010010010101010010010101,0,11.378
3631,24.0,1,3,7,playing,110000000010000000000000000100000000,001000000000000000100000000001000000,19,2.088
3642,24.0,0,4,4,playing,000110000000000000000000000000000000,001000000000010000000000000000000000,5,2.79
3723,24.0,0,6,34,playing,001011100010101110010011011001010010,110100011101010001001100100110101001,18,2.25
3856,24.0,1,15,23,playing,001101000010001000101000110001010100,000010000001110110000111000000101000,8,14.654
