,subject,color,gi,mi,status,bp,wp,response,rt
1776,5.0,0,6,10,playing,101000000010000000000100000010000000,000100000000100000001011000000000000,11,11.219
1981,5.0,1,21,11,playing,000000011000000100000100000000110000,000000100000000011000001000000001000,14,6.099
1703,5.0,0,0,14,playing,011000000001110100000001000000000000,000100000010001000001000000000011100,34,7.267
1706,5.0,1,1,1,playing,000000000000000000000010000000000000,000000000000000000000000000000000000,9,3.542
1865,5.0,0,14,2,playing,000000000000000000000100000000000000,000000000000000000000001000000000000,20,1.581
1710,5.0,1,1,5,playing,000000000000001000000010010000000000,000000000100000000000000000000100000,24,2.291
1873,5.0,1,15,1,playing,000000000000010000000000000000000000,000000000000000000000000000000000000,25,3.209
1851,5.0,1,13,9,playing,000100000000001000000011000000000100,000010000000000100010000100000000000,13,2.622
1821,5.0,1,11,5,playing,000011000000100000000000000000000000,000100000010000000000000000000000000,20,2.365
1785,5.0,1,7,5,playing,000000000000000000000000000000011100,100000000000000000000000000000100000,34,1.322
1867,5.0,0,14,4,playing,000000000000000000001100000000000000,000000000000000000010001000000000000,13,2.843
1695,5.0,0,0,6,playing,011000000001000000000000000000000000,000100000010000000001000000000000000,12,9.828
1741,5.0,1,3,13,playing,000000000001011010000110000000010000,000010001000000100000001100000001000,1,1.932
1830,5.0,0,12,4,playing,000000000000110000000000000000000000,000000000000001000000010000000000000,21,8.638
1843,5.0,1,13,1,playing,000000000000000000000010000000000000,000000000000000000000000000000000000,19,1.562
1907,5.0,0,18,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,11,2.855
1753,5.0,0,4,10,playing,100000100010000000011000000000000000,000010000000011000000010000000100000,31,8.007
1893,5.0,1,17,1,playing,000000000000010000000000000000000000,000000000000000000000000000000000000,22,2.083
1725,5.0,0,2,4,playing,100000000010000000000000000000000000,000001100000000000000000000000000000,20,2.365
1718,5.0,1,1,13,playing,100000000000011000000010010001000001,000000000100000100100000100100100000,33,6.932
1956,5.0,0,20,4,playing,000000000001100000000000000000000000,000100000000010000000000000000000000,23,2.763
1849,5.0,1,13,7,playing,000100000000001000000011000000000000,000010000000000000010000100000000000,15,8.893
1840,5.0,0,12,14,playing,000000100000110000000100100001001000,000001000000001100000011000000110000,16,2.94
1911,5.0,0,18,4,playing,000000000001000000000100000000000000,000000100100000000000000000000000000,12,5.233
1887,5.0,0,16,2,playing,000000000001000000000000000000000000,000000000000000000000000000000000100,12,1.155
1943,5.0,1,19,27,playing,001011000010111000001100100100110100,110100100001000100010011000011001010,25,7.429
1899,5.0,1,17,7,playing,000010000000011000000001000000000000,000100000000000100000010000000000000,33,9.634
1783,5.0,1,7,3,playing,000000000000000000000000000000011000,100000000000000000000000000000000000,30,2.825
1693,5.0,0,0,4,playing,011000000000000000000000000000000000,000100000010000000000000000000000000,11,15.1
1810,5.0,0,10,6,playing,000000000000000100000000000011000000,000000000000000000000011000000010000,21,20.229
1869,5.0,0,14,6,playing,000000000000010000001100000000000000,000000000000000000010001000010000000,29,6.711
1979,5.0,1,21,9,playing,000000011000000100000000000000110000,000000100000000011000001000000000000,32,6.399
1699,5.0,0,0,10,playing,011000000001110000000000000000000000,000100000010001000001000000000010000,15,6.331
1763,5.0,1,5,5,playing,000011000000001000000000000000000000,100000000010000000000000000000000000,20,5.3
1885,5.0,0,16,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,11,2.793
1947,5.0,1,19,31,playing,001011000010111010001100101100110100,110100101001000100010011010011001010,17,10.716
1857,5.0,1,13,15,playing,000100000000001000000011000000011101,000011000000010100010000100000100000,34,11.855
1971,5.0,1,21,1,playing,000000001000000000000000000000000000,000000000000000000000000000000000000,16,2.133
1697,5.0,0,0,8,playing,011000000001100000000000000000000000,000100000010000000001000000000010000,13,2.249
1954,5.0,0,20,2,playing,000000000001000000000000000000000000,000100000000000000000000000000000000,12,1.454
1823,5.0,1,11,7,playing,000011000000100000000010000000000000,000100000010000000001000000000000000,30,3.643
1927,5.0,1,19,11,playing,000010000000111000001100000000000000,000100000001000100000010000001000000,28,4.434
1973,5.0,1,21,3,playing,000000011000000000000000000000000000,000000000000000010000000000000000000,17,4.662
1933,5.0,1,19,17,playing,000011000000111000001100100000100000,000100100001000100000010000011000010,19,12.406
1875,5.0,1,15,3,playing,000000000000110000000000000000000000,000000000000000000000000010000000000,14,2.085
1798,5.0,1,9,1,playing,000000000000000000000000000000001000,000000000000000000000000000000000000,0,4.593
1909,5.0,0,18,2,playing,000000000001000000000000000000000000,000000000100000000000000000000000000,21,4.236
1739,5.0,1,3,11,playing,000000000000011010000110000000010000,000000001000000100000001100000001000,4,1.962
1937,5.0,1,19,21,playing,000011000010111000001100100100100000,000100100001000100010011000011000010,0,10.351
1929,5.0,1,19,13,playing,000011000000111000001100000000000000,000100000001000100000010000011000000,6,2.65
1714,5.0,1,1,9,playing,000000000000011000000010010000000001,000000000100000000100000100000100000,27,8.121
1859,5.0,1,13,17,playing,000100000000101000000011000000011101,000011000000010100010000100000100010,2,6.708
1931,5.0,1,19,15,playing,000011000000111000001100100000000000,000100100001000100000010000011000000,34,2.11
1802,5.0,1,9,5,playing,000000000000000000000000000000001110,100000000010000000000000000000000000,31,15.543
1723,5.0,0,2,2,playing,100000000000000000000000000000000000,000000100000000000000000000000000000,10,1.387
1778,5.0,0,6,12,playing,101000000011000000000100000010000000,000100000000110000001011000000000000,31,8.283
1964,5.0,0,20,12,playing,001000000011100000001001000000000000,000110000100010000000000000001001000,24,7.979
1735,5.0,1,3,7,playing,000000000000011000000110000000000000,000000001000000000000001000000001000,24,9.927
1855,5.0,1,13,13,playing,000100000000001000000011000000011100,000011000000010100010000100000000000,30,18.493
1689,5.0,0,0,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,1,8.464
1939,5.0,1,19,23,playing,000011000010111000001100100100110000,100100100001000100010011000011000010,32,15.082
1766,5.0,0,6,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,0,6.001
1834,5.0,0,12,8,playing,000000100000110000000100000000000000,000000000000001000000010000000110000,29,22.085
1733,5.0,1,3,5,playing,000000000000010000000110000000000000,000000001000000000000001000000000000,32,11.332
1935,5.0,1,19,19,playing,000011000000111000001100100100100000,000100100001000100010010000011000010,23,11.367
1845,5.0,1,13,3,playing,000100000000000000000010000000000000,000000000000000000010000000000000000,4,8.252
1877,5.0,1,15,5,playing,000000000000110000000010000000000000,000000000000001000000000010000000000,15,5.64
1749,5.0,0,4,6,playing,100000000010000000001000000000000000,000010000000001000000000000000100000,19,6.213
1903,5.0,1,17,11,playing,000010000000011000000001110000000000,000100000000000100000010000000000110,26,3.092
