,subject,color,gi,mi,status,bp,wp,response,rt
44,0,1,3,31,playing,100111000010001110000011100101110100,001000111101110001001100010010001010,26,9.248
38,0,1,3,19,playing,000001000010001110000011100000110000,000000110001110000001100010000001000,17,4.229
113,0,0,10,10,playing,000000010000011000000010000001000000,000000000000000100000001100000110000,6,14.82
120,0,0,10,24,playing,001000111010011000000110010001000100,000101000001100110001001100000111000,19,7.77
21,0,1,1,35,draw,100011010101101011000110010110001101,001100101010010100111001101001110010,1,1.188
1,0,0,0,2,playing,000000000000010000000000000000000000,000000000000000000000000000000000010,33,19.015
88,0,0,8,4,playing,000000000000010000000010000000000000,000000000000100000000100000000000000,30,18.952
56,0,1,5,9,playing,000110000000001000000100100000000000,000001000000010000000001000000000010,15,17.874
112,0,0,10,8,playing,000000010000011000000010000000000000,000000000000000100000001000000110000,29,14.862
36,0,1,3,15,playing,000001000010001000000011100000110000,000000100001110000000100010000001000,20,3.025
29,0,1,3,1,playing,000000000000000000000001000000000000,000000000000000000000000000000000000,13,5.218
77,0,1,7,19,playing,000011010001000100000011010000001010,000100100000111010000000100000010001,29,30.208
30,0,1,3,3,playing,000000000000000000000011000000000000,000000000000010000000000000000000000,21,8.349
58,0,1,5,13,playing,001110000000101000000100100000000000,010001000000010100000001000000000010,30,1.182
107,0,1,9,7,playing,000011100000001000000000000000000000,000000000000010000000101000000000000,7,1.798
97,0,0,8,22,playing,000100010001010000100010110010101000,000011000000101110011101000000010000,17,2.401
48,0,0,4,4,playing,000000000000010000000010000000000000,000100000001000000000000000000000000,14,20.02
110,0,0,10,4,playing,000000000000010000000010000000000000,000000000000000000000001000000010000,14,5.657
95,0,0,8,18,playing,000100010001010000000010100010101000,000010000000101100011101000000010000,18,3.169
35,0,1,3,13,playing,000001000000001000000011100000110000,000000100000110000000100010000001000,11,37.554
15,0,1,1,23,playing,000011010001101000000010010010001101,001100100000010100001001100000110010,10,9.782
20,0,1,1,33,playing,100011010001101011000110010110001101,001100101010010100111001100001110010,26,2.477
6,0,1,1,5,playing,000011000000001000000000000000000000,000100000000010000000000000000000000,23,5.36
90,0,0,8,8,playing,000100000000010000000010000000100000,000010000000101000000100000000000000,24,5.801
125,0,1,11,1,playing,000100000000000000000000000000000000,000000000000000000000000000000000000,13,4.005
68,0,1,7,1,playing,000010000000000000000000000000000000,000000000000000000000000000000000000,13,1.464
78,0,1,7,21,playing,000011010001000100000111010000001010,000100100000111010000000100001010001,20,5.01
43,0,1,3,29,playing,000111000010001110000011100101110100,001000110101110001001100010010001010,8,9.079
81,0,1,7,27,playing,000011010011000100000111010010101010,010100100000111010101000100001010001,9,7.711
42,0,1,3,27,playing,000111000010001110000011100001110100,001000110001110001001100010010001010,9,40.529
9,0,1,1,11,playing,000011000000001000000010000000001100,000100000000010000000001100000100000,31,13.302
12,0,1,1,17,playing,000011000000101000000010000010001101,001100000000010000000001100000110010,20,2.9
99,0,0,8,26,playing,100100010001010001100010110010101000,000011000000101110011101000100010001,1,20.421
22,0,0,2,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,13,2.004
16,0,1,1,25,playing,100011010001101000000010010010001101,001100100010010100001001100000110010,18,29.308
