,subject,color,gi,mi,status,bp,wp,response,rt
1777,10,0,0,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,13,5.883
1849,10,0,4,10,playing,000000000001010000000100000011000000,000011000000100000001000000000010000,19,15.247
1828,10,0,2,26,playing,000110000001001011010110100000111000,010000101000110100001001010101000110,5,8.075
1820,10,0,2,18,playing,000100000001001000010110000000111000,010000100000110000001001000101000100,4,19.032
1839,10,0,4,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,13,7.12
1783,10,0,0,6,playing,000000000000011000000001000000000000,000000000000000000000010000000101000,12,8.136
1785,10,0,0,8,win,000000000000111000000001000000000000,000000000000000100000010000000101000,11,12.105
1898,10,1,9,15,playing,000001100001001010000101000000000010,000000000010010100000010110000000100,32,35.454
1931,10,0,12,2,playing,000000000000010000000000000000000000,000000000000000000000010000000000000,23,12.807
1791,10,1,1,5,playing,000000000000010000000011000000000000,000010000000001000000000000000000000,24,2.703
1922,10,1,11,5,playing,000000000000101000000000100000000000,000000000000010000000001000000000000,21,20.025
1900,10,1,9,17,playing,000011100001001010000101000000000010,000000000010010100000010110000001100,7,8.235
1894,10,1,9,11,playing,000000100000001010000101000000000010,000000000000000100000010110000000100,10,39.193
1886,10,1,9,3,playing,000000000000001010000000000000000000,000000000000000000000010000000000000,15,4.861
1832,10,0,2,30,playing,000111000101001011010110100000111000,011000101010110100001001010101000110,28,18.671
1908,10,0,10,6,playing,000000000000010000000101000000000000,000010000000000000000000110000000000,5,35.1
1880,10,1,7,5,playing,000000000001110000000000000000000000,000000000000000000000101000000000000,5,1.826
1787,10,1,1,1,playing,000000000000010000000000000000000000,000000000000000000000000000000000000,14,4.108
1826,10,0,2,24,playing,000110000001001010010110100000111000,010000101000110000001001010101000110,17,29.144
1896,10,1,9,13,playing,000000100001001010000101000000000010,000000000010000100000010110000000100,13,27.401
1804,10,0,2,2,playing,000000000000001000000000000000000000,000000000000010000000000000000000000,22,2.933
1882,10,0,8,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,21,3.792
1808,10,0,2,6,playing,000000000000001000000010000000100000,000000100000010000000001000000000000,21,5.285
1916,10,0,10,14,win,000101000000111000000101000000000000,000010000000000000000000110001011100,11,1.629
1872,10,0,6,6,playing,000000000001010000000100000000000000,001000000000000000001000000000010000,12,7.007
1892,10,1,9,9,playing,000000000000001010000101000000000010,000000000000000100000010110000000000,33,85.859
1920,10,1,11,3,playing,000000000000001000000000100000000000,000000000000010000000000000000000000,23,4.933
1860,10,1,5,7,playing,000000000000010000000000100000010100,000000000000100000000110000000000000,32,16.077
1924,10,1,11,7,playing,000000000000101000001000100000000000,000000000000010000000101000000000000,4,9.428
1929,10,0,12,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,13,3.631
1851,10,0,4,12,playing,000000000001010000010100000011000000,000111000000100000001000000000010000,2,8.993
1843,10,0,4,4,playing,000000000001010000000000000000000000,000000000000100000001000000000000000,21,3.231
1824,10,0,2,22,playing,000110000001001000010110100000111000,010000100000110000001001010101000110,16,24.854
1801,10,1,1,15,playing,000100000000010100001011000000100010,000010000000001000000100100000011100,11,62.911
1902,10,0,10,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,13,3.867
1933,10,0,12,4,playing,000000000000010000000001000000000000,000000000000000100000010000000000000,5,10.984
1864,10,1,5,11,playing,001000100000010000000000100000010100,000000000000101000000110000000001000,23,3.071
1847,10,0,4,8,playing,000000000001010000000100000010000000,000010000000100000001000000000010000,29,3.265
1795,10,1,1,9,playing,000000000000010000001011000000000010,000010000000001000000000100000001000,21,4.281
1797,10,1,1,11,playing,000100000000010000001011000000000010,000010000000001000000100100000001000,33,1.687
1876,10,1,7,1,playing,000000000000010000000000000000000000,000000000000000000000000000000000000,23,7.259
