,subject,color,gi,mi,status,bp,wp,response,rt
203,0.0,1,9,9,playing,001110000000010000000001000000000000,000001000000100000000100000000000100,1,1.019
12,0.0,0,0,12,playing,000001000000011000000110000000001000,000000000000100000000001010001010100,24,17.545
54,0.0,1,1,33,playing,000011010101101010110001101001110001,010100101010010101001110010010001110,0,1.159
160,0.0,0,8,2,playing,000000000000000000000010000000000000,000000000000000000000100000000000000,14,1.719
184,0.0,0,8,26,playing,000011011000101101011010001000100000,000100100010010010000101110011001001,33,3.719
224,0.0,0,10,4,playing,000000000000000000000110000000000000,000000000000000000000001000000010000,15,1.209
24,0.0,1,1,3,playing,000000000000000000000000000000110000,000000000000010000000000000000000000,32,1.091
76,0.0,1,3,5,playing,000010000000000000000000000000001100,000000000000000000000010000000010000,21,5.747
30,0.0,1,1,9,playing,000000000000100000000001000001110000,000000000000010100000100000000001000,28,1.411
180,0.0,0,8,22,playing,000011001000101100011010001000100000,000100100010010010000100110011001000,17,11.055
152,0.0,1,7,1,playing,000000000000000000000010000000000000,000000000000000000000000000000000000,13,0.693
94,0.0,0,4,12,playing,000010000000101100000010000001000000,001000000000010000000101000000011000,6,11.153
84,0.0,0,4,2,playing,000000000000000000000010000000000000,000000000000000000000001000000000000,12,3.338
241,0.0,0,12,2,playing,000000000000010000000000000000000000,000000000000000000000000000000001000,31,1.385
174,0.0,0,8,16,playing,000011000000101000011010000000100000,000000100010010000000100100011001000,15,2.321
139,0.0,0,6,24,playing,000100100001100010000010110001011010,001001011000011100010101000000100100,10,16.407
125,0.0,0,6,10,playing,000100100000100000000010010000000000,001001010000000100000001000000000000,31,1.069
104,0.0,1,5,7,playing,000100100000011000000000000000000000,000010000000100000000100000000000000,23,6.159
86,0.0,0,4,4,playing,000000000000100000000010000000000000,000000000000000000000001000000010000,15,2.568
255,0.0,0,12,16,playing,000000100000110000010101000001010000,000111000001001000000010100000001000,2,1.182
72,0.0,1,3,1,playing,000000000000000000000000000000001000,000000000000000000000000000000000000,22,0.91
271,0.0,1,13,7,playing,000000000000001001000010100000000000,000010000000010100000000000000000000,6,3.748
108,0.0,1,5,11,playing,001100100000011000000010000000000000,000010000000100000000101000000100000,28,18.474
156,0.0,1,7,5,playing,000000000000000000000111000000000000,000000000000110000000000000000000000,20,1.894
245,0.0,0,12,6,playing,000000000000010000000100000000010000,000100000000000000000010000000001000,12,3.926
257,0.0,0,12,18,playing,001000100000110000010101000001010000,000111010001001000000010100000001000,34,1.523
186,0.0,0,8,28,playing,000011011000101101011010001000100100,000100100010010010000101110111001001,11,4.163
