,subject,color,gi,mi,status,bp,wp,response,rt
2393,7.0,0,0,4,playing,001000000000000000000010000000000000,000000000000000000000100000000010000,32,4.981
2763,7.0,0,24,10,playing,000000000000011100000110000000000000,000011000000100010000001000000000000,6,1.311
2712,7.0,0,20,6,playing,000000000000011000000010000000000000,000000000000100000000100001000000000,5,2.545
2808,7.0,1,27,17,playing,000011000001100100000011100000100000,000000001000011010000100000001011000,35,3.068
2684,7.0,1,17,1,playing,000010000000000000000000000000000000,000000000000000000000000000000000000,22,1.153
2787,7.0,0,26,6,playing,000000000000000000000110000000100000,000000000000110000000001000000000000,31,1.143
2567,7.0,0,6,18,playing,000100100001011000001010000000011000,000010000000100100000101100000100101,2,5.152
2759,7.0,0,24,6,playing,000000000000011000000010000000000000,000010000000100000000001000000000000,15,6.785
2694,7.0,0,18,2,playing,000000000000010000000000000000000000,000000000000000000000000000000000100,14,0.948
2593,7.0,0,8,8,playing,000000111000000001000000000000000000,001011000000100000000000000000000000,3,1.708
2674,7.0,0,16,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,13,1.328
2585,7.0,0,8,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,8,0.776
2604,7.0,1,9,3,playing,000000001000000100000000000000000000,000000000000000000000100000000000000,22,5.048
2557,7.0,0,6,8,playing,000000000000010000000010000000011000,000010000000000100000001000000000100,14,1.7
2626,7.0,1,11,3,playing,000000000000101000000000000000000000,000000000000000000000010000000000000,23,0.881
2537,7.0,0,4,2,playing,000000000000000000000010000000000000,000000000000000000001000000000000000,23,1.643
2729,7.0,0,22,4,playing,000000000000000000000011000000000000,000000000000000010000000100000000000,12,3.159
2628,7.0,1,11,5,playing,000000000001101000000000000000000000,000000000000000000000011000000000000,13,1.074
2589,7.0,0,8,4,playing,000000101000000000000000000000000000,001000000000100000000000000000000000,7,7.219
2517,7.0,0,2,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,20,2.44
2804,7.0,1,27,13,playing,000011000001100000000011000000100000,000000000000011000000100000001011000,16,13.595
2472,7.0,1,5,9,playing,000000000001000100000100000000011000,000000000000111000000000000000100000,1,5.141
2547,7.0,1,5,5,playing,000000000000000000000000000000111000,000000000000110000000000000000000000,29,1.486
2792,7.0,1,27,1,playing,000000000000000000000001000000000000,000000000000000000000000000000000000,13,1.013
2509,7.0,1,1,3,playing,000000000000100000000001000000000000,000000000000010000000000000000000000,15,1.953
2468,7.0,1,5,5,playing,000000000000000100000000000000011000,000000000000011000000000000000000000,12,1.195
2428,7.0,0,2,6,playing,000000011000000000000000000000000001,010000000000000000000011000000000000,26,2.512
2718,7.0,1,21,1,playing,000000000000000000000001000000000000,000000000000000000000000000000000000,13,1.306
2755,7.0,0,24,2,playing,000000000000000000000010000000000000,000000000000000000000001000000000000,13,1.737
2666,7.0,1,15,1,playing,000000000000000000000010000000000000,000000000000000000000000000000000000,13,1.169
2753,7.0,0,24,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,22,0.507
2846,7.0,1,31,5,playing,000000000000110000000001000000000000,000000000000000000000110000000000000,32,17.635
2651,7.0,1,13,5,playing,000011010000000000000000000000000000,000000000000000000000011000000000000,21,2.084
2802,7.0,1,27,11,playing,000011000000100000000011000000100000,000000000000011000000100000001001000,31,1.855
2499,7.0,0,0,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,13,4.293
2761,7.0,0,24,8,playing,000000000000011100000010000000000000,000010000000100010000001000000000000,21,6.552
2455,7.0,0,4,2,playing,000010000000000000000000000000000000,100000000000000000000000000000000000,14,0.993
2783,7.0,0,26,2,playing,000000000000000000000010000000000000,000000000000010000000000000000000000,21,1.067
2577,7.0,1,7,5,playing,000000000000011000000001000000000000,000000000000100000000100000000000000,3,9.761
2583,7.0,1,7,11,playing,000000000000011000000011000000101000,000101000000100000000100000000010000,4,8.233
2539,7.0,0,4,4,playing,000000000000000000000011000000000000,000000001000000000001000000000000000,24,3.534
2770,7.0,1,25,1,playing,000001000000000000000000000000000000,000000000000000000000000000000000000,22,0.7
2796,7.0,1,27,5,playing,000000000000100000000011000000000000,000000000000010000000100000000000000,29,10.753
2649,7.0,1,13,3,playing,000001010000000000000000000000000000,000000000000000000000010000000000000,23,1.188
2781,7.0,0,26,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,22,1.369
2453,7.0,0,4,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,4,1.469
2611,7.0,0,10,2,playing,000000000000000000000010000000000000,000000000000000000000000000000000001,21,1.077
2561,7.0,0,6,12,playing,000000100000011000000010000000011000,000010000000000100000001100000100100,11,3.323
2747,7.0,1,23,1,playing,000100000000000000000000000000000000,000000000000000000000000000000000000,22,0.946
2459,7.0,0,4,6,playing,000010000000001000000010000000000000,100000000000000000000000000000110000,23,2.945
2573,7.0,1,7,1,playing,000000000000001000000000000000000000,000000000000000000000000000000000000,21,2.086
2810,7.0,1,27,19,playing,000011000011100100000011100000100000,000000001000011010000100000001011001,9,2.041
2647,7.0,1,13,1,playing,000001000000000000000000000000000000,000000000000000000000000000000000000,22,0.966
2545,7.0,1,5,3,playing,000000000000000000000000000000110000,000000000000100000000000000000000000,13,1.035
2672,7.0,1,15,7,playing,000000000000100000000111000000000000,000001000000011000000000000000000000,20,1.947
2818,7.0,0,28,6,playing,000000000000010000000011000000000000,000000000000001000000100000000001000,4,3.828
2476,7.0,1,5,13,playing,000000000001000100000111000000011000,010000000000111000000000000010100000,20,8.564
2739,7.0,0,22,14,playing,000000001011100000010011000000000000,000000000100010110000100100000001000,14,1.502
2735,7.0,0,22,10,playing,000000001001100000000011000000000000,000000000000010010000100100000001000,10,2.93
2486,7.0,1,7,1,playing,000000000000000000000001000000000000,000000000000000000000000000000000000,22,0.799
2422,7.0,0,2,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,8,1.056
2402,7.0,1,1,3,playing,000000000000000100000000000000010000,000000000000000000000100000000000000,29,1.723
2706,7.0,0,20,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,13,0.779
