,subject,color,gi,mi,status,bp,wp,response,rt
2068,12.0,0,6,6,playing,000000010000100000000010000000000000,011010000000000000000000000000000000,3,2.563
2193,12.0,0,10,12,playing,010000000001000000010110000010000000,000010000010100000001000000100010000,29,6.835
2003,12.0,1,1,25,playing,001001100011100000001100100100110100,010100000100010100110011000011001000,16,15.924
2101,12.0,1,7,3,playing,000000000000000000000000000110000000,000000000000000000010000000000000000,29,1.6
2227,12.0,0,12,10,playing,000100000001000000001010000010000000,001000000000100000010100000100000000,1,1.542
2041,12.0,0,4,4,playing,000000000001000000000100000000000000,000000000000000000000000000000110000,13,2.013
1995,12.0,1,1,17,playing,001000000011100000001100000100110000,010100000100010000110000000011000000,23,13.786
1960,12.0,0,0,18,playing,000100000100100000111000000101010000,111000000011010000000100000010100000,4,9.593
2005,12.0,1,1,27,playing,001001100011101000001100100100110100,010100000100010110110011000011001000,34,7.628
1942,12.0,0,0,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,27,6.623
2134,12.0,0,8,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,27,2.954
2054,12.0,1,5,7,playing,000000000000010010000000101000000000,000000000000001100000000010000000000,35,3.538
2121,12.0,1,7,23,playing,100101000011001000001010000110011000,001010000100110000010101100001100000,25,2.406
2048,12.0,1,5,1,playing,000000000000000000000000001000000000,000000000000000000000000000000000000,25,4.288
1970,12.0,0,0,28,playing,000110000100101110111001000101010000,111000110011010001000100100010101000,5,8.382
2243,12.0,0,12,26,playing,010110000001001110001010100011010000,001001000000110001010100010100101110,35,3.879
2140,12.0,0,8,6,playing,000000000001010000000000000100000000,000100000000000000010001000000000000,21,2.858
1993,12.0,1,1,15,playing,000000000011100000001100000100110000,010000000100010000110000000011000000,3,3.557
2211,12.0,1,11,9,playing,000001000000100000001000000100010000,000000000001010000000100000001000000,22,3.088
2099,12.0,1,7,1,playing,000000000000000000000000000100000000,000000000000000000000000000000000000,19,5.646
2066,12.0,0,6,4,playing,000000010000000000000010000000000000,010010000000000000000000000000000000,12,3.025
2209,12.0,1,11,7,playing,000000000000100000001000000100010000,000000000001010000000100000000000000,29,0.076
1966,12.0,0,0,24,playing,000110000100101000111001000101010000,111000100011010000000100100010101000,15,8.453
1989,12.0,1,1,11,playing,000000000011100000001100000100000000,000000000100000000110000000011000000,13,2.827
2175,12.0,1,9,5,playing,000000000000100000000000000110000000,000000000001000000010000000000000000,22,1.968
2221,12.0,0,12,4,playing,000000000000000000000010000010000000,000000000000000000010000000100000000,11,1.234
