,subject,color,gi,mi,status,bp,wp,response,rt
2343,15.0,1,4,21,playing,001001000100010000010001010010110001,000010100001101100001110000000001000,29,3.113
2427,15.0,0,9,6,playing,000100000000101000000000000000000000,000000000000010000000101000000000000,5,5.553
2359,15.0,0,5,4,playing,000000000000000000000110000000000000,000000000010000000001000000000000000,23,9.895
2464,15.0,0,11,18,playing,000101010000011010000010100000100000,000010101000100100000101010000000001,10,12.859
2291,15.0,0,3,2,playing,000000000000100000000000000000000000,000000000000000000000000000000100000,22,4.355
2369,15.0,0,5,14,playing,100000000001011000000111000000000000,000000000010100000001000100000110100,16,15.006
2252,15.0,1,0,1,playing,000000001000000000000000000000000000,000000000000000000000000000000000000,17,10.482
2347,15.0,1,4,25,playing,001101000100010000010001110010110001,000010100001101100001110001001001000,17,22.201
2443,15.0,1,10,7,playing,000000000010110000001000000000000000,000000000001000000010100000000000000,31,5.719
2382,15.0,1,6,9,playing,000010000000001000000010000000100010,000000100000110100000000000000000000,24,3.033
2452,15.0,0,11,6,playing,000100000000011000000000000000000000,000000000000100000000101000000000000,22,4.954
2325,15.0,1,4,3,playing,000001000000000000000000010000000000,000000000001000000000000000000000000,22,7.541
2378,15.0,1,6,5,playing,000010000000001000000010000000000000,000000000000010100000000000000000000,12,4.603
2317,15.0,0,3,28,playing,000100000011101100001110110001010100,011000101100010001010001000010101011,26,23.073
2341,15.0,1,4,19,playing,001001000100010000010001010000110001,000000100001101100001110000000001000,4,10.25
2269,15.0,0,1,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,13,11.212
2335,15.0,1,4,13,playing,000001000000010000000001010000110001,000000100001001100000110000000000000,20,3.162
2410,15.0,1,8,1,playing,000000000000010000000000000000000000,000000000000000000000000000000000000,5,10.049
2396,15.0,0,7,8,playing,000000000001100000000110000000000000,001000000000010000000000000000010100,3,14.418
2394,15.0,0,7,6,playing,000000000001000000000110000000000000,001000000000010000000000000000010000,12,3.761
2429,15.0,0,9,8,playing,000101000000101000000000000000000000,000010000000010000000101000000000000,22,5.915
2446,15.0,0,11,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,14,5.304
2416,15.0,1,8,7,playing,000000000000010000000000000000001101,000001000000001000000001000000000000,34,2.384
2367,15.0,0,5,12,playing,100000000001010000000111000000000000,000000000010000000001000100000110100,14,31.25
2439,15.0,1,10,3,playing,000000000010010000000000000000000000,000000000000000000010000000000000000,21,2.607
2456,15.0,0,11,10,playing,000100000000011010000010000000000000,000010000000100100000101000000000000,30,3.807
2268,15.0,1,0,17,win,000001001000100010000001000000110101,000010100000011101000010100000000000,34,3.097
2392,15.0,0,7,4,playing,000000000001000000000100000000000000,000000000000010000000000000000010000,22,3.311
2408,15.0,0,7,20,win,000101100001100000010111000000001000,001010001000010000001000100100110100,14,2.101
