,subject,color,gi,mi,status,bp,wp,response,rt
2459,14.0,1,11,13,playing,000100010000011010000010000000100000,000010100000100100000101000000000000,25,14.725
2463,14.0,1,11,17,playing,000101010000011010000010100000100000,000010100000100100000101010000000001,8,19.741
2434,14.0,1,9,13,playing,001101000000101100000010000000000000,000010000000010010000101000000100000,29,12.933
2362,14.0,1,5,7,playing,000000000000010000000111000000000000,000000000010000000001000100000000000,30,6.545
2360,14.0,1,5,5,playing,000000000000000000000111000000000000,000000000010000000001000000000000000,24,3.667
2395,14.0,1,7,7,playing,000000000001100000000110000000000000,001000000000010000000000000000010000,33,10.232
2263,14.0,0,0,12,playing,000001001000000010000001000000100100,000000100000011001000010100000000000,35,18.686
2255,14.0,0,0,4,playing,000000001000000010000000000000000000,000000000000000001000000100000000000,5,8.74
2278,14.0,0,2,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,3,5.152
2326,14.0,0,4,4,playing,000001000000000000000000010000000000,000000000001000000000010000000000000,35,23.552
2261,14.0,0,0,10,playing,000001001000000010000001000000000100,000000100000001001000010100000000000,30,10.499
2338,14.0,0,4,16,playing,000001000000010000010001010000110001,000000100001001100001110000000001000,2,20.743
2457,14.0,1,11,11,playing,000100000000011010000010000000100000,000010000000100100000101000000000000,6,4.027
2280,14.0,0,2,2,playing,000100000000000000000000000000000000,000000000000001000000000000000000000,32,6.315
2417,14.0,0,8,8,playing,000000000000010000000000000000001101,000001000000001000000001000000000010,11,13.735
2440,14.0,0,10,4,playing,000000000010010000000000000000000000,000000000000000000010100000000000000,12,8.355
2368,14.0,1,5,13,playing,100000000001011000000111000000000000,000000000010000000001000100000110100,12,5.953
2318,14.0,1,3,29,playing,000100000011101100001110111001010100,011000101100010001010001000010101011,27,13.402
2274,14.0,1,1,5,playing,000001000000110000000000000000000000,000010000000000000000100000000000000,23,27.822
2267,14.0,0,0,16,playing,000001001000100010000001000000100101,000010100000011101000010100000000000,31,12.164
2348,14.0,0,4,26,playing,001101000100010000010001110010110001,000010100001101101001110001001001000,16,7.601
2430,14.0,1,9,9,playing,000101000000101000000010000000000000,000010000000010000000101000000000000,30,12.232
2320,14.0,1,3,31,playing,000100000011101100101110111001010100,011000101100010001010001000110101011,5,9.36
2290,14.0,1,3,1,playing,000000000000100000000000000000000000,000000000000000000000000000000000000,30,9.528
2316,14.0,1,3,27,playing,000100000011101100001110110001010100,011000100100010001010001000010101011,8,28.598
2393,14.0,1,7,5,playing,000000000001000000000110000000000000,000000000000010000000000000000010000,2,20.879
2403,14.0,1,7,15,playing,000100000001100000010111000000001000,001000000000010000001000000100110100,24,6.353
2385,14.0,0,6,12,playing,000010000000001000000010000000100110,000000100000110100000001100000000000,32,11.009
2442,14.0,0,10,6,playing,000000000010110000000000000000000000,000000000001000000010100000000000000,20,5.28
2436,14.0,0,10,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,13,2.995
2334,14.0,0,4,12,playing,000001000000010000000001010000100001,000000100001001100000110000000000000,31,14.673
2354,14.0,0,4,32,win,101101000100010010110001110010110001,000010110001101101001110001101001100,1,4.411
2358,14.0,1,5,3,playing,000000000000000000000110000000000000,000000000010000000000000000000000000,20,3.952
2467,14.0,1,11,21,playing,010101010010011010000010100000100000,000010101001100100000101010000000001,19,19.272
2444,14.0,0,10,8,playing,000000000010110000001000000000000000,000000000001000000010100000000010000,2,5.038
2288,14.0,0,2,10,win,000100000000100000000000000001101000,000000000000011000001110000000000000,31,5.054
2332,14.0,0,4,10,playing,000001000000010000000001010000000001,000000100001001100000010000000000000,30,5.922
2314,14.0,1,3,25,playing,000100000011101100001110100001010100,011000000100010001010001000010101011,6,7.282
2372,14.0,1,5,17,win,100000100001011010000111000000000000,000000000010100100001000100000110100,32,6.096
2265,14.0,0,0,14,playing,000001001000000010000001000000100101,000000100000011101000010100000000000,12,11.888
2340,14.0,0,4,18,playing,001001000000010000010001010000110001,000000100001101100001110000000001000,9,20.034
2312,14.0,1,3,23,playing,000100000011101100001110100001010000,011000000100010001010001000010101001,34,9.09
2461,14.0,1,11,15,playing,000100010000011010000010100000100000,000010100000100100000101010000000000,35,24.72
2432,14.0,1,9,11,playing,000101000000101100000010000000000000,000010000000010000000101000000100000,16,9.153
2294,14.0,1,3,5,playing,000000000000100000000010000000010000,000000000000000000000000000000101000,13,16.008
2322,14.0,0,4,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,25,16.385
2405,14.0,1,7,17,playing,000100100001100000010111000000001000,001000000000010000001000100100110100,8,23.171
2286,14.0,0,2,8,playing,000100000000100000000000000000101000,000000000000011000000110000000000000,29,9.859
2328,14.0,0,4,6,playing,000001000000000000000000010000000001,000000000001000100000010000000000000,23,7.919
2304,14.0,1,3,15,playing,000000000011101000001110000000010000,010000000000010000010001000010101000,9,9.865
2350,14.0,0,4,28,playing,001101000100010010010001110010110001,000010110001101101001110001001001000,18,22.479
2422,14.0,1,9,1,playing,000000000000100000000000000000000000,000000000000000000000000000000000000,23,8.373
2399,14.0,1,7,11,playing,000100000001100000000110000000001000,001000000000010000000000000000110100,20,15.533
2346,14.0,0,4,24,playing,001001000100010000010001110010110001,000010100001101100001110001001001000,3,17.007
