,subject,color,gi,mi,status,bp,wp,response,rt
3797,24.0,1,13,5,playing,000000000000011000000001000000000000,000000000000100000010000000000000000,15,10.377
3787,24.0,0,12,2,playing,000000000000010000000000000000000000,100000000000000000000000000000000000,12,2.255
3602,24.0,1,1,1,playing,000000001000000000000000000000000000,000000000000000000000000000000000000,4,6.995
3633,24.0,1,3,9,playing,110000000010000000001000000100000000,001000000000000000110000000001000000,30,2.641
3682,24.0,1,5,11,playing,001000000000000000010000010100100010,110000000010000010001000000000000000,11,7.631
3764,24.0,0,10,2,playing,000000000000010000000000000000000000,000000000000000000010000000000000000,12,4.02
3826,24.0,0,14,14,playing,000010000001000000010111000000100000,010000000010110000001000100100000000,3,8.676
3715,24.0,0,6,26,playing,000011100010101110000011011001000000,000100010001010001001100100110101001,19,4.679
3592,24.0,0,0,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,0,7.716
3862,24.0,1,15,29,playing,001101100010001001101000110001010101,010010001001110110000111000100101000,19,10.571
3621,24.0,0,2,8,playing,000100000000110000001000000000000000,100000000010001000000100000000000000,4,4.579
3613,24.0,0,2,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,3,4.925
3836,24.0,1,15,3,playing,000100000000000000100000000000000000,000000000000000000000010000000000000,23,4.275
3812,24.0,0,14,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,22,6.807
3610,24.0,1,1,9,playing,000000011000000011000000010000000000,000010100000000000000000101000000000,34,2.337
3654,24.0,0,4,16,playing,000111000001101100001000000000000000,001000100010010010000101000010000000,29,7.871
3811,24.0,1,13,19,win,011001000001011000000101000000100100,000110000000100100011010000000011000,28,1.901
3619,24.0,0,2,6,playing,000100000000110000000000000000000000,100000000010000000000100000000000000,20,2.012
3623,24.0,0,2,10,win,000110000000110000001000000000000000,100000000010001000000110000000000000,28,2.383
3732,24.0,1,7,7,playing,100000100000000001000000000100000000,000000011000000000000000000000000001,15,4.691
3766,24.0,0,10,4,playing,000000000000110000000000000000000000,000100000000000000010000000000000000,11,4.519
3608,24.0,1,1,7,playing,000000011000000011000000000000000000,000010100000000000000000001000000000,24,2.125
3782,24.0,1,11,13,playing,011000000100010000000100000100001000,000100000011100000011000000000000000,28,3.091
3741,24.0,0,8,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,4,7.934
3717,24.0,0,6,28,playing,000011100010101110010011011001000000,010100010001010001001100100110101001,31,3.306
3666,24.0,0,4,28,playing,110111001001101100001000000001100010,001000100010010010010101010110010101,18,4.921
3809,24.0,1,13,17,playing,011000000001011000000101000000100100,000100000000100100011010000000011000,4,11.651
3604,24.0,1,1,3,playing,000000001000000001000000000000000000,000010000000000000000000000000000000,26,1.937
3648,24.0,0,4,10,playing,000111000000100000001000000000000000,001000100000010000000100000010000000,14,9.754
3793,24.0,1,13,1,playing,000000000000010000000000000000000000,000000000000000000000000000000000000,19,7.614
3791,24.0,0,12,6,win,000000000000111000000000000000000000,100000000100000000000000000000010000,11,2.309
3640,24.0,0,4,2,playing,000010000000000000000000000000000000,000000000000010000000000000000000000,3,2.281
3691,24.0,0,6,2,playing,000000100000000000000000000000000000,000000000000000000000000000100000000,15,3.541
3656,24.0,0,4,18,playing,000111000001101100001000000001000000,001000100010010010000101010010000000,30,6.472
3755,24.0,1,9,3,playing,100000000100000000000000000000000000,000010000000000000000000000000000000,5,10.526
3848,24.0,1,15,15,playing,001101000000001000101000100000010000,000010000000110000000111000000001000,11,7.215
3751,24.0,0,8,10,win,000110000011100000000000000000000000,001000000000010000010100000000000001,9,2.515
3668,24.0,0,4,30,playing,110111001001101100101000000001100010,001000110010010010010101010110010101,22,4.892
3598,24.0,0,0,6,playing,110000000010000000000000000000000000,000100000001100000000000000000000000,19,5.866
3638,24.0,0,4,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,4,8.628
3707,24.0,0,6,18,playing,000011100000101110000011000000000000,000100010000010001001000100100101000,10,4.146
3672,24.0,1,5,1,playing,000000000000000000000000000000000010,000000000000000000000000000000000000,0,8.786
3759,24.0,1,9,7,playing,100000000110000000100000000000000000,000011000000000000000000000100000000,3,5.377
3828,24.0,0,14,16,playing,000110000001000000010111000000100000,010001000010110000001000100100000000,32,15.966
3854,24.0,1,15,21,playing,001101000010001000101000100001010100,000010000001110100000111000000101000,16,49.07
3650,24.0,0,4,12,playing,000111000000101000001000000000000000,001000100000010000000101000010000000,15,10.561
3726,24.0,1,7,1,playing,100000000000000000000000000000000000,000000000000000000000000000000000000,8,3.318
3860,24.0,1,15,27,playing,001101000010001001101000110001010101,010010001001110110000111000000101000,27,10.855
3832,24.0,0,14,20,win,000110000001000000010111000000111000,010001000010110000001000100101000001,33,2.575
3818,24.0,0,14,6,playing,000010000000000000000011000000000000,000000000010010000000000100000000000,21,6.393
3594,24.0,0,0,2,playing,100000000000000000000000000000000000,000000000000100000000000000000000000,1,9.121
3738,24.0,1,7,13,playing,100001100010000001000000000100010000,000000011000001100000001000000000001,13,8.487
3652,24.0,0,4,14,playing,000111000000101100001000000000000000,001000100000010010000101000010000000,11,10.115
3747,24.0,0,8,6,playing,000110000001000000000000000000000000,001000000000000000010000000000000001,12,6.289
3688,24.0,1,5,17,win,001000000000100000010010110100100010,110000000011000010001100000000001000,31,1.986
3761,24.0,1,9,9,win,100000100110000000100000000000000000,000111000000000000000000000100000000,2,1.236
3629,24.0,1,3,5,playing,110000000000000000000000000100000000,000000000000000000100000000001000000,2,1.731
3785,24.0,0,12,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,13,5.14
3719,24.0,0,6,30,playing,000011100010101110010011011001010000,010100011001010001001100100110101001,34,22.114
3709,24.0,0,6,20,playing,000011100010101110000011000000000000,000100010001010001001000100100101000,29,7.168
3795,24.0,1,13,3,playing,000000000000011000000000000000000000,000000000000000000010000000000000000,12,3.922
3824,24.0,0,14,12,playing,000010000001000000000111000000100000,010000000010110000001000100000000000,19,6.217
3776,24.0,1,11,7,playing,010000000100000000000100000000001000,000000000010000000011000000000000000,11,4.497
3711,24.0,0,6,22,playing,000011100010101110000011000001000000,000100010001010001001000100110101000,25,18.999
3844,24.0,1,15,11,playing,000101000000000000101000100000010000,000010000000010000000111000000000000,12,7.935
3674,24.0,1,5,3,playing,000000000000000000000000010000000010,100000000000000000000000000000000000,16,3.463
3625,24.0,1,3,1,playing,000000000000000000000000000100000000,000000000000000000000000000000000000,29,3.795
3695,24.0,0,6,6,playing,000000100000001100000000000000000000,000000000000010000000000100100000000,22,2.079
3721,24.0,0,6,32,playing,000011100010101110010011011001010010,110100011001010001001100100110101001,2,2.866
