,subject,color,gi,mi,status,bp,wp,response,rt
1447,4.0,0,2,28,playing,011000100010011101000101110000010001,000101011001100010001010001001001110,19,4.026
1677,4.0,1,17,5,playing,000010000000110000000000000000000000,000001000000000100000000000000000000,7,2.345
1496,4.0,0,4,26,playing,100011100001110100000011000010001001,001100010110001000001000110101110000,21,11.12
1513,4.0,0,6,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,14,1.882
1537,4.0,1,7,13,playing,000110001000111000000000010000000000,000001110001000100000000000000000001,23,10.474
1435,4.0,0,2,16,playing,001000100000011100000101000000010000,000100011000100010000010000001001000,24,8.139
1509,4.0,1,5,3,playing,000000000000011000000000000000000000,000000000000000000000000000100000000,11,6.093
1456,4.0,1,3,1,playing,000000000000000000000000001000000000,000000000000000000000000000000000000,27,2.467
1640,4.0,0,14,12,playing,000111000000011000000000100000000000,001000100000000100000111000000000000,20,5.513
1464,4.0,1,3,9,playing,000100000000100000001000001001000000,000000000001000000010010000100000000,28,15.966
1580,4.0,0,10,6,playing,000000000000000000000100000000110000,000000001000100000000000000001000000,11,6.717
1519,4.0,0,6,6,playing,000000000000011000000000100000000000,000010100000000100000000000000000000,5,6.431
1681,4.0,1,17,9,playing,000110000000110000000000000000010000,000001010000000100000001000000000000,22,3.933
1592,4.0,1,11,3,playing,000000000000000000000110000000000000,000000000000000010000000000000000000,15,1.175
1582,4.0,0,10,8,playing,000000000001000000000100000000110000,010000001000100000000000000001000000,32,5.381
1533,4.0,1,7,9,playing,000010000000111000000000010000000000,000001000001000100000000000000000001,7,2.517
1572,4.0,1,9,13,playing,000000000000111000001110000000100000,000100101000000000010001100000000000,15,5.341
1517,4.0,0,6,4,playing,000000000000011000000000000000000000,000000100000000100000000000000000000,24,1.69
1654,4.0,1,15,9,playing,001110010000001000000000000000000000,010001100000000000000000100000000000,15,5.304
1554,4.0,0,8,14,playing,110010000000100000001010000000100000,000001101010000000010000000011000000,7,2.392
1584,4.0,0,10,10,playing,000000000001000000000100000000111000,010000001000100000000000000001000100,22,11.225
1507,4.0,1,5,1,playing,000000000000001000000000000000000000,000000000000000000000000000000000000,27,6.687
1441,4.0,0,2,22,playing,001000100000011101000101110000010000,000100011001100010000010001001001100,10,7.327
1401,4.0,0,0,14,playing,000000100000010000000101010001000010,000001000000000110000000100000001101,8,21.463
1657,4.0,0,16,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,8,6.336
1594,4.0,1,11,5,playing,000000000000000000001110000000000000,000000000000000110000000000000000000,23,3.177
1626,4.0,1,13,5,playing,000111000000000000000000000000000000,000000000000100000000000000000001000,2,1.511
