,subject,color,gi,mi,status,bp,wp,response,rt
1125,5,1,21,3,playing,000001000000000000001000000000000000,000000000000100000000000000000000000,4,0.901
997,5,1,5,19,playing,000111000001101100000010010000100000,001000100000010010010101000000010001,10,4.043
1134,5,0,22,10,playing,000000000001000000010011010000000000,000000000100000100001000101000000000,33,1.486
1107,5,1,17,27,playing,100100100100101010000111001010010001,001001001010010100001000110100101100,29,6.99
1028,5,0,8,4,playing,000000000000001000000010000000000000,000000000000000000000001000000100000,31,0.892
1022,5,1,7,7,playing,000000000000000000000001000001110000,000000000000010000000000000010001000,20,2.225
1054,5,1,11,5,playing,000000000000000000000011100000000000,000000000000100000000100000000000000,25,1.282
1024,5,1,7,11,playing,000000000000100000000011000001110000,000000000000010000001100000010001000,24,1.7
1162,5,0,26,2,playing,000000000000010000000000000000000000,000000000000000000100000000000000000,19,1.359
1070,5,1,13,5,playing,000011000000001000000000000000000000,000000000000010000000010000000000000,15,1.646
1204,5,0,30,18,playing,001001000000101100001010000000100100,100100100000010001000101000001001000,4,3.259
1001,5,1,5,27,playing,010111001001101100001010010000101000,001000100010010010110101000011010001,27,5.208
1179,5,1,27,13,playing,000000001000100011000001011000000000,000001000000011100000000000000001001,24,3.154
1155,5,1,25,1,playing,000000000000000000000000000000100000,000000000000000000000000000000000000,22,2.06
999,5,1,5,23,playing,010111000001101100000010010000101000,001000100010010010010101000010010001,18,9.783
1063,5,0,12,4,playing,000000000000000000000011000000000000,000001000000000000000100000000000000,24,0.8
1159,5,1,25,9,playing,000000000001000000000100000010110000,000000000000000000000011000001001000,1,1.455
1150,5,0,24,4,playing,000000000000000000000010000000100000,000000000000100000000000000001000000,14,1.261
984,5,0,4,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,22,1.039
1140,5,1,23,3,playing,000010000000100000000000000000000000,000000000000000000000010000000000000,13,1.032
1175,5,1,27,5,playing,000000001000000001000000001000000000,000000000000011000000000000000000000,35,1.068
1119,5,0,20,4,playing,000000000010010000000000000000000000,000001000000000000010000000000000000,11,1.094
1060,5,1,11,17,playing,000001000000001100000011100010110000,000010100000100000100100010001001000,10,4.52
1170,5,0,26,18,playing,001000100000110000011010000101000000,010111000101000000100100000010000000,31,2.357
960,5,1,1,3,playing,000000000000000000000000000000011000,000000000000010000000000000000000000,33,1.629
1007,5,0,6,6,playing,000000000000010000000010000000010000,000010000000001000000100000000000000,5,4.46
995,5,1,5,15,playing,000111000001001100000010000000100000,001000100000010010000101000000010000,19,2.411
1056,5,1,11,9,playing,000000000000001000000011100000100000,000000000000100000000100010000001000,6,1.533
968,5,1,1,19,win,000100000001001000000101110001011000,010001000010010000001010000100100100,0,2.128
979,5,1,3,5,playing,000000000000000000000001000000110000,000000000000010000000000000000001000,22,2.116
1030,5,0,8,8,playing,000000000000001000000010000000011000,000100000000010000000001000000100000,33,1.849
1083,5,1,15,11,playing,000100000000000000000001100000011100,000000000000100000000110000000100010,14,2.483
965,5,1,1,13,playing,000100000001001000000101000000011000,010001000000010000000010000000100100,27,9.431
1041,5,1,9,11,playing,000111001000001010000000000000000000,001000100000010100000001000000000000,7,2.427
1122,5,0,20,10,playing,000000000111010000000000000000100000,001101000000100000010000000000000000,27,3.862
1059,5,1,11,15,playing,000001000000001000000011100010110000,000010100000100000000100010001001000,18,6.989
994,5,1,5,13,playing,000111000000001100000010000000100000,001000100000010000000101000000010000,16,4.217
1141,5,1,23,5,playing,000011000000100000000000000000000000,000000000000010000000010000000000000,3,1.941
1156,5,1,25,3,playing,000000000000000000000100000000100000,000000000000000000000010000000000000,23,1.046
1055,5,1,11,7,playing,000000000000001000000011100000000000,000000000000100000000100010000000000,32,1.433
1091,5,0,16,14,playing,001001000000001000001010000000010100,000110100000110000000001000000001000,21,6.896
1120,5,0,20,6,playing,000000000011010000000000000000000000,000001000000100000010000000000000000,9,1.499
1012,5,0,6,16,playing,001001000000010000000010000100110010,010110000000001000000100100010001000,20,2.588
1078,5,1,15,1,playing,000000000000000000000000000000001000,000000000000000000000000000000000000,12,1.333
1180,5,1,27,15,playing,000000001000100011000001011000000100,000001000000011100000000100000001001,30,6.73
1187,5,0,28,6,playing,010000000000010000000010000000000000,000000000001000000001100000000000000,19,1.001
1136,5,0,22,14,playing,000100000001000000010011010000000100,000000000100001101001000101000000000,16,1.893
1100,5,1,17,13,playing,100100000100100000000110000010000000,001001000010010000000000000100100000,20,5.951
1178,5,1,27,11,playing,000000001000100011000000011000000000,000001000000011100000000000000000001,32,1.488
1129,5,0,22,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,22,1.86
975,5,0,2,12,playing,000000000001010000000110000001010000,010011000000000010000000000000100001,20,3.586
1111,5,0,18,4,playing,000000000000010000000000000000000100,000000000000000000000011000000000000,21,1.258
1157,5,1,25,5,playing,000000000000000000000100000000110000,000000000000000000000011000000000000,32,1.335
993,5,1,5,11,playing,000111000000001000000010000000100000,000000100000010000000101000000010000,2,1.196
1130,5,0,22,2,playing,000000000000000000000010000000000000,000000000000000000000000001000000000,25,2.525
1192,5,1,29,3,playing,000101000000000000000000000000000000,000000000000000000000010000000000000,4,0.956
1139,5,1,23,1,playing,000000000000100000000000000000000000,000000000000000000000000000000000000,22,1.817
982,5,1,3,11,playing,000000000000100000001101000000110000,000100000000010000000010000000001100,19,0.986
966,5,1,1,15,playing,000100000001001000000101000001011000,010001000000010000000010000100100100,20,1.521
1145,5,1,23,13,playing,000011000000101000001000110000000000,000100100000010000000010000010000010,23,3.898
1013,5,0,6,18,playing,001001000000010000001010000100110010,010110000010001000000100100010001000,19,1.229
1154,5,0,24,12,win,000010000001001000000010000000110000,000000100000100000001000000011001000,13,1.415
972,5,0,2,6,playing,000000000000010000000010000000010000,000010000000000010000000000000000001,29,2.071
1036,5,1,9,1,playing,000010000000000000000000000000000000,000000000000000000000000000000000000,13,1.033
1098,5,1,17,9,playing,100100000100100000000010000000000000,001001000010010000000000000000000000,27,10.058
1126,5,1,21,5,playing,000001000000000000001000000000100000,000010000000100000000000000000000000,32,0.874
989,5,1,5,3,playing,000000000000001000000010000000000000,000000000000010000000000000000000000,23,0.885
1077,5,0,14,10,playing,010000000000010000000100000010010000,000001000001000000000011000000001000,12,1.706
1064,5,0,12,6,playing,000000000000000000000011100000000000,000001000000000000000100010000000000,30,2.698
1032,5,0,8,12,playing,000000000000101000000010000000011100,001100000000010000000001000000100010,4,1.199
1062,5,0,12,2,playing,000000000000000000000010000000000000,000001000000000000000000000000000000,23,4.21
1076,5,0,14,8,playing,010000000000010000000100000000010000,000001000001000000000011000000000000,28,1.347
1133,5,0,22,8,playing,000000000000000000010011010000000000,000000000100000000001000101000000000,11,1.413
1151,5,0,24,6,playing,000000000000001000000010000000100000,000000100000100000000000000001000000,31,1.277
1202,5,0,30,14,playing,000001000000101100000010000000100100,000000100000010001000101000001001000,2,6.296
1166,5,0,26,10,playing,001000000000010000010010000100000000,010110000100000000100000000000000000,20,3.226
1093,5,0,16,18,playing,011001000000001000001110000000010100,000110100001110000010001000000001000,10,1.298
1184,5,0,28,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,22,0.815
1191,5,1,29,1,playing,000001000000000000000000000000000000,000000000000000000000000000000000000,22,1.861
1167,5,0,26,12,playing,001000000000010000011010000100000000,010110000100000000100100000000000000,12,1.703
1090,5,0,16,12,playing,001001000000001000001010000000010000,000110100000010000000001000000001000,33,2.042
1029,5,0,8,6,playing,000000000000001000000010000000010000,000000000000010000000001000000100000,32,1.94
1194,5,1,29,7,win,010101000000100000000000000000000000,000010000000010000000010000000000000,31,1.049
958,5,0,0,8,win,000000000000010000000100000001001000,000000000000000000000010010000110000,5,1.262
1124,5,1,21,1,playing,000000000000000000001000000000000000,000000000000000000000000000000000000,12,0.865
1080,5,1,15,5,playing,000000000000000000000000100000011000,000000000000100000000000000000100000,21,1.982
1031,5,0,8,10,playing,000000000000001000000010000000011100,000100000000010000000001000000100010,12,1.485
1068,5,1,13,1,playing,000000000000001000000000000000000000,000000000000000000000000000000000000,13,0.652
985,5,0,4,2,playing,000000000000000000000010000000000000,000000000000000000000000000000100000,13,0.795
1193,5,1,29,5,playing,000101000000100000000000000000000000,000010000000000000000010000000000000,13,0.954
959,5,1,1,1,playing,000000000000000000000000000000010000,000000000000000000000000000000000000,13,1.238
1085,5,0,16,2,playing,000000000000000000000010000000000000,000000000000000000000000000000001000,31,1.207
1045,5,0,10,2,playing,000000000000000000000010000000000000,000000000000000000000100000000000000,20,1.121
1072,5,0,14,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,13,1.187
1205,5,0,31,20,win,001011000000101100001010000000100100,100100100000010001000101000001011000,28,2.532
1109,5,0,18,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,13,0.751
1057,5,1,11,11,playing,000000000000001000000011100000110000,000000100000100000000100010000001000,4,1.532
1103,5,1,17,19,playing,100100000100100000000111001010010000,001001000010010100001000100100100000,25,2.523
1101,5,1,17,15,playing,100100000100100000000111000010000000,001001000010010000001000000100100000,24,1.601
963,5,1,1,9,playing,000000000000001000000101000000011000,000000000000010000000010000000100100,5,1.222
