,subject,color,gi,mi,status,bp,wp,response,rt
988,5,1,5,1,playing,000000000000000000000010000000000000,000000000000000000000000000000000000,13,3.868
986,5,0,4,4,playing,000000000000010000000010000000000000,000000000000000000000000000010100000,31,0.997
1094,5,1,17,1,playing,000100000000000000000000000000000000,000000000000000000000000000000000000,13,0.751
1034,5,0,8,16,playing,000010000000101000000010000010011100,001100000000010000001001000001100010,11,1.14
1115,5,1,19,3,playing,000010100000000000000000000000000000,000000000000000000000010000000000000,14,1.127
1065,5,0,12,8,playing,000000000000000000000011100000100000,000001000000010000000100010000000000,29,1.508
1086,5,0,16,4,playing,000000000000000000000010000000010000,000010000000000000000000000000001000,14,0.824
1176,5,1,27,7,playing,000000001000000011000000001000000000,000000000000011000000000000000000001,15,1.099
954,5,0,0,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,13,3.894
1173,5,1,27,1,playing,000000000000000001000000000000000000,000000000000000000000000000000000000,13,0.689
1037,5,1,9,3,playing,000011000000000000000000000000000000,000000000000010000000000000000000000,6,1.123
1096,5,1,17,5,playing,000100000100100000000000000000000000,000001000000010000000000000000000000,10,1.546
1051,5,0,10,14,win,010000010000000000001010000110100000,000000000001011100000101000000010000,29,1.356
1089,5,0,16,10,playing,000001000000001000001010000000010000,000010100000010000000001000000001000,2,2.656
1146,5,1,23,15,playing,000011000000101000001000110000000100,000100100000010000000011000010000010,30,4.869
990,5,1,5,5,playing,000000000000001000000010000000100000,000000000000010000000001000000000000,6,1.48
1174,5,1,27,3,playing,000000001000000001000000000000000000,000000000000010000000000000000000000,14,1.086
1044,5,0,10,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,22,1.139
973,5,0,2,8,playing,000000000000010000000010000001010000,000010000000000010000000000000100001,21,1.124
1035,5,0,8,18,playing,000010000001101000000010000010011100,101100000000010000001001000001100010,1,1.74
1043,5,1,9,15,playing,000111001000001010000000100000010000,001000110000010100000001000000000100,32,1.736
1092,5,0,16,16,playing,001001000000001000001110000000010100,000110100000110000010001000000001000,1,4.988
1189,5,0,28,10,playing,010000000010010000010010000000000000,000000000001100000001100000010000000,29,3.954
1164,5,0,26,6,playing,000000000000010000010010000000000000,000010000100000000100000000000000000,27,1.757
1009,5,0,6,10,playing,000001000000010000000010000000010010,000110000000001000000100100000000000,30,3.729
1021,5,1,7,5,playing,000000000000000000000000000001110000,000000000000010000000000000000001000,28,1.16
1102,5,1,17,17,playing,100100000100100000000111000010010000,001001000010010000001000100100100000,15,4.177
1039,5,1,9,7,playing,000111000000001000000000000000000000,001000100000010000000000000000000000,23,1.337
974,5,0,2,10,playing,000000000000010000000110000001010000,000011000000000010000000000000100001,11,1.431
983,5,1,3,13,playing,000000000001100000001101000000110000,000100000000010000010010000000001100,29,2.785
1017,5,0,6,26,playing,001001010000110000011010000101110010,110110000011001100000101100010001000,16,6.626
1118,5,0,20,2,playing,000000000000010000000000000000000000,000000000000000000010000000000000000,10,1.279
1160,5,1,25,11,playing,000000000001100000000100000010110000,010000000000000000000011000001001000,13,1.961
1006,5,0,6,4,playing,000000000000010000000010000000000000,000000000000001000000100000000000000,31,1.314
1186,5,0,28,4,playing,000000000000010000000010000000000000,000000000001000000000100000000000000,1,1.054
1200,5,0,30,10,playing,000000000000101100000010000000100000,000000100000010001000001000001000000,33,6.067
1163,5,0,26,4,playing,000000000000010000010000000000000000,000010000000000000100000000000000000,22,1.306
1108,5,1,17,29,win,100100100100101010010111001010010001,001001001010010100001000110101101100,11,1.43
1069,5,1,13,3,playing,000001000000001000000000000000000000,000000000000010000000000000000000000,22,0.696
1113,5,0,18,8,win,000000000000010000000100000001000100,000000010000000000000011000000010000,5,1.291
970,5,0,2,2,playing,000000000000010000000000000000000000,000000000000000010000000000000000000,22,0.815
996,5,1,5,17,playing,000111000001001100000010010000100000,001000100000010010010101000000010000,35,2.182
976,5,0,2,14,win,000000000001010000001110000001010000,010011000000000010000001000000100001,19,1.415
1033,5,0,8,14,playing,000010000000101000000010000000011100,001100000000010000000001000001100010,28,1.236
1095,5,1,17,3,playing,000100000000100000000000000000000000,000000000000010000000000000000000000,5,1.996
1183,5,1,27,21,win,000100101000100011000101011000000100,000011000000011100000010100000101001,31,1.379
1027,5,0,8,2,playing,000000000000000000000010000000000000,000000000000000000000001000000000000,14,1.288
1087,5,0,16,6,playing,000000000000001000000010000000010000,000010100000000000000000000000001000,5,1.361
1061,5,0,12,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,22,0.579
1011,5,0,6,14,playing,000001000000010000000010000100110010,010110000000001000000100100000001000,2,1.471
998,5,1,5,21,playing,000111000001101100000010010000101000,001000100010010010010101000000010001,28,3.855
1049,5,0,10,10,playing,010000000000000000001010000100100000,000000000001010000000101000000010000,28,4.299
1196,5,0,30,2,playing,000000000000000000000010000000000000,000000000000000000000000000001000000,30,1.577
1025,5,1,7,13,playing,000000000000100100000011000001110000,000000000000010000001100100010001000,18,3.228
1048,5,0,10,8,playing,010000000000000000001010000000100000,000000000001000000000101000000010000,27,1.388
1142,5,1,23,7,playing,000011000000101000000000000000000000,000100000000010000000010000000000000,6,1.952
1099,5,1,17,11,playing,100100000100100000000110000000000000,001001000010010000000000000100000000,30,1.474
1019,5,1,7,1,playing,000000000000000000000000000000100000,000000000000000000000000000000000000,13,0.689
1018,5,0,6,28,win,001001010000110010011010000101110010,110110000111001100000101100010001000,25,2.556
1116,5,1,19,5,playing,000011100000000000000000000000000000,000000000000001000000010000000000000,7,8.636
1040,5,1,9,9,playing,000111000000001010000000000000000000,001000100000010000000001000000000000,15,1.051
1026,5,0,8,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,22,0.638
978,5,1,3,3,playing,000000000000000000000000000000110000,000000000000010000000000000000000000,32,1.232
1112,5,0,18,6,playing,000000000000010000000100000000000100,000000000000000000000011000000010000,29,3.094
956,5,0,0,4,playing,000000000000010000000000000000001000,000000000000000000000000000000110000,29,1.862
1005,5,0,6,2,playing,000000000000010000000000000000000000,000000000000000000000100000000000000,22,0.777
1081,5,1,15,7,playing,000100000000000000000000100000011000,000000000000100000000100000000100000,22,1.555
1047,5,0,10,6,playing,000000000000000000001010000000100000,000000000001000000000100000000010000,1,1.047
1148,5,0,24,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,22,0.669
1105,5,1,17,23,playing,100100100100100000000111001010010001,001001000010010100001000110100100100,8,10.579
1114,5,1,19,1,playing,000000100000000000000000000000000000,000000000000000000000000000000000000,22,4.167
969,5,0,2,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,13,1.4
1143,5,1,23,9,playing,000011000000101000001000000000000000,000100100000010000000010000000000000,28,1.845
1000,5,1,5,25,playing,010111000001101100001010010000101000,001000100010010010110101000010010001,29,2.448
1198,5,0,30,6,playing,000000000000001000000010000000100000,000000100000000001000000000001000000,15,1.671
1168,5,0,26,14,playing,001000000000110000011010000100000000,010111000100000000100100000000000000,6,1.504
1082,5,1,15,9,playing,000100000000000000000000100000011100,000000000000100000000110000000100000,34,0.95
980,5,1,3,7,playing,000000000000100000000001000000110000,000000000000010000000010000000001000,33,2.836
1117,5,0,20,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,13,0.881
1188,5,0,28,8,playing,010000000000010000010010000000000000,000000000001100000001100000000000000,10,2.099
1149,5,0,24,2,playing,000000000000000000000010000000000000,000000000000000000000000000001000000,30,1.025
1144,5,1,23,11,playing,000011000000101000001000100000000000,000100100000010000000010000010000000,34,3.26
1131,5,0,22,4,playing,000000000000000000000010010000000000,000000000000000000000000101000000000,23,1.598
1153,5,0,24,10,playing,000000000001001000000010000000110000,000000100000100000001000000011000000,4,1.557
1132,5,0,22,6,playing,000000000000000000000011010000000000,000000000100000000000000101000000000,19,2.045
1014,5,0,6,20,playing,001001000000010000011010000100110010,110110000010001000000100100010001000,29,1.558
1016,5,0,6,24,playing,001001000000110000011010000101110010,110110000011001000000101100010001000,7,4.461
1201,5,0,30,12,playing,000000000000101100000010000000100100,000000100000010001000101000001000000,5,2.253
1138,5,0,22,18,win,000100000001000010010011010000000101,000000001100001101001000101000000010,27,2.135
1106,5,1,17,25,playing,100100100100101000000111001010010001,001001001010010100001000110100100100,32,3.746
1128,5,1,21,9,playing,000001000000000000001110000000100000,000010000000101000000000000000001000,19,3.191
1195,5,0,30,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,22,0.77
1020,5,1,7,3,playing,000000000000000000000000000000110000,000000000000010000000000000000000000,32,1.414
987,5,0,4,6,win,000000000000010000000010000000010000,000000000000000000000000000110100000,4,0.899
967,5,1,1,17,playing,000100000001001000000101100001011000,010001000000010000001010000100100100,10,2.694
1015,5,0,6,22,playing,001001000000010000011010000101110010,110110000011001000000100100010001000,12,2.128
971,5,0,2,4,playing,000000000000010000000010000000000000,000000000000000010000000000000000001,31,0.703
1104,5,1,17,21,playing,100100000100100000000111001010010001,001001000010010100001000110100100000,33,1.441
1067,5,0,12,12,win,000000000000000000000011100011100000,000001000000011100000100010000000000,27,1.384
1008,5,0,6,8,playing,000001000000010000000010000000010000,000010000000001000000100100000000000,34,1.73
1165,5,0,26,8,playing,000000000000010000010010000100000000,000110000100000000100000000000000000,2,1.888
1203,5,0,30,16,playing,001001000000101100000010000000100100,000100100000010001000101000001001000,20,2.764
961,5,1,1,5,playing,000000000000000000000001000000011000,000000000000010000000000000000000100,30,2.249
1110,5,0,18,2,playing,000000000000010000000000000000000000,000000000000000000000001000000000000,33,1.93
1185,5,0,28,2,playing,000000000000000000000010000000000000,000000000000000000000100000000000000,13,1.63
957,5,0,0,6,playing,000000000000010000000000000001001000,000000000000000000000010000000110000,21,4.135
1023,5,1,7,9,playing,000000000000100000000001000001110000,000000000000010000001000000010001000,21,2.775
1075,5,0,14,6,playing,000000000000010000000100000000010000,000001000000000000000011000000000000,1,4.91
1171,5,0,26,20,playing,001000100000110000011010000101010000,010111000101001000100100000010000000,24,1.684
1010,5,0,6,12,playing,000001000000010000000010000000110010,000110000000001000000100100000001000,27,4.756
1169,5,0,26,16,playing,001000100000110000011010000100000000,010111000100000000100100000010000000,29,1.532
1004,5,0,6,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,13,0.672
1190,5,0,28,12,playing,010000000010010000010010000001000000,000100000001100000001100000010000000,4,2.822
1123,5,0,20,12,playing,000000000111010000000000000100100000,011101000000100000010000000000000000,0,1.706
1181,5,1,27,17,playing,000000001000100011000101011000000100,000001000000011100000000100000101001,22,2.695
991,5,1,5,7,playing,000100000000001000000010000000100000,000000100000010000000001000000000000,21,1.208
1079,5,1,15,3,playing,000000000000000000000000000000011000,000000000000100000000000000000000000,30,1.23
1058,5,1,11,13,playing,000000000000001000000011100010110000,000010100000100000000100010000001000,29,1.721
1073,5,0,14,2,playing,000000000000010000000000000000000000,000000000000000000000010000000000000,31,1.328
1003,5,1,5,31,win,010111011001101101001010010000101000,101000100010010010110101000111010001,9,1.158
1050,5,0,10,12,playing,010000000000000000001010000110100000,000000000001010100000101000000010000,7,1.577
1002,5,1,5,29,playing,010111011001101100001010010000101000,001000100010010010110101000111010001,0,1.939
1066,5,0,12,10,playing,000000000000000000000011100001100000,000001000000011000000100010000000000,28,1.465
992,5,1,5,9,playing,000101000000001000000010000000100000,000000100000010000000101000000000000,31,3.385
1121,5,0,20,8,playing,000000000111010000000000000000000000,000101000000100000010000000000000000,30,1.173
962,5,1,1,7,playing,000000000000000000000101000000011000,000000000000010000000000000000100100,22,1.447
