,subject,color,gi,mi,status,bp,wp,response,rt
59,0.0,0,2,2,playing,000000000000010000000000000000000000,000100000000000000000000000000000000,12,0.965
239,0.0,0,12,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,13,0.633
10,0.0,0,0,10,playing,000001000000010000000110000000001000,000000000000100000000001000001010100,14,6.563
129,0.0,0,6,14,playing,000100100000100000000010010000011000,001001010000011100000001000000000000,16,1.134
237,0.0,1,11,5,playing,000011100000000000000000000000000000,000000000000010000000100000000000000,7,1.289
40,0.0,1,1,19,playing,000001000001101000010001100001110000,000100000010010100000110000010001100,34,4.634
220,0.0,0,10,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,22,2.349
119,0.0,0,6,4,playing,000000000000100000000010000000000000,001001000000000000000000000000000000,3,1.951
192,0.0,0,8,34,playing,000011011101101101111010001000100100,100100100010010010000101110111011011,1,0.728
166,0.0,0,8,8,playing,000001000000101000000010000000000000,000000000000010000000100000001001000,30,2.951
8,0.0,0,0,8,playing,000000000000010000000110000000001000,000000000000100000000001000000010100,5,11.855
34,0.0,1,1,13,playing,000000000001101000000001000001110000,000000000010010100000100000010001000,22,2.523
275,0.0,0,14,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,22,1.77
281,0.0,0,14,6,playing,000000000000100000000110000000000000,000000000000010000000001000000001000,20,15.347
121,0.0,0,6,6,playing,000100000000100000000010000000000000,001001000000000100000000000000000000,25,4.605
176,0.0,0,8,18,playing,000011000000101100011010000000100000,000000100010010000000100110011001000,26,1.304
217,0.0,1,9,23,playing,001110000010010100001001000001110010,110001010001100000000110000010001100,8,14.021
52,0.0,1,1,31,playing,000011010101101010010001101001110001,010100100010010101001110010010001110,8,3.348
44,0.0,1,1,23,playing,000001010001101000010001100001110001,000100000010010100000110010010001110,6,1.485
2,0.0,0,0,2,playing,000000000000000000000010000000000000,000000000000000000000000000000000100,21,14.533
78,0.0,1,3,7,playing,000010000000000000000001000000001100,000000000000000000000110000000010000,14,1.343
112,0.0,1,5,15,playing,001100100000011000001010000001000000,000010000000100000000101000010110000,11,0.874
199,0.0,1,9,5,playing,000100000000010000000001000000000000,000000000000100000000100000000000000,33,3.703
158,0.0,0,8,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,22,0.621
233,0.0,1,11,1,playing,000000100000000000000000000000000000,000000000000000000000000000000000000,21,0.617
164,0.0,0,8,6,playing,000000000000101000000010000000000000,000000000000010000000100000001000000,5,1.211
247,0.0,0,12,8,playing,000000000000110000000100000000010000,000100000001000000000010000000001000,19,1.626
228,0.0,0,10,8,playing,000100000000000100000110000000000000,000000000000010000000001000000110000,2,5.668
279,0.0,0,14,4,playing,000000000000100000000010000000000000,000000000000010000000000000000001000,21,5.461
18,0.0,0,0,18,playing,000001010000011000001110100000001000,000010000000100010010001010001010100,6,2.846
154,0.0,1,7,3,playing,000000000000000000000011000000000000,000000000000010000000000000000000000,12,0.594
143,0.0,0,6,28,playing,000100100011100010000010110011011010,001011011100011100010101000000100100,20,2.88
197,0.0,1,9,3,playing,000100000000010000000000000000000000,000000000000100000000000000000000000,21,0.876
98,0.0,1,5,1,playing,000000000000010000000000000000000000,000000000000000000000000000000000000,21,1.877
