,subject,color,gi,mi,status,bp,wp,response,rt
314,1,0,24,6,playing,000000000000000000000011000000001000,000001000000010000000100000000000000,29,2.367
149,1,0,2,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,13,0.915
154,1,0,2,10,playing,000000000000011000000101000000010000,000000000001100000001000000001100000,2,2.012
325,1,0,24,28,playing,000100100011001010100011000011001101,100011010000110100011100010000110010,8,4.207
252,1,1,17,3,playing,000000000000000000000011000000000000,000000000000010000000000000000000000,21,1.26
165,1,0,4,6,playing,000000000000101000000010000000000000,000000000000000000000100000000001100,31,4.459
285,1,1,21,11,playing,000010000011100000000100000000100000,000000000100010000000010000010010000,3,1.713
310,1,1,23,13,playing,000000000000001110000001000000011010,000001000000010000000010100000100100,17,1.186
226,1,0,14,2,playing,000000000000010000000000000000000000,000000000000000000000001000000000000,3,4.505
159,1,1,3,5,playing,000010000000100000000100000000000000,000000000000000000001010000000000000,30,4.931
192,1,1,9,1,playing,000000000000000000000000000000010000,000000000000000000000000000000000000,23,1.195
321,1,0,24,20,playing,000100000001001010000011000001001101,000011000000110100001100010000100010,28,5.138
227,1,0,14,4,playing,000100000000010000000000000000000000,000000000000000000000001100000000000,22,3.092
236,1,0,14,22,playing,010101001000110100000010001000010010,100010000001001000001101110000101000,10,2.762
248,1,0,16,6,playing,000100000000010000000100000000000000,000011000000100000000000000000000000,23,12.183
246,1,0,16,2,playing,000000000000010000000000000000000000,000010000000000000000000000000000000,21,2.337
275,1,0,20,8,playing,000000000000010000001010000000100000,000010000000101000000100000000000000,23,6.873
298,1,0,22,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,13,0.907
284,1,1,21,9,playing,000010000011100000000100000000000000,000000000100010000000010000000010000,28,4.591
148,1,1,1,13,win,010000100000000000000101000000011010,000000000001011000000010000000100100,12,1.118
229,1,0,14,8,playing,000100000000110000000010000000000000,000010000000001000000001100000000000,34,1.125
237,1,0,14,24,playing,010101001010110100000010001000010010,100010000001001000001101110001101000,28,9.391
177,1,1,5,9,playing,000101000001000000101000000000000000,000010000000010000000100000001000000,31,3.24
254,1,1,17,7,playing,000000000000000000000011010000010000,000000000000010000000100100000000000,30,14.18
210,1,1,11,15,playing,001100000001000001011100000000010000,010010000000101000100010000001000000,27,2.885
213,1,1,11,21,playing,001100000001010001011100000000010110,010010000000101000100010100101001000,23,2.888
142,1,1,1,1,playing,000000000000000000000000000000001000,000000000000000000000000000000000000,22,2.554
243,1,1,15,11,playing,000000000001100000000011000001001000,000101000000010000001100000000000000,2,3.653
172,1,0,4,20,playing,000010000000101011000011000000110001,000000110000010100000100010010001110,8,3.921
193,1,1,9,3,playing,000000000000000000000000000000011000,000000000000000000000001000000000000,33,1.77
234,1,0,14,18,playing,000101000000110100000010001000010010,000010000001001000001101110000001000,8,6.112
316,1,0,24,10,playing,000000000001000000000011000001001000,000001000000110000000100000000100000,3,0.911
331,1,1,25,9,playing,000000000000010000000100000000111000,000000000000000000000011000001000100,12,3.738
214,1,1,11,23,win,001100000001010001011100000000110110,010010000000101000100011100101001000,5,1.918
260,1,0,18,2,playing,000000000000000000000010000000000000,000100000000000000000000000000000000,14,2.348
319,1,0,24,16,playing,000100000001001000000011000001001001,000001000000110100001100010000100000,33,12.129
270,1,1,19,11,playing,000000000000001110000001000000110000,000000010000000000000010100001001000,17,2.687
167,1,0,4,10,playing,000000000000101000000011000000010000,000000010000010000000100000000001100,30,4.229
329,1,1,25,5,playing,000000000000000000000000000000111000,000000000000000000000001000000000100,29,1.837
242,1,1,15,9,playing,000000000001100000000011000001000000,000001000000010000001100000000000000,3,6.078
190,1,0,8,6,playing,000000000000101000000010000000000000,000000000000010000000001000000010000,30,6.069
256,1,1,17,11,playing,000100000000000100000011010000010000,000000010000010000000100100000100000,5,10.553
201,1,0,10,8,playing,000000000000001000000010000000101000,000000100001000000001100000000000000,31,1.155
301,1,0,22,6,playing,000001000000010000000001000000000000,000100000000100000000010000000000000,15,6.688
169,1,0,4,14,playing,000010000000101000000011000000110000,000000110000010000000100000000001110,35,3.912
143,1,1,1,3,playing,000000000000000000000000000000011000,000000000000000000000010000000000000,30,4.341
272,1,0,20,2,playing,000000000000010000000000000000000000,000000000000100000000000000000000000,22,1.253
261,1,0,18,4,playing,000000000000001000000010000000000000,000100000000000000000000000000010000,23,6.46
202,1,0,10,10,win,000000000000001000000010000000111000,000000100001000000001100000001000000,33,1.013
157,1,1,3,1,playing,000000000000100000000000000000000000,000000000000000000000000000000000000,22,2.679
292,1,1,21,25,playing,100010010011100010000101110000101000,000101001100011100001010001010010000,34,1.291
268,1,1,19,7,playing,000000000000001000000001000000110000,000000000000000000000010100000001000,29,8.477
215,1,0,12,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,22,1.106
293,1,1,21,27,playing,100010010011100010000101110000101001,000101001100011100001010001010010010,1,15.681
179,1,0,6,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,22,1.915
258,1,1,17,15,win,000100000001000100000011010001010000,000001110000010000000100100000100000,4,1.094
232,1,0,14,14,playing,000101000000110100000010000000000010,000010000001001000000101100000001000,31,3.552
266,1,1,19,3,playing,000000000000000000000000000000110000,000000000000000000000010000000000000,32,2.892
156,1,0,2,14,playing,001000000000011000000101000010010000,000100000011100000001000000001100000,9,1.387
302,1,0,22,8,playing,000001000000010100000001000000000000,000100000000100000000110000000000000,30,1.393
217,1,0,12,4,playing,000000000000100000000010000000000000,000000000000000000000001000000001000,14,4.295
305,1,1,23,3,playing,000000000000000000000000000000011000,000000000000000000000010000000000000,30,1.685
263,1,0,18,8,playing,000000000000101000000011000000000000,000100000000000000000100000000011000,13,2.482
181,1,0,6,4,playing,000000000000001000000010000000000000,000000000010100000000000000000000000,24,7.915
223,1,1,13,7,playing,000000000000001000000001000000011000,000000000000100000000010000000100000,5,1.117
327,1,1,25,1,playing,000000000000000000000000000000010000,000000000000000000000000000000000000,23,1.14
274,1,0,20,6,playing,000000000000010000001010000000000000,000010000000100000000100000000000000,30,5.325
304,1,1,23,1,playing,000000000000000000000000000000001000,000000000000000000000000000000000000,22,0.995
166,1,0,4,8,playing,000000000000101000000010000000010000,000000000000010000000100000000001100,23,12.56
308,1,1,23,9,playing,000000000000001000000001000000011010,000000000000000000000010100000100100,5,1.21
300,1,0,22,4,playing,000000000000010000000001000000000000,000000000000100000000010000000000000,5,11.602
211,1,1,11,17,playing,001100000001000001011100000000010100,010010000000101000100010000101000000,24,4.096
269,1,1,19,9,playing,000000000000001100000001000000110000,000000000000000000000010100001001000,7,1.41
306,1,1,23,5,playing,000000000000000000000000000000011010,000000000000000000000010000000100000,33,1.345
140,1,0,0,10,playing,000000000001000100000110000000010000,010010000000011000001000000000000000,23,5.319
240,1,1,15,5,playing,000000000001100000000001000000000000,000000000000010000000100000000000000,5,33.896
295,1,1,21,31,playing,100010010011100011000101110001101001,011101001100011100001010001010010010,6,0.972
299,1,0,22,2,playing,000000000000010000000000000000000000,000000000000100000000000000000000000,23,1.381
220,1,1,13,1,playing,000000000000000000000000000000001000,000000000000000000000000000000000000,22,2.513
160,1,1,3,7,playing,000010000000101000000100000000000000,000000000000000000001010000000100000,29,12.92
146,1,1,1,9,playing,010000000000000000000100000000011010,000000000000010000000010000000100100,11,1.594
273,1,0,20,4,playing,000000000000010000000010000000000000,000010000000100000000000000000000000,20,1.991
297,1,1,21,35,draw,100010010011100011010101110101101001,011101101100011100101010001010010010,33,0.922
309,1,1,23,11,playing,000000000000001100000001000000011010,000001000000000000000010100000100100,13,1.833
138,1,0,0,6,playing,000000000001000100000100000000000000,000010000000011000000000000000000000,22,4.772
176,1,1,5,7,playing,000101000001000000001000000000000000,000000000000010000000100000001000000,4,3.912
282,1,1,21,5,playing,000000000011100000000000000000000000,000000000000010000000010000000000000,9,1.66
307,1,1,23,7,playing,000000000000001000000000000000011010,000000000000000000000010000000100100,24,3.534
185,1,1,7,5,playing,000000000000000100000010100000000000,000000100000001000000000000000000000,4,6.085
164,1,0,4,4,playing,000000000000100000000010000000000000,000000000000000000000100000000001000,14,2.634
267,1,1,19,5,playing,000000000000001000000000000000110000,000000000000000000000010000000001000,24,5.732
251,1,1,17,1,playing,000000000000000000000001000000000000,000000000000000000000000000000000000,13,1.087
209,1,1,11,13,playing,001000000001000001011100000000010000,010010000000100000100010000001000000,14,9.051
255,1,1,17,9,playing,000000000000000100000011010000010000,000000000000010000000100100000100000,7,1.649
178,1,1,5,11,win,000101000001000000101000000010000000,000010000000010000000100000001010000,22,1.508
207,1,1,11,9,playing,000000000001000000011100000000010000,000010000000100000100010000000000000,1,3.474
224,1,1,13,9,playing,000000000000001000000001000000011100,000001000000100000000010000000100000,21,8.352
291,1,1,21,23,playing,100010000011100010000101110000101000,000101001100011100001010000010010000,26,1.574
196,1,1,9,9,win,000000100100000000000000010000011000,000000000000000000000111000000000100,20,0.886
