,subject,color,gi,mi,status,bp,wp,response,rt
4884,32,1,15,15,playing,000100100000011000000100000010101000,000011000000100100001010000000010000,25,4.277
4800,32,0,10,22,playing,000110000011101000001101000001010000,011001000100010010010010100010100000,15,8.585
4729,32,1,7,7,playing,000000000001000100000010000000000100,000100000000010000000001000000000000,5,20.537
4733,32,1,7,11,playing,000010000001000100000010000001000100,000101000000010000000101000000000000,12,7.946
4694,32,0,4,18,playing,000000100001001000000101010000111000,010001000000110100000010100001000100,3,22.593
4650,32,0,2,8,playing,000000000000110000000001100000000000,000100000000001000000100010000000000,31,11.923
4686,32,0,4,10,playing,000000000000001000000001010000011000,000001000000010100000000100000000100,6,4.482
4886,32,1,15,17,playing,000100100000011000000100000010101001,000011000000100100001010010000010000,11,19.671
4882,32,1,15,13,playing,000100100000011000000100000000101000,000011000000100100000010000000010000,20,7.26
4902,32,1,17,3,playing,000000000000000000000010000000001000,000000000000000000000000000000010000,30,14.643
4906,32,1,17,7,playing,000000000000000000000110000001001000,000000000000000000000001000000110000,4,6.235
4826,32,0,12,2,playing,000000000000000000000000000000010000,000000000000100000000000000000000000,30,7.96
4823,32,1,11,21,playing,100100100001011000000111000010001000,000011000010100000001000100001110100,15,32.794
4805,32,1,11,3,playing,000000000000000000000011000000000000,000010000000000000000000000000000000,24,5.872
4900,32,1,17,1,playing,000000000000000000000010000000000000,000000000000000000000000000000000000,31,0.191
4824,32,0,12,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,31,3.289
4731,32,1,7,9,playing,000010000001000100000010000000000100,000101000000010000000001000000000000,21,8.379
4841,32,1,13,11,playing,000001000000011000000010000000101000,000010100000100000000100000000010000,23,6.942
4821,32,1,11,19,playing,100100100001011000000111000010000000,000011000010100000001000100001100100,31,15.428
4809,32,1,11,7,playing,000000100000001000000011000000000000,000011000000000000000000100000000000,30,5.13
4632,32,0,0,6,win,000000000001110000000000000000000000,000000000000001000000001100000000000,10,2.062
