,subject,color,gi,mi,status,bp,wp,response,rt
3931,27.0,1,4,3,playing,000000000000010000000001000000000000,000000000000000000000100000000000000,3,51.207
3895,27.0,0,1,10,playing,000000000000110000000101000001000000,001101000001000000001000000000000000,4,18.922
3864,27.0,1,0,1,playing,000000000000000000000010000000000000,000000000000000000000000000000000000,12,28.497
3891,27.0,0,1,6,playing,000000000000110000000100000000000000,000001000001000000001000000000000000,23,132.47
3893,27.0,0,1,8,playing,000000000000110000000101000000000000,001001000001000000001000000000000000,29,11.328
3929,27.0,1,4,1,playing,000000000000010000000000000000000000,000000000000000000000000000000000000,21,6.299
3897,27.0,0,1,12,playing,000010000000110000000101000001000000,001101000001000000001010000000000000,31,41.934
3901,27.0,0,1,16,win,000010000000110100000101000001010000,001101010001000000001010000000100000,14,1.264
3913,27.0,1,2,11,playing,000000000001010000001001000000101000,001100000000100000000110000000000000,4,15.337
3918,27.0,0,3,2,playing,000000000000010000000000000000000000,000000000000000000000100000000000000,12,37.021
3887,27.0,0,1,2,playing,000000000000010000000000000000000000,000000000000000000001000000000000000,21,24.484
3868,27.0,1,0,5,playing,000000000000001000000110000000000000,000000000000100000000000000000100000,20,9.712
3878,27.0,1,0,15,playing,000010000001001000010111000001000000,000100000000110000001000100000110000,2,48.161
3866,27.0,1,0,3,playing,000000000000001000000010000000000000,000000000000100000000000000000000000,30,15.469
3880,27.0,1,0,17,playing,000011000001001000010111000001000000,001100000000110000001000100000110000,32,14.969
3924,27.0,0,3,8,playing,000000000000110000000001000000010000,000100000001000000010100000000000000,27,11.584
3870,27.0,1,0,7,playing,000010000000001000000110000000000000,000000000000100000001000000000100000,24,58.331
3941,27.0,1,4,13,playing,000001110000010100000001000000100000,000100000000101000000100100000010000,4,9.752
3909,27.0,1,2,7,playing,000000000001010000000001000000100000,000100000000100000000100000000000000,22,55.287
3903,27.0,1,2,1,playing,000000000000010000000000000000000000,000000000000000000000000000000000000,21,39.667
,subject,color,gi,mi,status,bp,wp,response,rt
3922,27.0,0,3,6,playing,000000000000110000000000000000010000,000100000001000000000100000000000000,23,99.411
3939,27.0,1,4,11,playing,000000110000010100000001000000100000,000100000000101000000100100000000000,31,20.033
3905,27.0,1,2,3,playing,000000000000010000000001000000000000,000000000000000000000100000000000000,3,38.777
3907,27.0,1,2,5,playing,000000000001010000000001000000000000,000100000000000000000100000000000000,12,10.383
3872,27.0,1,0,9,playing,000010000001001000000110000000000000,000000000000100000001000100000100000,31,36.661
3916,27.0,0,3,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,13,5.601
3926,27.0,0,3,10,playing,000000000000110000000001000100010000,000100000001000000011100000000000000,22,8.356
3937,27.0,1,4,9,playing,000000100000010100000001000000100000,000100000000100000000100100000000000,14,42.108
3899,27.0,0,1,14,playing,000010000000110000000101000001010000,001101000001000000001010000000100000,15,21.811
3876,27.0,1,0,13,playing,000010000001001000010110000001000000,000000000000110000001000100000110000,3,26.604
3885,27.0,0,1,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,13,13.39
3935,27.0,1,4,7,playing,000000000000010100000001000000100000,000100000000100000000100000000000000,24,254.405
3911,27.0,1,2,9,playing,000000000001010000001001000000100000,000100000000100000000110000000000000,2,99.678
3882,27.0,1,0,19,playing,000011000001001000010111000001000100,001100000000110000001000100000111000,0,12.853
3889,27.0,0,1,4,playing,000000000000010000000100000000000000,000001000000000000001000000000000000,12,26.672
3933,27.0,1,4,5,playing,000000000000010100000001000000000000,000100000000000000000100000000000000,12,76.696
3920,27.0,0,3,4,playing,000000000000110000000000000000000000,000000000001000000000100000000000000,31,23.799
3874,27.0,1,0,11,playing,000010000001001000000110000001000000,000000000000100000001000100000110000,13,42.873
3884,27.0,1,0,21,win,010011000001001000010111000001000100,101100000000110000001000100000111000,10,1.449
3915,27.0,1,2,13,win,000001000001010000001001000000101000,001110000000100000000110000000000000,1,1.537
