,subject,color,gi,mi,status,bp,wp,response,rt
2515,7.0,1,1,9,playing,000000000000100010000111000000000000,000000000000011100000000000000100000,19,1.938
2806,7.0,1,27,15,playing,000011000001100100000011000000100000,000000000000011010000100000001011000,8,2.576
2656,7.0,0,14,2,playing,000000000000000000000010000000000000,000010000000000000000000000000000000,21,0.702
2820,7.0,0,28,8,playing,000010000000010000000011000000000000,000000000000001000000100000000011000,5,1.557
2525,7.0,0,2,8,playing,000000000001100000001100000000000000,000000100000000001000010000000100000,13,1.236
2549,7.0,0,6,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,22,0.646
2816,7.0,0,28,4,playing,000000000000000000000011000000000000,000000000000000000000100000000001000,13,1.704
2530,7.0,1,3,3,playing,000001000000000000000000000000000010,000000000000000000000100000000000000,22,0.982
2829,7.0,1,29,3,playing,000000000000000000001000000000010000,000000000000010000000000000000000000,14,0.944
2523,7.0,0,2,6,playing,000000000001000000001100000000000000,000000100000000000000010000000100000,12,1.443
2565,7.0,0,6,16,playing,000000100001011000001010000000011000,000010000000100100000101100000100100,3,10.14
2551,7.0,0,6,2,playing,000000000000000000000010000000000000,000000000000000000000001000000000000,32,3.627
2642,7.0,0,12,6,playing,000000000000001000000011000000000000,000000000000000000000000100000000110,13,1.946
2389,7.0,0,0,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,22,3.634
2621,7.0,0,10,12,playing,000011000000110000000110000000000000,000000000000001000000001000001110001,28,7.504
2733,7.0,0,22,8,playing,000000001000100000000011000000000000,000000000000000010000100100000001000,11,14.899
2638,7.0,0,12,2,playing,000000000000000000000010000000000000,000000000000000000000000000000000010,23,0.822
2412,7.0,1,1,13,playing,000001000000110100001010000000010000,001010000001001000000100000001000000,3,2.459
2404,7.0,1,1,5,playing,000000000000010100000000000000010000,000000000000000000000100000001000000,11,5.168
2785,7.0,0,26,4,playing,000000000000000000000110000000000000,000000000000010000000001000000000000,30,3.135
2436,7.0,1,3,5,playing,000010000000011000000000000000000000,001000000000000000000000000100000000,5,1.324
2737,7.0,0,22,12,playing,000000001011100000000011000000000000,000000000100010010000100100000001000,19,8.509
2725,7.0,0,22,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,22,1.257
2680,7.0,0,16,6,playing,000000000000010000000011000000000000,000110000000100000000000000000000000,21,5.886
2814,7.0,0,28,2,playing,000000000000000000000010000000000000,000000000000000000000000000000001000,23,0.895
2507,7.0,1,1,1,playing,000000000000000000000001000000000000,000000000000000000000000000000000000,13,1.119
2420,7.0,1,1,21,playing,010001000000110100011010110000010000,101110000001001000000100000101000001,16,10.115
2532,7.0,1,3,5,playing,000011000000000000000000000000000010,000000000000000000000110000000000000,23,1.516
2686,7.0,1,17,3,playing,000011000000000000000000000000000000,000000000000000000000010000000000000,23,1.989
2513,7.0,1,1,7,playing,000000000000100010000101000000000000,000000000000011100000000000000000000,30,3.268
2606,7.0,1,9,5,playing,000000001000001100000000000000000000,000000000000000000000110000000000000,23,3.486
2774,7.0,1,25,5,playing,000011000000000100000000000000000000,000100000000000000000010000000000000,23,2.32
2497,7.0,0,8,4,playing,000000000000000000000011000000000000,000000000000000010000000010000000000,20,0.787
2831,7.0,1,29,5,playing,000000000000000000001100000000010000,000000000000011000000000000000000000,12,3.518
2482,7.0,0,6,4,playing,000000000000000000000110000000000000,000010000000100000000000000000000000,23,1.111
2812,7.0,0,28,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,22,2.326
2391,7.0,0,0,2,playing,000000000000000000000010000000000000,000000000000000000000100000000000000,2,5.645
2798,7.0,1,27,7,playing,000001000000100000000011000000000000,000000000000010000000100000001000000,32,4.028
2553,7.0,0,6,4,playing,000000000000000000000010000000001000,000000000000000000000001000000000100,13,4.251
2619,7.0,0,10,10,playing,000001000000110000000110000000000000,000000000000001000000001000000110001,4,3.032
2493,7.0,0,8,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,22,0.601
2710,7.0,0,20,4,playing,000000000000011000000000000000000000,000000000000100000000000001000000000,22,2.316
2408,7.0,1,1,9,playing,000000000000110100000010000000010000,000010000001000000000100000001000000,14,2.195
2727,7.0,0,22,2,playing,000000000000000000000010000000000000,000000000000000010000000000000000000,23,0.903
2488,7.0,1,7,3,playing,000000000000000000000001000000100000,000000000000000000000010000000000000,20,0.96
2678,7.0,0,16,4,playing,000000000000010000000010000000000000,000010000000100000000000000000000000,23,1.439
2432,7.0,1,3,1,playing,000000000000010000000000000000000000,000000000000000000000000000000000000,27,1.163
2789,7.0,0,26,8,playing,000000000000000000000110000000110000,000000000001110000000001000000000000,14,5.205
2597,7.0,0,8,12,playing,000100111000000011000000000000000000,001011000000100000000000101000000000,31,7.483
2495,7.0,0,8,2,playing,000000000000000000000010000000000000,000000000000000010000000000000000000,23,0.693
2836,7.0,0,30,2,playing,000000000000010000000000000000000000,000000000000000100000000000000000000,12,3.191
2563,7.0,0,6,14,playing,000000100001011000000010000000011000,000010000000100100000001100000100100,20,1.225
2438,7.0,1,3,7,playing,000110000000011000000000000000000000,001001000000000000000000000100000000,12,2.002
2688,7.0,1,17,5,playing,000011000000000000000100000000000000,000000000000000000000011000000000000,31,7.812
2662,7.0,0,14,8,playing,000000000000110000000110000000000000,000010000000000100000001000000010000,11,4.341
2613,7.0,0,10,4,playing,000000000000000000000110000000000000,000000000000000000000001000000000001,12,4.569
2414,7.0,1,1,15,playing,010001000000110100001010000000010000,001110000001001000000100000001000000,27,8.386
2474,7.0,1,5,11,playing,000000000001000100000110000000011000,010000000000111000000000000000100000,28,3.964
2741,7.0,0,22,16,playing,000000001011101000010011000000000000,000000100100010110000100100000001000,33,1.737
2720,7.0,1,21,3,playing,000000000000001000000001000000000000,000000000000010000000000000000000000,5,2.066
2450,7.0,1,3,19,playing,000110010000011100011000000010001000,101001000001100010000000000101100000,9,6.433
2660,7.0,0,14,6,playing,000000000000010000000110000000000000,000010000000000000000001000000010000,12,1.184
2555,7.0,0,6,6,playing,000000000000010000000010000000001000,000000000000000100000001000000000100,31,1.936
2749,7.0,1,23,3,playing,000110000000000000000000000000000000,000000000000000000000010000000000000,23,0.82
2521,7.0,0,2,4,playing,000000000000000000001100000000000000,000000000000000000000010000000100000,11,2.206
2640,7.0,0,12,4,playing,000000000000000000000011000000000000,000000000000000000000000100000000010,14,3.503
2676,7.0,0,16,2,playing,000000000000010000000000000000000000,000000000000100000000000000000000000,22,1.7
2579,7.0,1,7,7,playing,000000000000011000000001000000100000,000100000000100000000100000000000000,31,14.272
2406,7.0,1,1,7,playing,000000000000010100000010000000010000,000000000001000000000100000001000000,4,1.439
2617,7.0,0,10,8,playing,000000000000110000000110000000000000,000000000000001000000001000000100001,5,5.169
2480,7.0,0,6,2,playing,000000000000000000000010000000000000,000000000000100000000000000000000000,21,0.77
2446,7.0,1,3,15,playing,000110010000011100010000000000001000,101001000000100010000000000100100000,29,8.453
2535,7.0,0,4,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,22,0.75
2434,7.0,1,3,3,playing,000010000000010000000000000000000000,000000000000000000000000000100000000,2,1.612
2528,7.0,1,3,1,playing,000001000000000000000000000000000000,000000000000000000000000000000000000,21,1.302
2654,7.0,0,14,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,22,0.453
2503,7.0,0,0,4,playing,000000000000110000000000000000000000,000000000000000000000001000000010000,14,0.953
2767,7.0,0,24,14,playing,000000100000011100000110000001000000,000011000000100010001001000000100000,33,5.485
2772,7.0,1,25,3,playing,000011000000000000000000000000000000,000000000000000000000010000000000000,3,1.86
2599,7.0,0,8,14,playing,000100111000000011000000000000010000,001011000000100000000000101010000000,15,1.336
2470,7.0,1,5,7,playing,000000000001000100000000000000011000,000000000000111000000000000000000000,30,5.2
2410,7.0,1,1,11,playing,000001000000110100000010000000010000,000010000001001000000100000001000000,2,10.588
2765,7.0,0,24,12,playing,000000100000011100000110000000000000,000011000000100010000001000000100000,29,4.928
2668,7.0,1,15,3,playing,000000000000000000000110000000000000,000000000000010000000000000000000000,14,2.461
2658,7.0,0,14,4,playing,000000000000000000000110000000000000,000010000000000000000001000000000000,13,5.362
2634,7.0,1,11,11,playing,000100000001101000000100000000010000,010010000000010000000011000000000000,19,3.518
2490,7.0,1,7,5,playing,000100000000000000000001000000100000,000000000000000000001010000000000000,19,3.708
2615,7.0,0,10,6,playing,000000000000100000000110000000000000,000000000000000000000001000000100001,13,1.624
2519,7.0,0,2,2,playing,000000000000000000001000000000000000,000000000000000000000000000000100000,21,0.847
2714,7.0,0,20,8,playing,000001000000011000000010000000000000,000000000000100000000101001000000000,4,11.394
2632,7.0,1,11,9,playing,000000000001101000000100000000010000,000010000000010000000011000000000000,1,4.26
2501,7.0,0,0,2,playing,000000000000010000000000000000000000,000000000000000000000001000000000000,12,2.475
2624,7.0,1,11,1,playing,000000000000001000000000000000000000,000000000000000000000000000000000000,22,1.169
2440,7.0,1,3,9,playing,000110000000011100000000000000000000,001001000000100000000000000100000000,16,1.811
2722,7.0,1,21,5,playing,000000000000001000000011000000000000,000001000000010000000000000000000000,29,2.366
2751,7.0,1,23,5,playing,001110000000000000000000000000000000,000000000000000000000011000000000000,5,1.888
2827,7.0,1,29,1,playing,000000000000000000001000000000000000,000000000000000000000000000000000000,13,0.921
2478,7.0,0,6,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,22,1.084
2670,7.0,1,15,5,playing,000000000000100000000110000000000000,000000000000011000000000000000000000,5,4.229
2630,7.0,1,11,7,playing,000000000001101000000100000000000000,000000000000010000000011000000000000,4,3.337
2397,7.0,0,0,8,playing,001000000000001000000010000000001000,010000000000100000000100000000010000,4,20.418
2702,7.0,1,19,3,playing,000010100000000000000000000000000000,000000000000000000000010000000000000,7,2.428
2448,7.0,1,3,17,playing,000110010000011100010000000010001000,101001000000100010000000000101100000,11,2.905
2457,7.0,0,4,4,playing,000010000000001000000000000000000000,100000000000000000000000000000100000,22,1.023
2704,7.0,1,19,5,playing,000110100000000000000000000000000000,000000010000000000000010000000000000,23,0.638
2644,7.0,0,12,8,playing,000000000000011000000011000000000000,000000000000000000000000100000001110,31,1.655
