,subject,color,gi,mi,status,bp,wp,response,rt
1234,3.0,0,26,10,playing,000000000000001100000101000000001000,000011000000110000100000000000000000,22,1.129
1322,3.0,1,31,5,playing,000000000000111000000000000000000000,000000000000000000000110000000000000,15,3.371
1194,3.0,0,24,18,playing,001000000001011100000101000000010100,010100010100100010001010000000001000,25,0.791
980,3.0,1,7,5,playing,000000000000001000000010000000010000,000000000000010000000100000000000000,5,1.189
1305,3.0,0,30,12,playing,000000000000101101000000110000000000,000000001000010010000001001000000001,33,3.817
1123,3.0,0,18,4,playing,000000000000000100000010000000000000,000100000001000000000000000000000000,23,0.744
1031,3.0,1,11,9,playing,000000000000100000000100000000011100,000000000000010000000001000000100010,22,12.445
897,3.0,0,0,14,playing,000000000000110000000001000011100100,000101000000001000000010000100011000,6,4.482
1136,3.0,1,19,5,playing,000011100000000000000000000000000000,000100000000000000001000000000000000,7,1.007
1061,3.0,1,13,3,playing,000011000000000000000000000000000000,000000000000000000000010000000000000,3,1.333
1164,3.0,0,22,2,playing,000000000000000000001000000000000000,000000000000000000000000000000100000,21,1.081
1232,3.0,0,26,8,playing,000000000000001100000001000000001000,000001000000110000100000000000000000,21,0.878
1311,3.0,0,30,18,playing,000000010000101101000000110000001100,000001101000010010000101001000000001,29,1.38
1256,3.0,1,27,19,playing,000110000011100000001010000101100000,101001000100010000000100110010000000,19,2.536
1009,3.0,1,9,7,playing,001000000000000000000100000000110000,000000000000100000000010000000001000,11,2.504
1172,3.0,1,23,3,playing,000000000000000000000110000000000000,000000000000001000000000000000000000,15,1.193
1025,3.0,1,11,3,playing,000000000000000000000000000000011000,000000000000010000000000000000000000,30,1.645
1372,3.0,0,36,4,playing,000000000000000000000110000000000000,000011000000000000000000000000000000,23,1.023
1055,3.0,0,12,12,playing,000010000000011000000110000001000000,001101000001000000001000000000010000,15,4.826
920,3.0,0,2,2,playing,000000000000000000000010000000000000,000000000000000000000001000000000000,28,2.999
1071,3.0,1,13,13,playing,000011010000001000000001100000010000,000100100000010100000010000000001000,26,7.03
1246,3.0,1,27,9,playing,000110000001100000001000000000000000,000001000000000000000100100010000000,13,2.946
1037,3.0,1,11,15,playing,000000000000101000000100110000011100,000100000000010010000011000000100010,4,2.957
903,3.0,0,0,20,playing,001000100000110000010001000011100100,000111000001001000000010100100011000,7,3.561
1083,3.0,0,14,10,playing,000000000000000100010110000000000100,000100000000110000001001000000000000,28,1.476
1063,3.0,1,13,5,playing,000011010000000000000000000000000000,000100000000000000000010000000000000,6,1.278
1324,3.0,1,31,7,playing,000000000000111000000000100000000000,000000000000000100000110000000000000,11,2.098
1081,3.0,0,14,8,playing,000000000000000100010010000000000100,000100000000110000000001000000000000,21,4.426
1149,3.0,0,20,6,playing,000000000001000000000011000000000000,000100000000010000000000100000000000,19,6.035
1198,3.0,0,24,22,playing,001000001001011100000101010000010100,010101010100100010001010100000001000,4,13.579
916,3.0,1,1,11,playing,000000000010000000001100000001110000,100000000001010100000001000000000000,32,1.842
1244,3.0,1,27,7,playing,000110000000100000001000000000000000,000001000000000000000100100000000000,28,1.574
1221,3.0,1,25,9,playing,000100000000000000000000000010111000,000000000000000000000011000001000100,21,1.68
997,3.0,0,8,8,playing,000000000000111000000010000000000000,001000000001000100000000000000100000,20,2.245
1182,3.0,0,24,6,playing,000000000001010000000001000000000000,000000000100100000000010000000000000,33,2.535
883,3.0,0,0,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,28,3.386
1307,3.0,0,30,14,playing,000000000000101101000000110000000100,000000101000010010000001001000000001,32,3.497
1039,3.0,1,11,17,playing,000001000000101000000100110000011100,000110000000010010000011000000100010,2,2.317
1271,3.0,0,28,2,playing,000000000000000000001000000000000000,000000000000000000000010000000000000,11,1.72
1092,3.0,1,15,5,playing,010100000000000000000000000010000000,001000000000000000000010000000000000,12,1.287
1320,3.0,1,31,3,playing,000000000000011000000000000000000000,000000000000000000000100000000000000,22,0.839
1254,3.0,1,27,17,playing,000110000011100000001010000001100000,001001000100010000000100110010000000,0,6.314
1166,3.0,0,22,4,playing,000000000000000000001100000000000000,000000000000000000000000000000110000,22,0.919
1378,3.0,1,37,3,playing,000000000000000000000011000000000000,000000000001000000000000000000000000,21,1.088
1045,3.0,0,12,2,playing,000000000000000000000010000000000000,000000000001000000000000000000000000,21,1.568
1362,3.0,1,35,3,playing,000000000000000000000011000000000000,000000000000010000000000000000000000,21,0.976
1073,3.0,0,14,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,22,0.587
984,3.0,1,7,9,playing,000000000000101000000010000001010000,000001000000010000000100000000100000,4,5.523
1202,3.0,0,24,26,playing,001010001001011100000101010100010100,010101010100100010101010100010001000,19,5.364
978,3.0,1,7,3,playing,000000000000000000000010000000010000,000000000000000000000100000000000000,13,0.956
1303,3.0,0,30,10,playing,000000000000001101000000110000000000,000000001000000010000001001000000001,12,4.184
1208,3.0,0,24,32,playing,001010001001011101010101010101010100,110101010100100010101010101010001001,10,1.789
1326,3.0,1,31,9,playing,000000000000111000000001100000000000,000000000001000100000110000000000000,31,5.113
1269,3.0,0,28,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,20,4.306
1260,3.0,1,27,23,playing,000110000011100100001011000101100000,101001000100011000010100110010000000,32,4.839
1174,3.0,1,23,5,playing,000000000000000000000111000000000000,000000000000001100000000000000000000,24,1.049
1157,3.0,1,21,3,playing,000110000000000000000000000000000000,000000000000001000000000000000000000,5,1.412
951,3.0,1,5,1,playing,000000000000000000000000001000000000,000000000000000000000000000000000000,12,0.584
1170,3.0,1,23,1,playing,000000000000000000000010000000000000,000000000000000000000000000000000000,14,1.788
960,3.0,0,6,2,playing,000000000000000000000010000000000000,000000000000001000000000000000000000,23,1.261
1334,3.0,1,31,17,playing,010010000000111000000001100010000100,000100000001000100000110000000011010,20,1.75
1121,3.0,0,18,2,playing,000000000000000000000010000000000000,000100000000000000000000000000000000,15,1.139
1013,3.0,1,9,11,playing,001001000000000000000100000001110000,000000000001100000000010000010001000,4,3.478
1027,3.0,1,11,5,playing,000000000000100000000000000000011000,000000000000010000000000000000100000,23,2.873
1252,3.0,1,27,15,playing,000110000011100000001010000001000000,001001000100010000000100100010000000,25,2.621
1360,3.0,1,35,1,playing,000000000000000000000001000000000000,000000000000000000000000000000000000,13,2.585
1029,3.0,1,11,7,playing,000000000000100000000000000000011100,000000000000010000000001000000100000,34,1.785
1015,3.0,0,10,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,21,0.977
1162,3.0,0,22,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,20,1.856
1228,3.0,0,26,4,playing,000000000000001100000000000000000000,000000000000010000100000000000000000,23,0.798
1019,3.0,0,10,4,playing,000000000000000000000110000000000000,000000000000000000010000000000100000,23,2.42
912,3.0,1,1,7,playing,000000000000000000001100000001100000,000000000001000100000001000000000000,13,1.366
1273,3.0,0,28,4,playing,000000000001000000001000000000000000,000000000000000000000011000000000000,24,1.285
1176,3.0,0,24,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,11,0.864
936,3.0,0,4,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,22,1.733
918,3.0,0,2,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,22,2.341
1258,3.0,1,27,21,playing,000110000011100000001011000101100000,101001000100010000010100110010000000,14,2.472
1090,3.0,1,15,3,playing,010100000000000000000000000000000000,000000000000000000000010000000000000,2,1.264
885,3.0,0,0,2,playing,000000000000000000000000000010000000,000000000000000000000000000000001000,29,5.059
1097,3.0,0,16,2,playing,000000000000000000000000010000000000,000000000000000000000010000000000000,12,3.291
1337,3.0,0,32,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,14,1.222
1005,3.0,1,9,3,playing,000000000000000000000100000000100000,000000000000000000000010000000000000,12,1.329
962,3.0,0,6,4,playing,000000000000000000000011000000000000,000000000000001000000100000000000000,11,3.876
1085,3.0,0,14,12,playing,000000000000000100010110000010000100,000100000001110000001001000000000000,10,3.537
891,3.0,0,0,8,playing,000000000000000000000000000011100100,000000000000000000000010000100011000,13,1.274
1277,3.0,0,28,8,playing,000000000001100000001000100000000000,000001000000001000000011000000000000,32,1.524
1099,3.0,0,16,4,playing,000000000000100000000000010000000000,000000000000000000000010000001000000,13,3.791
1192,3.0,0,24,16,playing,001000000001010100000101000000010100,010100010100100000001010000000001000,14,5.0
1370,3.0,0,36,2,playing,000000000000000000000100000000000000,000001000000000000000000000000000000,22,0.956
1354,3.0,0,34,2,playing,000000000000000000000001000000000000,000000000000010000000000000000000000,22,0.786
1033,3.0,1,11,11,playing,000000000000100000000100010000011100,000000000000010000000011000000100010,3,8.91
