,subject,color,gi,mi,status,bp,wp,response,rt
373,1.0,1,3,13,playing,000110000001000100000110000100000000,001001000000111000010000000000000000,1,13.602
379,1.0,0,4,2,playing,000000000000000000000000000000010000,000000000000000000000010000000000000,21,4.664
422,1.0,1,7,5,playing,000110000000000000010000000000000000,000000000001010000000000000000000000,2,9.155
403,1.0,1,5,11,playing,000000000000011010000101100000000000,000001000000100100000010000000000100,32,8.253
385,1.0,0,4,8,playing,000000000000001000000101000000010000,000000000000100000000010000000101000,2,13.053
489,1.0,0,10,4,playing,000000000000010000000100000000000000,000000000000000000001000000001000000,30,8.336
518,1.0,0,12,2,playing,000000000000000000000100000000000000,000000000000000000000010000000000000,31,5.174
288,1.0,0,0,2,playing,000000001000000000000000000000000000,000010000000000000000000000000000000,16,8.364
335,1.0,1,1,5,playing,000000000000010000000110000000000000,000000000000000000000001000000010000,5,14.307
546,1.0,0,12,30,playing,111010100010001010000100010101010101,000101011101110100010011100000101000,34,10.187
452,1.0,0,8,20,playing,010001000000110000011001000000100110,000110000011001000000110100000011000,8,23.7
412,1.0,0,6,4,playing,001000000000000000000010000000000000,100000000000100000000000000000000000,20,9.431
432,1.0,0,8,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,23,3.887
526,1.0,0,12,10,playing,001000000010000000000100000001010000,000001000001100000000010000000001000,14,6.148
446,1.0,0,8,14,playing,010000000000110000001001000000100100,000110000001000000000110000000011000,5,12.312
426,1.0,1,7,9,playing,000111000000100000010000000000000000,001000000001010000000100000000000000,6,1.596
424,1.0,1,7,7,playing,000110000000100000010000000000000000,001000000001010000000000000000000000,21,7.856
448,1.0,0,8,16,playing,010001000000110000001001000000100100,000110000001001000000110000000011000,19,12.89
438,1.0,0,8,6,playing,000000000000100000000001000000100000,000000000000000000000110000000001000,20,5.412
510,1.0,1,11,11,playing,000000000000110000000001000000111000,000001000000001000000110000000000100,29,5.049
420,1.0,1,7,3,playing,000100000000000000010000000000000000,000000000000010000000000000000000000,11,2.929
544,1.0,0,12,28,playing,111010100010001010000100010101010100,000101011101110000010011100000101000,35,16.822
