,subject,color,gi,mi,status,bp,wp,response,rt
1584,8,1,13,1,playing,000000000000010000000000000000000000,000000000000000000000000000000000000,8,0.261
1760,8,0,24,2,playing,000000000000100000000000000000000000,000000000000000000000010000000000000,20,2.32
1436,8,0,4,8,playing,010100000010100000000000000000000000,001000000001000000010100000000000000,20,3.281
1450,8,0,4,22,playing,110101000010111000001010000000010000,001010000001000100010101110000101000,26,5.508
1388,8,1,1,3,playing,000000000000010000000100000000000000,000000000000000000000000000100000000,29,1.941
1398,8,0,2,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,16,6.518
1428,8,0,4,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,10,3.616
1487,8,0,6,14,playing,000100000001100000000110000001000100,000000000010010000011000000000111000,0,3.409
1596,8,0,14,2,playing,000000000000000000000010000000000000,000000000000010000000000000000000000,23,8.101
1369,8,0,0,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,27,3.506
1426,8,1,3,13,playing,000001000000100100000011010000010000,000000010000010000010100000000101000,35,3.511
1773,8,1,25,3,playing,000000000000000000000110000000000000,000000000000001000000000000000000000,24,3.422
1483,8,0,6,10,playing,000100000001100000000110000000000000,000000000000010000010000000000111000,29,7.474
1551,8,0,10,16,playing,000000000001110100000001000000111000,000100010010001000000110000001000100,5,6.663
1547,8,0,10,12,playing,000000000001110000000001000000101000,000100000010001000000110000000000100,31,7.63
1539,8,0,10,4,playing,000000000001100000000000000000000000,000000000000001000000010000000000000,13,11.096
1723,8,0,22,2,playing,000000000000001000000000000000000000,000000000000100000000000000000000000,4,1.734
1620,8,1,15,19,playing,000010000010100100000111010001010000,001000010001011010001000100000100000,8,7.105
1669,8,1,19,1,playing,000000000000000000000010000000000000,000000000000000000000000000000000000,30,2.706
1768,8,0,24,10,playing,000110000000100000001100000000000000,000000000000011000000010000010100000,2,6.38
1691,8,0,20,14,playing,001000000000011000011100000001000000,000001000011100000100010000000001000,9,4.928
1614,8,1,15,13,playing,000010000000100100000111000001000000,001000000001011000001000100000000000,7,16.198
1381,8,0,0,12,playing,000000000010000000101000000111000000,000000000101100000010100000000100000,3,3.404
1733,8,1,23,5,playing,000000000000010000000011000000000000,000010000000100000000000000000000000,20,4.86
1741,8,1,23,13,playing,000100000000010100100011000010000000,000010000000100000011100000000000100,31,4.93
1481,8,0,6,8,playing,000100000001100000000100000000000000,000000000000010000010000000000110000,22,10.867
1553,8,0,10,18,playing,000001000001110100000001000000111000,000100010010001000000110010001000100,16,14.16
1469,8,1,5,7,playing,000000000000001000000101000000010000,000001000000010000000010000000000000,2,14.143
1716,8,1,21,9,playing,000000000000110000000010100000001000,000010000000001010000001000000000000,2,9.66
1502,8,1,7,5,playing,000000000000110000000100000000000000,000000000000000000000010000000100000,14,6.579
1667,8,0,18,10,win,001110000000100000000010000000000000,000001000000010000001100000000001000,1,0.916
1710,8,1,21,3,playing,000000000000010000000010000000000000,000000000000001000000000000000000000,4,1.774
1525,8,1,9,1,playing,000000000000010000000000000000000000,000000000000000000000000000000000000,22,1.466
1590,8,1,13,7,playing,000000000000011000000010000000001000,000000001000000010000000100000000000,5,6.482
1641,8,0,16,18,playing,001010000001000100000110000000011100,010000000000111000001001100000100010,5,4.909
1757,8,1,23,29,playing,110100010001011100100011100010100010,001010100000100010011100010001011101,9,10.299
1735,8,1,23,7,playing,000000000000010000000011000010000000,000010000000100000001000000000000000,21,4.232
1557,8,0,10,22,playing,000001000001110110010001000000111000,000100011010001000001110010001000100,9,30.952
1516,8,0,8,2,playing,100000000000000000000000000000000000,000000000000000000000010000000000000,10,3.102
1475,8,0,6,2,playing,000000000001000000000000000000000000,000000000000010000000000000000000000,3,5.044
1440,8,0,4,12,playing,110100000010100000001000000000000000,001010000001000000010100000000100000,13,10.188
1657,8,0,18,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,4,1.181
1771,8,1,25,1,playing,000000000000000000000010000000000000,000000000000000000000000000000000000,14,1.607
1444,8,0,4,16,playing,110100000010110000001010000000000000,001010000001000000010101000000101000,14,6.865
1581,8,0,12,8,playing,100000000010000000001100000000000000,000000000000011100000000000000100000,12,3.191
1452,8,0,4,24,playing,110101000010111000001010001000010000,001010000001000110010101110000101000,8,4.263
1506,8,1,7,9,playing,000000100000110000000100000000010000,000000000000001000000010000001100000,11,8.765
1677,8,0,20,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,13,2.634
1651,8,1,17,5,playing,000000000000110000000010000000000000,000000000001000000000100000000000000,31,3.07
1608,8,1,15,7,playing,000010000000000000000111000000000000,000000000000001000001000100000000000,13,5.433
1463,8,1,5,1,playing,000000000000001000000000000000000000,000000000000000000000000000000000000,13,6.513
1422,8,1,3,9,playing,000001000000100000000011000000010000,000000000000010000000100000000101000,19,15.629
1485,8,0,6,12,playing,000100000001100000000110000001000000,000000000000010000011000000000111000,33,6.421
1731,8,1,23,3,playing,000000000000010000000010000000000000,000000000000100000000000000000000000,4,3.015
1600,8,0,14,6,win,000000000000000000000111000000000000,000000000000011000000000100000000000,20,1.696
1714,8,1,21,7,playing,000000000000010000000010100000001000,000010000000001000000001000000000000,16,9.974
1561,8,0,10,26,playing,001001000101110110010001000000111000,100110011010001000001110010001000100,24,9.154
1751,8,1,23,23,playing,010100010000011100100011100010100000,001010100000100010011100010000010100,29,19.554
1737,8,1,23,9,playing,000100000000010000000011000010000000,000010000000100000001100000000000000,33,6.817
1448,8,0,4,20,playing,110100000010111000001010000000010000,001010000001000100010101010000101000,5,23.161
1720,8,1,21,13,win,010000000000110000001010100000001000,001110000000001010000001000000000000,5,3.055
1533,8,1,9,9,playing,001100000000011000000001000000000000,000000000000100000000110000000001000,19,10.738
1375,8,0,0,6,playing,000000000000000000100000000101000000,000000000101000000010000000000000000,28,4.182
1394,8,1,1,9,playing,000000000000010000000110000010001000,000000000000000000000000000101110000,2,8.528
1653,8,1,17,7,playing,010000000000110000000010000000000000,000000000001000000000100000000010000,20,4.927
1420,8,1,3,7,playing,000000000000100000000011000000010000,000000000000000000000100000000101000,13,6.586
1371,8,0,0,2,playing,000000000000000000000000000100000000,000000000000000000010000000000000000,18,2.226
1412,8,0,2,14,win,000101101000000010000001000000000100,000010010000001100000000110000000001,13,1.076
1473,8,0,6,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,11,5.993
1775,8,1,25,5,playing,000000000000000000001110000000000000,000000000000001000000000100000000000,19,3.926
1758,8,0,24,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,12,2.26
1604,8,1,15,3,playing,000000000000000000000011000000000000,000000000000001000000000000000000000,24,1.856
1753,8,1,23,25,playing,010100010001011100100011100010100000,001010100000100010011100010001010100,32,9.183
1383,8,0,0,14,playing,000100000010000000101000000111000000,000000000101100000010100000000110000,13,3.588
1520,8,0,8,6,playing,100000000010000000001000000000000000,000000000000010000000010000000100000,21,3.868
1446,8,0,4,18,playing,110100000010111000001010000000000000,001010000001000100010101000000101000,31,34.866
1535,8,0,10,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,11,3.555
1627,8,0,16,4,playing,000000000000000000000100000000010000,000000000000001000000001000000000000,11,7.164
1739,8,1,23,11,playing,000100000000010100000011000010000000,000010000000100000001100000000000100,19,6.087
1705,8,0,20,28,playing,011100001100011010011100000001010001,100011000011100100100010110000001110,6,6.273
1454,8,0,4,26,playing,110101001010111000001010001000010000,001010100001000110010101110000101000,33,7.537
1495,8,0,6,22,playing,100100100001100100000110000011000100,010000000010011000011001100000111000,4,5.688
1633,8,0,16,10,playing,000000000001000000000100000000011100,010000000000001000000001000000100010,22,8.071
1635,8,0,16,12,playing,000000000001000000000110000000011100,010000000000001000000001100000100010,4,3.777
1571,8,1,11,9,playing,010000000000001000000011000000100000,000000000001000000000100000000011000,34,16.447
1460,8,0,4,32,playing,110101011110111000001010001000010100,001010100001000111010101110100101010,28,9.276
1541,8,0,10,6,playing,000000000001110000000000000000000000,000000000010001000000010000000000000,30,4.168
1701,8,0,20,24,playing,011100000100011000011100000001010001,100011000011100000100010010000001110,16,10.675
1708,8,1,21,1,playing,000000000000000000000010000000000000,000000000000000000000000000000000000,14,4.996
1639,8,0,16,16,playing,001010000001000000000110000000011100,010000000000111000000001100000100010,15,2.164
1567,8,1,11,5,playing,000000000000001000000011000000000000,000000000001000000000100000000000000,31,5.912
1396,8,1,1,11,playing,000000000000010000000111000010001000,001000000000000000000000000101110000,5,7.736
1762,8,0,24,4,playing,000000000000100000001000000000000000,000000000000010000000010000000000000,4,4.108
1718,8,1,21,11,playing,000000000000110000001010100000001000,001010000000001010000001000000000000,3,4.302
1681,8,0,20,4,playing,000000000000010000000100000000000000,000000000000100000000010000000000000,29,4.422
1663,8,0,18,6,playing,000010000000100000000010000000000000,000000000000010000001100000000000000,2,6.24
1430,8,0,4,2,playing,000000000010000000000000000000000000,000000000000000000000100000000000000,12,7.309
1569,8,1,11,7,playing,010000000000001000000011000000000000,000000000001000000000100000000010000,32,2.308
1512,8,1,7,15,playing,000000100000110100001101000000010000,001100000001001000000010000001100000,4,7.334
1563,8,1,11,1,playing,000000000000000000000010000000000000,000000000000000000000000000000000000,11,4.141
1432,8,0,4,4,playing,000000000010100000000000000000000000,000000000001000000000100000000000000,1,6.393
