,subject,color,gi,mi,status,bp,wp,response,rt
1682,9.0,1,20,5,playing,000000000000010000000100000001000000,000000000000100000000010000000000000,5,1.42
1513,9.0,0,7,16,win,000000100000110100001101000000010000,001110000001001000000010000001100000,7,1.407
1538,9.0,1,10,3,playing,000000000001100000000000000000000000,000000000000001000000000000000000000,22,0.565
1558,9.0,1,10,23,playing,000001000101110110010001000000111000,000100011010001000001110010001000100,0,4.499
1474,9.0,1,6,1,playing,000000000001000000000000000000000000,000000000000000000000000000000000000,13,1.794
1457,9.0,1,4,29,playing,110101011010111000001010001000010100,001010100001000110010101110000101010,17,4.271
1644,9.0,1,16,21,playing,001011010001000100000110000000011100,010100000000111000001001100000100010,25,0.295
1468,9.0,0,5,6,playing,000000000000001000000101000000000000,000001000000010000000010000000000000,31,1.038
1536,9.0,1,10,1,playing,000000000001000000000000000000000000,000000000000000000000000000000000000,14,0.022
1515,9.0,1,8,1,playing,100000000000000000000000000000000000,000000000000000000000000000000000000,22,0.022
1668,9.0,0,19,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,22,0.833
1382,9.0,1,0,13,playing,000100000010000000101000000111000000,000000000101100000010100000000100000,31,7.315
1484,9.0,1,6,11,playing,000100000001100000000110000001000000,000000000000010000010000000000111000,20,1.781
1650,9.0,0,17,4,playing,000000000000110000000000000000000000,000000000001000000000100000000000000,22,1.514
1706,9.0,1,20,29,win,011100101100011010011100000001010001,100011000011100100100010110000001110,23,0.78
1413,9.0,0,3,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,22,1.11
1431,9.0,1,4,3,playing,000000000010100000000000000000000000,000000000000000000000100000000000000,11,1.634
1664,9.0,1,18,7,playing,001010000000100000000010000000000000,000000000000010000001100000000000000,32,0.857
1391,9.0,0,1,6,playing,000000000000010000000110000000000000,000000000000000000000000000101100000,28,7.304
1530,9.0,0,9,6,playing,000000000000011000000001000000000000,000000000000100000000010000000001000,2,1.233
1384,9.0,1,0,15,win,000100000010010000101000000111000000,000000000101100000010100000000110000,1,9.134
