,subject,color,gi,mi,status,bp,wp,response,rt
0,1421960308434.0,1,0,0,playing,000000000000000000000010000000000000,000000000000000000000000000000000000,22,1.957
1,15.01,1,0,1,playing,000000000000000000000010000000000000,000000000000000000000000000000000100,33,0.0
2,1421960308434.0,1,0,2,playing,000000000000000000000110000000000000,000000000000000000000000000000000100,21,14.533
3,15.01,1,0,3,playing,000000000000000000000110000000000000,000000000000000000000001000000000100,23,0.0
4,1421960308434.0,1,0,4,playing,000000000000010000000110000000000000,000000000000000000000001000000000100,13,6.979
5,15.01,1,0,5,playing,000000000000010000000110000000000000,000000000000000000000001000000010100,31,0.0
6,1421960308434.0,1,0,6,playing,000000000000010000000110000000001000,000000000000000000000001000000010100,32,6.455
7,15.01,1,0,7,playing,000000000000010000000110000000001000,000000000000100000000001000000010100,12,0.0
8,1421960308434.0,1,0,8,playing,000001000000010000000110000000001000,000000000000100000000001000000010100,5,11.855
9,15.01,1,0,9,playing,000001000000010000000110000000001000,000000000000100000000001000001010100,29,0.0
10,1421960308434.0,1,0,10,playing,000001000000011000000110000000001000,000000000000100000000001000001010100,14,6.563
11,15.01,1,0,11,playing,000001000000011000000110000000001000,000000000000100000000001010001010100,25,0.0
12,1421960308434.0,1,0,12,playing,000001000000011000000110100000001000,000000000000100000000001010001010100,24,17.545
13,15.01,1,0,13,playing,000001000000011000000110100000001000,000000000000100010000001010001010100,16,0.0
14,1421960308434.0,1,0,14,playing,000001010000011000000110100000001000,000000000000100010000001010001010100,7,10.279
15,15.01,1,0,15,playing,000001010000011000000110100000001000,000010000000100010000001010001010100,4,0.0
16,1421960308434.0,1,0,16,playing,000001010000011000001110100000001000,000010000000100010000001010001010100,20,1.843
17,15.01,1,0,17,playing,000001010000011000001110100000001000,000010000000100010010001010001010100,19,0.0
18,1421960308434.0,1,0,18,playing,000001110000011000001110100000001000,000010000000100010010001010001010100,6,2.846
19,15.01,1,0,19,playing,000001110000011000001110100000001000,000010000000100010010001010011010100,28,0.0
20,1421960308434.0,1,0,20,win,000001110000011000001110100000101000,000010000000100010010001010011010100,30,1.581
21,0.01,0,1,0,playing,000000000000000000000000000000100000,000000000000000000000000000000000000,30,0.0
22,1421960308434.0,0,1,1,playing,000000000000000000000000000000100000,000000000000010000000000000000000000,13,1.202
23,0.01,0,1,2,playing,000000000000000000000000000000110000,000000000000010000000000000000000000,31,0.0
24,1421960308434.0,0,1,3,playing,000000000000000000000000000000110000,000000000000010000000000000000001000,32,1.091
25,0.01,0,1,4,playing,000000000000000000000001000000110000,000000000000010000000000000000001000,23,0.0
26,1421960308434.0,0,1,5,playing,000000000000000000000001000000110000,000000000000010100000000000000001000,15,2.527
27,0.01,0,1,6,playing,000000000000100000000001000000110000,000000000000010100000000000000001000,12,0.0
28,1421960308434.0,0,1,7,playing,000000000000100000000001000000110000,000000000000010100000100000000001000,21,1.217
29,0.01,0,1,8,playing,000000000000100000000001000001110000,000000000000010100000100000000001000,29,0.0
30,1421960308434.0,0,1,9,playing,000000000000100000000001000001110000,000000000000010100000100000010001000,28,1.411
31,0.01,0,1,10,playing,000000000001100000000001000001110000,000000000000010100000100000010001000,11,0.0
32,1421960308434.0,0,1,11,playing,000000000001100000000001000001110000,000000000010010100000100000010001000,10,6.774
33,0.01,0,1,12,playing,000000000001101000000001000001110000,000000000010010100000100000010001000,14,0.0
34,1421960308434.0,0,1,13,playing,000000000001101000000001000001110000,000000000010010100000110000010001000,22,2.523
35,0.01,0,1,14,playing,000000000001101000010001000001110000,000000000010010100000110000010001000,19,0.0
36,1421960308434.0,0,1,15,playing,000000000001101000010001000001110000,000100000010010100000110000010001000,3,15.034
37,0.01,0,1,16,playing,000001000001101000010001000001110000,000100000010010100000110000010001000,5,0.0
38,1421960308434.0,0,1,17,playing,000001000001101000010001000001110000,000100000010010100000110000010001100,33,16.946
39,0.01,0,1,18,playing,000001000001101000010001100001110000,000100000010010100000110000010001100,24,0.0
40,1421960308434.0,0,1,19,playing,000001000001101000010001100001110000,000100000010010100000110000010001110,34,4.634
41,0.01,0,1,20,playing,000001000001101000010001100001110001,000100000010010100000110000010001110,35,0.0
42,1421960308434.0,0,1,21,playing,000001000001101000010001100001110001,000100000010010100000110010010001110,25,1.361
43,0.01,0,1,22,playing,000001010001101000010001100001110001,000100000010010100000110010010001110,7,0.0
44,1421960308434.0,0,1,23,playing,000001010001101000010001100001110001,000100100010010100000110010010001110,6,1.485
45,0.01,0,1,24,playing,000011010001101000010001100001110001,000100100010010100000110010010001110,4,0.0
46,1421960308434.0,0,1,25,playing,000011010001101000010001100001110001,000100100010010100001110010010001110,20,13.315
47,0.01,0,1,26,playing,000011010001101000010001101001110001,000100100010010100001110010010001110,26,0.0
48,1421960308434.0,0,1,27,playing,000011010001101000010001101001110001,000100100010010101001110010010001110,17,1.424
49,0.01,0,1,28,playing,000011010101101000010001101001110001,000100100010010101001110010010001110,9,0.0
50,1421960308434.0,0,1,29,playing,000011010101101000010001101001110001,010100100010010101001110010010001110,1,5.795
51,0.01,0,1,30,playing,000011010101101010010001101001110001,010100100010010101001110010010001110,16,0.0
52,1421960308434.0,0,1,31,playing,000011010101101010010001101001110001,010100101010010101001110010010001110,8,3.348
53,0.01,0,1,32,playing,000011010101101010110001101001110001,010100101010010101001110010010001110,18,0.0
54,1421960308434.0,0,1,33,playing,000011010101101010110001101001110001,110100101010010101001110010010001110,0,1.159
55,0.01,0,1,34,playing,000011010101101010110001101101110001,110100101010010101001110010010001110,27,0.0
56,1421960308434.0,0,1,35,win,000011010101101010110001101101110001,111100101010010101001110010010001110,2,0.953
57,1421960308434.0,1,2,0,playing,000000000000010000000000000000000000,000000000000000000000000000000000000,13,0.958
58,0.01,1,2,1,playing,000000000000010000000000000000000000,000100000000000000000000000000000000,3,0.0
59,1421960308434.0,1,2,2,playing,000000000000110000000000000000000000,000100000000000000000000000000000000,12,0.965
60,0.01,1,2,3,playing,000000000000110000000000000000000000,000100000000001000000000000000000000,14,0.0
61,1421960308434.0,1,2,4,playing,000000000000110000001000000000000000,000100000000001000000000000000000000,20,4.5
62,0.01,1,2,5,playing,000000000000110000001000000000000000,000100000000001000000010000000000000,22,0.0
63,1421960308434.0,1,2,6,playing,000000000000110000001000000000100000,000100000000001000000010000000000000,30,30.416
64,0.01,1,2,7,playing,000000000000110000001000000000100000,000100000000001000000011000000000000,23,0.0
65,1421960308434.0,1,2,8,playing,000000000000110000001000100000100000,000100000000001000000011000000000000,24,2.283
66,0.01,1,2,9,playing,000000000000110000001000100000100000,000101000000001000000011000000000000,5,0.0
67,1421960308434.0,1,2,10,playing,000000000000110000001000100000101000,000101000000001000000011000000000000,32,1.009
68,0.01,1,2,11,playing,000000000000110000001000100000101000,000111000000001000000011000000000000,4,0.0
69,1421960308434.0,1,2,12,playing,000000100000110000001000100000101000,000111000000001000000011000000000000,6,1.572
70,0.01,1,2,13,win,000000100000110000001000100000101000,001111000000001000000011000000000000,2,0.0
71,9.01,0,3,0,playing,000000000000000000000000000000001000,000000000000000000000000000000000000,32,0.0
72,1421960308434.0,0,3,1,playing,000000000000000000000000000000001000,000000000000000000000010000000000000,22,0.91
73,9.01,0,3,2,playing,000000000000000000000000000000001100,000000000000000000000010000000000000,33,0.0
74,1421960308434.0,0,3,3,playing,000000000000000000000000000000001100,000000000000000000000010000000010000,31,1.625
75,9.01,0,3,4,playing,000010000000000000000000000000001100,000000000000000000000010000000010000,4,0.0
76,1421960308434.0,0,3,5,playing,000010000000000000000000000000001100,000000000000000000000110000000010000,21,5.747
77,9.01,0,3,6,playing,000010000000000000000001000000001100,000000000000000000000110000000010000,23,0.0
78,1421960308434.0,0,3,7,playing,000010000000000000000001000000001100,000000000000001000000110000000010000,14,1.343
79,9.01,0,3,8,playing,000110000000000000000001000000001100,000000000000001000000110000000010000,3,0.0
80,1421960308434.0,0,3,9,playing,000110000000000000000001000000001100,000001000000001000000110000000010000,5,1.641
81,9.01,0,3,10,win,000110000000010000000001000000001100,000001000000001000000110000000010000,13,0.0
82,1421960308434.0,1,4,0,playing,000000000000000000000010000000000000,000000000000000000000000000000000000,22,5.279
83,15.01,1,4,1,playing,000000000000000000000010000000000000,000000000000000000000001000000000000,23,0.0
84,1421960308434.0,1,4,2,playing,000000000000100000000010000000000000,000000000000000000000001000000000000,12,3.338
85,15.01,1,4,3,playing,000000000000100000000010000000000000,000000000000000000000001000000010000,31,0.0
86,1421960308434.0,1,4,4,playing,000000000000100100000010000000000000,000000000000000000000001000000010000,15,2.568
87,15.01,1,4,5,playing,000000000000100100000010000000000000,000000000000000000000101000000010000,21,0.0
88,1421960308434.0,1,4,6,playing,000000000000101100000010000000000000,000000000000000000000101000000010000,14,7.123
89,15.01,1,4,7,playing,000000000000101100000010000000000000,000000000000010000000101000000010000,13,0.0
90,1421960308434.0,1,4,8,playing,000000000000101100000010000001000000,000000000000010000000101000000010000,29,7.332
91,15.01,1,4,9,playing,000000000000101100000010000001000000,001000000000010000000101000000010000,2,0.0
92,1421960308434.0,1,4,10,playing,000010000000101100000010000001000000,001000000000010000000101000000010000,4,3.178
93,15.01,1,4,11,playing,000010000000101100000010000001000000,001000000000010000000101000000011000,32,0.0
94,1421960308434.0,1,4,12,playing,000010100000101100000010000001000000,001000000000010000000101000000011000,6,11.153
95,15.01,1,4,13,playing,000010100000101100000010000001000000,001000000000010000000101000000011100,33,0.0
96,1421960308434.0,1,4,14,win,000010100000101100000010000001100000,001000000000010000000101000000011100,30,2.011
97,11.01,0,5,0,playing,000000000000010000000000000000000000,000000000000000000000000000000000000,13,0.0
98,1421960308434.0,0,5,1,playing,000000000000010000000000000000000000,000000000000000000000100000000000000,21,1.877
99,11.01,0,5,2,playing,000000000000011000000000000000000000,000000000000000000000100000000000000,14,0.0
100,1421960308434.0,0,5,3,playing,000000000000011000000000000000000000,000000000000100000000100000000000000,12,1.918
101,11.01,0,5,4,playing,000100000000011000000000000000000000,000000000000100000000100000000000000,3,0.0
102,1421960308434.0,0,5,5,playing,000100000000011000000000000000000000,000010000000100000000100000000000000,4,1.796
103,11.01,0,5,6,playing,000100100000011000000000000000000000,000010000000100000000100000000000000,6,0.0
104,1421960308434.0,0,5,7,playing,000100100000011000000000000000000000,000010000000100000000101000000000000,23,6.159
105,11.01,0,5,8,playing,000100100000011000000010000000000000,000010000000100000000101000000000000,22,0.0
106,1421960308434.0,0,5,9,playing,000100100000011000000010000000000000,000010000000100000000101000000100000,30,1.312
107,11.01,0,5,10,playing,001100100000011000000010000000000000,000010000000100000000101000000100000,2,0.0
108,1421960308434.0,0,5,11,playing,001100100000011000000010000000000000,000010000000100000000101000010100000,28,18.474
109,11.01,0,5,12,playing,001100100000011000001010000000000000,000010000000100000000101000010100000,20,0.0
110,1421960308434.0,0,5,13,playing,001100100000011000001010000000000000,000010000000100000000101000010110000,31,8.728
111,11.01,0,5,14,playing,001100100000011000001010000001000000,000010000000100000000101000010110000,29,0.0
112,1421960308434.0,0,5,15,playing,001100100000011000001010000001000000,000010000001100000000101000010110000,11,0.874
113,11.01,0,5,16,playing,001100100010011000001010000001000000,000010000001100000000101000010110000,10,0.0
114,1421960308434.0,0,5,17,win,001100100010011000001010000001000000,010010000001100000000101000010110000,1,1.195
115,1421960308434.0,1,6,0,playing,000000000000000000000010000000000000,000000000000000000000000000000000000,22,1.773
116,9.01,1,6,1,playing,000000000000000000000010000000000000,000001000000000000000000000000000000,5,0.0
117,1421960308434.0,1,6,2,playing,000000000000100000000010000000000000,000001000000000000000000000000000000,12,3.376
118,9.01,1,6,3,playing,000000000000100000000010000000000000,001001000000000000000000000000000000,2,0.0
119,1421960308434.0,1,6,4,playing,000100000000100000000010000000000000,001001000000000000000000000000000000,3,1.951
120,9.01,1,6,5,playing,000100000000100000000010000000000000,001001000000000100000000000000000000,15,0.0
121,1421960308434.0,1,6,6,playing,000100000000100000000010010000000000,001001000000000100000000000000000000,25,4.605
122,9.01,1,6,7,playing,000100000000100000000010010000000000,001001010000000100000000000000000000,7,0.0
123,1421960308434.0,1,6,8,playing,000100100000100000000010010000000000,001001010000000100000000000000000000,6,3.733
124,9.01,1,6,9,playing,000100100000100000000010010000000000,001001010000000100000001000000000000,23,0.0
125,1421960308434.0,1,6,10,playing,000100100000100000000010010000010000,001001010000000100000001000000000000,31,1.069
126,9.01,1,6,11,playing,000100100000100000000010010000010000,001001010000001100000001000000000000,14,0.0
127,1421960308434.0,1,6,12,playing,000100100000100000000010010000011000,001001010000001100000001000000000000,32,2.343
128,9.01,1,6,13,playing,000100100000100000000010010000011000,001001010000011100000001000000000000,13,0.0
129,1421960308434.0,1,6,14,playing,000100100000100010000010010000011000,001001010000011100000001000000000000,16,1.134
130,9.01,1,6,15,playing,000100100000100010000010010000011000,001001010000011100000101000000000000,21,0.0
131,1421960308434.0,1,6,16,playing,000100100000100010000010010001011000,001001010000011100000101000000000000,29,1.221
132,9.01,1,6,17,playing,000100100000100010000010010001011000,001001010000011100000101000000100000,30,0.0
133,1421960308434.0,1,6,18,playing,000100100000100010000010110001011000,001001010000011100000101000000100000,24,18.589
134,9.01,1,6,19,playing,000100100000100010000010110001011000,001001011000011100000101000000100000,8,0.0
135,1421960308434.0,1,6,20,playing,000100100001100010000010110001011000,001001011000011100000101000000100000,11,12.96
136,9.01,1,6,21,playing,000100100001100010000010110001011000,001001011000011100010101000000100000,19,0.0
137,1421960308434.0,1,6,22,playing,000100100001100010000010110001011010,001001011000011100010101000000100000,34,7.898
138,9.01,1,6,23,playing,000100100001100010000010110001011010,001001011000011100010101000000100100,33,0.0
139,1421960308434.0,1,6,24,playing,000100100011100010000010110001011010,001001011000011100010101000000100100,10,16.407
140,9.01,1,6,25,playing,000100100011100010000010110001011010,001001011100011100010101000000100100,9,0.0
141,1421960308434.0,1,6,26,playing,000100100011100010000010110011011010,001001011100011100010101000000100100,28,4.693
142,9.01,1,6,27,playing,000100100011100010000010110011011010,001011011100011100010101000000100100,4,0.0
143,1421960308434.0,1,6,28,playing,000100100011100010001010110011011010,001011011100011100010101000000100100,20,2.88
144,9.01,1,6,29,playing,000100100011100010001010110011011010,001011011100011100110101000000100100,18,0.0
145,1421960308434.0,1,6,30,playing,100100100011100010001010110011011010,001011011100011100110101000000100100,0,3.312
146,9.01,1,6,31,playing,100100100011100010001010110011011010,001011011100011100110101000000100101,35,0.0
147,1421960308434.0,1,6,32,playing,100100100011100010001010111011011010,001011011100011100110101000000100101,26,1.048
148,9.01,1,6,33,playing,100100100011100010001010111011011010,001011011100011100110101000100100101,27,0.0
149,1421960308434.0,1,6,34,playing,100100100011100011001010111011011010,001011011100011100110101000100100101,17,1.065
150,9.01,1,6,35,draw,100100100011100011001010111011011010,011011011100011100110101000100100101,1,0.0
151,9.01,0,7,0,playing,000000000000000000000010000000000000,000000000000000000000000000000000000,22,0.0
152,1421960308434.0,0,7,1,playing,000000000000000000000010000000000000,000000000000010000000000000000000000,13,0.693
153,9.01,0,7,2,playing,000000000000000000000011000000000000,000000000000010000000000000000000000,23,0.0
154,1421960308434.0,0,7,3,playing,000000000000000000000011000000000000,000000000000110000000000000000000000,12,0.594
