,subject,color,gi,mi,status,bp,wp,response,rt
231,1,0,14,12,playing,000101000000110000000010000000000010,000010000000001000000101100000001000,15,7.013
287,1,1,21,15,playing,000010000011100000000101000000101000,000100000100011000000010000010010000,5,6.145
303,1,0,22,10,playing,000001000000010100000001000000100000,000100000000100000001110000000000000,18,1.273
259,1,0,18,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,22,0.502
135,1,0,0,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,21,3.864
250,1,0,16,10,win,000100000000010000000111000000000000,000011000000100000000000000000001100,24,0.881
235,1,0,14,20,playing,000101001000110100000010001000010010,000010000001001000001101110000101000,1,5.851
139,1,0,0,8,playing,000000000001000100000110000000000000,000010000000011000001000000000000000,31,12.351
170,1,0,4,16,playing,000010000000101000000011000000110001,000000110000010000000100010000001110,16,3.575
286,1,1,21,13,playing,000010000011100000000101000000100000,000100000100010000000010000010010000,14,11.767
257,1,1,17,13,playing,000100000000000100000011010001010000,000001010000010000000100100000100000,6,1.363
238,1,1,15,1,playing,000000000001000000000000000000000000,000000000000000000000000000000000000,21,1.344
199,1,0,10,4,playing,000000000000001000000010000000000000,000000000001000000000100000000000000,32,16.812
206,1,1,11,7,playing,000000000001000000011100000000000000,000010000000100000000010000000000000,18,2.53
216,1,0,12,2,playing,000000000000000000000010000000000000,000000000000000000000001000000000000,12,1.513
197,1,0,10,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,22,0.676
230,1,0,14,10,playing,000100000000110000000010000000000010,000010000000001000000001100000001000,5,1.05
219,1,0,12,8,win,000000000000111000000010000000000000,000000000000000000000001000000011100,11,1.162
203,1,1,11,1,playing,000000000000000000001000000000000000,000000000000000000000000000000000000,12,1.288
162,1,0,4,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,22,0.719
322,1,0,24,22,playing,000100000001001010000011000011001101,000011000000110100011100010000100010,18,1.14
265,1,1,19,1,playing,000000000000000000000000000000100000,000000000000000000000000000000000000,22,1.393
277,1,0,20,12,playing,000000000000010000001011000000100010,000010000000101000000100100000000100,15,6.412
253,1,1,17,5,playing,000000000000000000000011010000000000,000000000000010000000100000000000000,24,0.992
290,1,1,21,21,playing,100010000011100010000101100000101000,000101001100011100000010000010010000,20,2.964
294,1,1,21,29,playing,100010010011100010000101110001101001,010101001100011100001010001010010010,2,1.348
271,1,0,20,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,13,0.892
276,1,0,20,10,playing,000000000000010000001011000000100000,000010000000101000000100100000000000,34,2.016
245,1,0,16,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,13,0.768
212,1,1,11,19,playing,001100000001000001011100000000010110,010010000000101000100010100101000000,32,1.152
221,1,1,13,3,playing,000000000000000000000000000000011000,000000000000000000000010000000000000,30,1.323
155,1,0,2,12,playing,001000000000011000000101000000010000,000100000001100000001000000001100000,28,10.56
222,1,1,13,5,playing,000000000000001000000000000000011000,000000000000000000000010000000100000,12,6.556
313,1,0,24,4,playing,000000000000000000000011000000000000,000000000000010000000100000000000000,32,11.865
174,1,1,5,3,playing,000000000001000000001000000000000000,000000000000000000000100000000000000,29,5.453
239,1,1,15,3,playing,000000000001100000000000000000000000,000000000000000000000100000000000000,13,1.619
194,1,1,9,5,playing,000000100000000000000000000000011000,000000000000000000000001000000000100,22,4.957
228,1,0,14,6,playing,000100000000010000000010000000000000,000010000000000000000001100000000000,12,7.906
281,1,1,21,3,playing,000000000001100000000000000000000000,000000000000000000000010000000000000,13,3.773
161,1,1,3,9,playing,000010000000111000000100000000000000,000000000000000000001010000001100000,28,6.551
163,1,0,4,2,playing,000000000000000000000010000000000000,000000000000000000000100000000000000,12,2.477
244,1,1,15,13,win,000000000001100000000011100001001000,001101000000010000001100000000000000,4,1.519
320,1,0,24,18,playing,000100000001001000000011000001001101,000001000000110100001100010000100010,16,5.414
289,1,1,21,19,playing,000010000011100010000101100000101000,000101000100011100000010000010010000,8,2.288
171,1,0,4,18,playing,000010000000101010000011000000110001,000000110000010000000100010010001110,17,6.19
158,1,1,3,3,playing,000010000000100000000000000000000000,000000000000000000000010000000000000,20,2.302
200,1,0,10,6,playing,000000000000001000000010000000001000,000000000001000000001100000000000000,30,4.547
296,1,1,21,33,playing,100010010011100011010101110001101001,011101101100011100001010001010010010,18,0.621
264,1,0,18,10,win,000000000000111000000011000000000000,000100000000000000001100000000011000,15,1.022
182,1,0,6,6,playing,000000000000001000000010100000000000,000000000011100000000000000000000000,13,2.21
249,1,0,16,8,playing,000100000000010000000101000000000000,000011000000100000000000000000000100,22,8.303
188,1,0,8,2,playing,000000000000000000000010000000000000,000000000000000000000001000000000000,14,2.451
312,1,0,24,2,playing,000000000000000000000010000000000000,000000000000010000000000000000000000,23,3.431
208,1,1,11,11,playing,001000000001000000011100000000010000,010010000000100000100010000000000000,29,2.199
279,1,0,20,16,win,000000000000010100001011000000110010,100011000000101000000100100000000100,7,1.753
180,1,0,6,2,playing,000000000000000000000010000000000000,000000000000100000000000000000000000,14,4.603
144,1,1,1,5,playing,000000000000000000000000000000011010,000000000000000000000010000000100000,33,1.579
233,1,0,14,16,playing,000101000000110100000010000000010010,000010000001001000000101110000001000,26,2.13
175,1,1,5,5,playing,000100000001000000001000000000000000,000000000000000000000100000001000000,13,8.959
283,1,1,21,7,playing,000000000011100000000100000000000000,000000000100010000000010000000000000,31,3.929
262,1,0,18,6,playing,000000000000001000000011000000000000,000100000000000000000100000000010000,12,3.344
317,1,0,24,12,playing,000100000001000000000011000001001000,000001000000110100000100000000100000,14,2.026
136,1,0,0,2,playing,000000000000000000000100000000000000,000000000000010000000000000000000000,11,11.443
278,1,0,20,14,playing,000000000000010100001011000000100010,000011000000101000000100100000000100,31,16.345
330,1,1,25,7,playing,000000000000010000000000000000111000,000000000000000000000001000001000100,22,9.046
141,1,0,0,12,win,000000000001000100000111000000010000,010110000000011000001000000000000000,24,2.284
324,1,0,24,26,playing,000100100001001010100011000011001101,100011010000110100011100010000100010,10,6.09
332,1,1,25,11,playing,000000000001010000000100000000111000,000000000000100000000011000001000100,14,12.365
173,1,1,5,1,playing,000000000001000000000000000000000000,000000000000000000000000000000000000,21,3.415
247,1,0,16,4,playing,000000000000010000000100000000000000,000011000000000000000000000000000000,3,30.318
