,subject,color,gi,mi,status,bp,wp,response,rt
901,4,1,21,21,playing,000001100101000110000001100000111000,000000011000111000000110010001000100,20,8.225
806,4,1,5,7,playing,000000000000001000000000100000001100,100010000000000100000000000000000000,23,8.798
952,4,0,28,16,playing,101000000111000000110001000000000000,010000000000100000001110000100101000,3,1.218
829,4,0,10,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,27,2.457
929,4,1,25,7,playing,000110000000010000000010000000000000,000000000001100000000000000000010000,21,5.226
916,4,1,23,3,playing,000000000000000000000100000000100000,010000000000000000000000000000000000,31,8.923
946,4,0,28,4,playing,000000000011000000000000000000000000,010000000000100000000000000000000000,0,5.091
798,4,0,4,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,0,1.62
814,4,1,7,3,playing,000000000000000000001100000000000000,000000000000000000000000000000100000,31,2.23
788,4,1,3,5,playing,000000000000001100000010000000000000,100000000000010000000000000000000000,6,5.855
790,4,1,3,9,playing,000001000000001100000011000000000000,100000100000010000000000100000000000,32,1.44
857,4,0,14,6,playing,000100000000011000000000000000000000,000010000000000010000001000000000000,12,2.652
776,4,0,0,6,win,110100000000000000000000000000000000,000000000001000000110000000000000000,2,3.34
934,4,0,26,6,playing,001000000000100000000010000000000000,000000000000000000000000000000111000,33,9.074
873,4,1,17,7,playing,000000000000111000000001000000000000,000100000000000000001000000000000100,15,1.654
871,4,1,17,3,playing,000000000000010000000001000000000000,000000000000000000001000000000000000,33,1.377
915,4,1,23,1,playing,000000000000000000000000000000100000,000000000000000000000000000000000000,1,3.368
910,4,0,22,2,playing,000000000000100000000000000000000000,000000000001000000000000000000000000,22,3.281
853,4,1,13,13,playing,010001001011100000000000000000010000,001110100100010000000000000000000000,23,4.99
807,4,1,5,9,playing,000000000000001000000000100000011100,100010000000000100000001000000000000,34,12.042
889,4,0,20,12,playing,000000000001110000000001000000100100,000110000010001000000110000000000000,20,6.717
899,4,1,21,17,playing,000000100001000110000001100000111000,000000011000111000000010010000000100,29,5.945
904,4,1,21,27,playing,100011100101000110010001100000111000,000100011000111000001110010011000100,1,13.65
931,4,0,26,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,2,2.085
783,4,0,2,6,playing,101000000000000000001000000000000000,000000000001000000000100000001000000,1,4.477
900,4,1,21,19,playing,000001100001000110000001100000111000,000000011000111000000010010001000100,21,8.97
869,4,0,16,10,win,000001000000111000000001000000000000,010110000000000000000100000000001000,15,1.315
892,4,1,21,3,playing,000000000000000010000000100000000000,000000000000100000000000000000000000,13,2.446
828,4,1,9,7,win,000000010000000110000000000000010000,000000000000100000000100000000100000,3,1.387
864,4,0,16,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,13,1.057
824,4,0,8,10,win,000000000011100000001000000010000000,010011000000000000000000000001100000,13,1.294
918,4,1,23,7,playing,000000000001010000000100000000100000,010001000000000000000000000000010000,32,3.307
805,4,1,5,5,playing,000000000000001000000000100000000100,100000000000000100000000000000000000,4,4.394
907,4,1,21,33,playing,101011100101000110010001100100111010,010100011000111000101110010011000101,17,12.494
839,4,1,11,5,playing,000011000000001000000000000000000000,000000000000000000000000100100000000,34,5.009
913,4,0,22,8,playing,001000000000110000000010000000000000,010000000001000000000000000000011000,21,8.073
831,4,0,10,4,playing,000000000000000000000000000110000000,000000000100000000000000000001000000,20,8.59
786,4,1,3,1,playing,000000000000000100000000000000000000,000000000000000000000000000000000000,0,3.14
810,4,0,6,4,playing,000000000000000000000000000000011000,000000000000000000000001000000000100,13,2.259
837,4,1,11,1,playing,000000000000001000000000000000000000,000000000000000000000000000000000000,27,1.689
782,4,0,2,4,playing,101000000000000000000000000000000000,000000000001000000000000000001000000,20,6.761
874,4,0,18,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,12,1.207
802,4,0,4,8,win,100000000100000000100000000000000100,000001000000000100000000000000011000,27,2.311
858,4,0,14,8,win,000100000000111000000000000000000000,000010000000000110000001000000000000,11,1.172
847,4,1,13,1,playing,000000001000000000000000000000000000,000000000000000000000000000000000000,3,2.277
780,4,0,2,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,0,1.492
921,4,0,24,2,playing,000000000001000000000000000000000000,000000100000000000000000000000000000,12,1.548
846,4,0,12,6,win,000111000000000000000000000000000000,000000000000100000000010000000001000,6,1.568
953,4,0,28,18,playing,101100000111000000110001000000000000,010000000000100000001110000100111000,29,1.626
882,4,1,19,7,win,000000000000001000000000000000111000,000000000001110000000000000000000000,10,1.166
933,4,0,26,4,playing,001000000000100000000000000000000000,000000000000000000000000000000110000,22,1.708
898,4,1,21,15,playing,000000100001000110000001100000011000,000000001000111000000010010000000100,7,2.214
809,4,0,6,2,playing,000000000000000000000000000000010000,000000000000000000000001000000000000,32,1.651
821,4,0,8,4,playing,000000000000000000001000000010000000,010000000000000000000000000001000000,12,1.955
825,4,1,9,1,playing,000000000000000000000000000000010000,000000000000000000000000000000000000,30,6.239
833,4,0,10,8,playing,000000000000000000001100000110000000,000010000100000000010000000001000000,22,6.084
787,4,1,3,3,playing,000000000000001100000000000000000000,100000000000000000000000000000000000,13,3.957
808,4,0,6,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,31,1.183
944,4,0,28,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,11,1.121
922,4,0,24,4,playing,000000000001100000000000000000000000,000001100000000000000000000000000000,13,1.565
794,4,1,3,17,playing,000001000000101110000011000000010001,100000110000010001000000110000001000,2,11.591
939,4,1,27,9,playing,000000000000010100000001000001000100,000000000000000000000010000000111000,12,2.668
936,4,1,27,3,playing,000000000000000100000001000000000000,000000000000000000000000000000100000,31,1.724
823,4,0,8,8,playing,000000000010100000001000000010000000,010010000000000000000000000001100000,11,7.08
891,4,1,21,1,playing,000000000000000010000000000000000000,000000000000000000000000000000000000,12,2.355
826,4,1,9,3,playing,000000000000000010000000000000010000,000000000000000000000000000000100000,21,1.539
945,4,0,28,2,playing,000000000001000000000000000000000000,010000000000000000000000000000000000,10,24.672
822,4,0,8,6,playing,000000000000100000001000000010000000,010010000000000000000000000001000000,10,10.231
925,4,0,24,10,win,000100000001110000000100000000000000,000011100000001100000000000000000000,30,1.331
897,4,1,21,13,playing,000000100001000110000001100000001000,000000001000111000000000010000000100,22,19.936
856,4,0,14,4,playing,000100000000010000000000000000000000,000010000000000010000000000000000000,14,9.19
943,4,1,27,17,playing,001000100000010100001101000001000100,000101000000100000000010100000111000,10,20.135
785,4,0,2,10,win,111000000010000000001000000000000000,000100000001100000000100000001000000,30,2.881
905,4,1,21,29,playing,100011100101000110010001100100111000,010100011000111000001110010011000100,18,2.787
906,4,1,21,31,playing,100011100101000110010001100100111010,010100011000111000101110010011000100,35,19.336
791,4,1,3,11,playing,000001000000001100000011000000000001,100000100000010000000000100000001000,25,2.589
800,4,0,4,4,playing,100000000100000000000000000000000000,000000000000000000000000000000011000,33,2.074
830,4,0,10,2,playing,000000000000000000000000000100000000,000000000100000000000000000000000000,28,1.34
835,4,0,10,12,playing,000000000000000000001110000110100000,000110000100000000010001000001000000,11,6.056
855,4,0,14,2,playing,000100000000000000000000000000000000,000010000000000000000000000000000000,13,3.351
812,4,0,6,8,win,000000000000010000000010000000011000,000000000000100000000001000000100100,4,1.766
930,4,1,25,9,win,001110000000010000000010000000000000,000000000001100000000100000000010000,1,1.322
875,4,0,18,2,playing,000000000000100000000000000000000000,000000000000000000000100000000000000,22,3.261
818,4,1,7,11,playing,000010000000000000011100000010001000,000000000000000000100010000001110000,14,7.65
777,4,1,1,1,playing,000100000000000000000000000000000000,000000000000000000000000000000000000,0,2.885
938,4,1,27,7,playing,000000000000000100000001000001000100,000000000000000000000000000000111000,22,5.079
804,4,1,5,3,playing,000000000000000000000000100000000100,100000000000000000000000000000000000,15,1.87
949,4,0,28,10,playing,100000000111000000100000000000000000,010000000000100000001100000100000000,19,9.053
888,4,0,20,10,playing,000000000001110000000001000000100000,000010000010001000000110000000000000,33,10.399
803,4,1,5,1,playing,000000000000000000000000000000000100,000000000000000000000000000000000000,0,4.242
883,4,0,20,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,12,2.086
