,subject,color,gi,mi,status,bp,wp,response,rt
611,3,0,6,12,playing,000001000001010001000100000000010000,010010000000001110000000000001000000,23,8.619
686,3,0,14,2,playing,000000000000100000000000000000000000,000001000000000000000000000000000000,14,0.915
762,3,0,26,14,playing,000010100000010110000001000001000000,000001011000001000000000100000011000,30,8.632
668,3,1,13,3,playing,000000000000000000000101000000000000,000000000000010000000000000000000000,22,2.218
637,3,1,9,15,playing,001110000000101000001110000000000000,010001000001010000000001000010100000,19,2.23
618,3,0,6,26,playing,001001100001010001001101000000111010,010110001010101110000010100001000100,19,3.866
757,3,0,26,4,playing,000000000000010100000000000000000000,000000001000001000000000000000000000,29,8.894
647,3,0,10,18,playing,001001000000101000001010000010010100,000010000010010000000101100001101000,25,5.844
617,3,0,6,24,playing,001001100001010001000101000000111010,010110001000101110000010100001000100,20,3.0
667,3,1,13,1,playing,000000000000000000000100000000000000,000000000000000000000000000000000000,13,1.572
602,3,1,5,5,playing,000000000000100000000011000000000000,000000000000001000000000100000000000,32,4.692
749,3,0,24,16,playing,001000000001110000000111000000100000,010100000010001000001000100001001000,4,5.927
766,3,0,26,22,playing,000010100000010110001011000001100010,000001011000101000010100100000011100,2,3.211
636,3,1,9,13,playing,001110000000101000001100000000000000,010001000001010000000001000000100000,28,3.522
678,3,1,13,23,playing,101010000000101110010101000000010010,000100010111010001001010100000001000,26,11.864
701,3,1,17,3,playing,000000000000000000001100000000000000,000000000000010000000000000000000000,22,5.816
723,3,0,20,14,playing,000100000000010000001011000000110000,000010000001100000000100000010001100,14,3.059
621,3,0,6,32,playing,001001100001010001011101000110111010,010110011110101110100010100001000100,25,5.444
689,3,0,14,8,playing,000000000010101000001000000000000000,000011100000010000000000000000000000,3,4.387
727,3,1,21,5,playing,000111000000000000000000000000000000,000000000000101000000000000000000000,2,2.953
747,3,0,24,12,playing,001000000001110000000100000000100000,010100000010001000001000000001000000,22,15.032
625,3,1,7,5,playing,000000000011100000000000000000000000,000000000000000000000010000000100000,13,1.502
694,3,1,15,9,playing,001010000000001000000010000000000100,000100000000010000000001100000000000,6,5.245
655,3,0,10,34,playing,101001001000101001111010010110010101,010010100111010110000101101001101010,3,1.681
703,3,1,17,7,playing,000010000000000000001100000000100000,000000000000010000000010000000010000,12,2.682
751,3,1,25,1,playing,000000000000001000000000000000000000,000000000000000000000000000000000000,12,2.123
724,3,0,20,16,win,000100000000011000001011000000110000,000010000011100000000100000010001100,6,2.966
585,3,0,2,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,12,1.419
674,3,1,13,15,playing,000010000000101110000101000000010000,000100010001010000000010100000001000,17,3.323
