,subject,color,gi,mi,status,bp,wp,response,rt
0,1,0,0,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,20,6983
0,1,1,0,0,playing,000000000010000000000000000000000000,000000000000000000000000000000000000,31,7070
0,1,0,0,0,playing,000010000000010000001000000000000000,000000000000001100000010000000000000,6,8120
0,1,0,0,0,playing,010000000000011000010001000010100000,000010000011100000001100000000010000,9,7194
0,1,1,0,0,playing,000000000000000000000001010000000000,000000000000000000000100000000000000,24,4068
0,1,0,0,0,playing,000000000000100000000101000000000000,000000000001000000001000000000100000,29,31066
0,1,1,0,0,playing,000000000000010000001100000000000000,000000000000000000010001000000000000,5,6850
0,1,1,0,0,playing,000000000001100000000000000000010000,000000000000010000000010000000000000,21,7169
0,1,1,0,0,playing,000000000010000000001000000011000000,000000000000000000010000000000110000,11,9786
0,1,1,0,0,playing,010100000010100000001011000011001000,001011000001000000010100000000110100,14,16826
0,1,0,0,0,playing,000000000000000000000001000000000000,000000000001000000000000000000000000,12,8622
0,1,1,0,0,playing,011000000001000000001100000000000000,000000000000000010000010000001001000,31,5636
0,1,0,0,0,playing,000000000000000000000000000000000100,000000000000001000000000000000000000,22,5342
0,1,1,0,0,playing,000000000001000000000000000000000000,000000000000000000000000000000000000,24,5141
0,1,0,0,0,playing,000000000000100100000010000000000000,000000000000011000000100000000000000,24,25661
0,1,1,0,0,playing,000000000001000000000000000000000000,000000000000000000000000000000000000,22,6412
