,subject,color,gi,mi,status,bp,wp,response,rt
1481,7,0,22,18,playing,111010000001010000001010000000100000,000101100010101000000100000001010000,18,4.565
1316,7,0,0,4,playing,000000000000011000000000000000000000,000000000000100000000000000000010000,23,4.218
1493,7,0,24,2,playing,000001000000000000000000000000000000,000000000000000000001000000000000000,21,7.96
1411,7,0,16,12,win,001000000001000000011100000000010000,010000000000111000000010000001000000,18,1.342
1324,7,0,2,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,13,1.743
1420,7,1,17,17,playing,000011100010001000000110000000010100,000100010001110100000001000000001000,19,3.328
1428,7,0,18,14,playing,000000000011100000000010000001101000,001000000100010100000101000000010000,20,3.337
1468,7,1,21,29,playing,000101100001001000001110010111011010,011010010010110110010001100000100100,17,2.699
1450,7,0,20,28,playing,100100101000100100101101110000010001,000011010101011000010010001000101110,1,2.759
1472,7,0,22,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,2,3.227
1422,7,0,18,2,playing,000000000000100000000000000000000000,000000000000010000000000000000000000,10,9.588
1379,7,1,11,9,playing,000000000000001000000011000001100000,000001000001010000000100000000000000,6,1.898
1364,7,0,8,14,playing,000010000000010000000111000011000000,000101000000001000001000100000011000,33,2.586
1380,7,1,11,11,playing,000000000000001000000011000001110000,000001100001010000000100000000000000,32,2.278
1369,7,1,9,5,playing,000000000000011000000001000000000000,000000000000100000000100000000000000,3,3.606
1464,7,1,21,21,playing,000101100001000000001100000011011010,011000000010110000010001100000100100,4,1.287
1425,7,0,18,8,playing,000000000010100000000010000001000000,000000000000010100000101000000000000,32,3.413
1325,7,0,2,2,playing,000000000000010000000000000000000000,000000000000000000000100000000000000,12,4.435
1486,7,0,22,28,playing,111010010001010000101010100100100001,000101100110101100000100010001011100,34,1.334
1331,7,1,3,5,playing,000001000000000000000000000000011000,000000000000010000000010000000000000,14,2.415
1448,7,0,20,24,playing,000100101000100100001101110000010001,000011010001011000000010001000101110,18,5.416
1356,7,1,7,7,playing,000000000000010000000000000001110000,000000000000001000000011000000000000,32,2.449
1431,7,1,19,5,playing,000000000000001000000011000000000000,000000000000100000000000000000100000,21,2.475
1361,7,0,8,8,playing,000010000000010000000011000000000000,000100000000001000000000100000010000,21,1.223
1353,7,1,7,1,playing,000000000000000000000000000000010000,000000000000000000000000000000000000,14,2.122
1350,7,0,6,2,playing,000000000000010000000000000000000000,000000000000001000000000000000000000,22,3.518
1395,7,0,14,6,playing,001000000000000000001010000000000000,000010000001100000000000000000000000,21,2.008
1406,7,0,16,2,playing,001000000000000000000000000000000000,000000000000010000000000000000000000,20,3.565
1357,7,0,8,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,13,1.484
1408,7,0,16,6,playing,001000000001000000001000000000000000,000000000000110000000000000001000000,21,4.874
1335,7,0,4,4,playing,000000000000010000000010000000000000,000001100000000000000000000000000000,4,1.926
1374,7,0,10,6,win,000000000001110000000000000000000000,000000000000000000000000000001110000,14,0.879
1424,7,0,18,6,playing,000000000010100000000000000001000000,000000000000010000000101000000000000,22,1.489
1451,7,0,20,30,playing,110100101000100100101101110000010001,001011010101011000010010001000101110,10,3.442
1345,7,1,5,1,playing,000010000000000000000000000000000000,000000000000000000000000000000000000,22,1.767
1482,7,0,22,20,playing,111010000001010000101010000000100000,000101100010101100000100000001010000,27,5.06
1444,7,0,20,16,playing,000100100000100100001100100000010000,000010000001011000000010000000100110,23,3.569
1327,7,0,2,6,playing,000000000000110000000000000000010000,000100000001000000000100000000000000,22,2.652
1404,7,1,15,15,win,000010000100110001000100000000001010,000101000000001100000001100000000100,6,1.337
1441,7,0,20,10,playing,000100100000100000001100000000000000,000010000000011000000010000000100000,31,1.527
1371,7,0,10,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,13,1.395
1429,7,1,19,1,playing,000000000000001000000000000000000000,000000000000000000000000000000000000,12,1.12
