,subject,color,gi,mi,status,bp,wp,response,rt
2533,16.0,0,4,8,playing,000000000000001010000000100000001000,000000001000000001000010000000000010,15,5.973
2686,16.0,0,12,30,win,010110100011010000110101101001001000,101001001100101010001010000110110100,25,1.478
2744,16.0,0,16,10,playing,000011000001010000000100000000000000,000000000000101000001010000001000000,3,1.768
2754,16.0,0,16,20,playing,010111000001010000010100000000101000,001000100000101000001010000101010100,24,11.51
2658,16.0,0,12,2,playing,000000000000010000000000000000000000,000000000000000000000000000000010000,23,2.133
2624,16.0,1,9,1,playing,000000000000000010000000000000000000,000000000000000000000000000000000000,19,5.68
2732,16.0,1,15,13,playing,000010000001010000000111000000000100,000101000000101000000000110000000000,31,10.622
2734,16.0,0,16,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,4,6.051
2780,16.0,0,18,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,23,6.135
2571,16.0,1,5,29,playing,101010100001110100010100011011001000,010001001010001010101011100000110100,3,2.821
2491,16.0,1,1,9,playing,000000001000100000000011000000000010,000000000000001010000000100000001000,15,3.487
2592,16.0,0,6,14,playing,000000100001010000010101000000001000,000000000000101000000010000001110100,3,7.785
2834,16.0,0,20,10,playing,000000000000001000000010100000001010,000010000000010110000001000000000000,33,1.465
2694,16.0,1,13,7,playing,000000000000000000000010100000001100,000000000000011000000001000000000000,31,7.519
2635,16.0,0,10,4,playing,000000000000000000010100000000000000,000000000000000000001000000001000000,11,1.603
2582,16.0,0,6,4,playing,000000000000010000000001000000000000,000000000000001000000000000000000100,21,10.98
2662,16.0,0,12,6,playing,000000000000010000000001000000001000,000000000000001000000000000000010100,21,1.117
2493,16.0,1,1,11,win,000000001000100001000011000000000010,000000000000001110000000100000001000,13,0.741
2706,16.0,0,14,6,playing,000000000000010100000010000000000000,000000000000001000000001000000010000,32,9.68
2622,16.0,0,8,16,win,000011010000001110000001010000000000,000000100000010000000010100000011011,17,0.619
2631,16.0,0,10,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,19,2.416
2821,16.0,1,19,5,playing,000000000001000000000000000001010000,000000000000010100000000000000000000,14,2.874
2563,16.0,1,5,21,playing,100010100001110100000100010001001000,000001000010001010001011100000110000,33,10.755
2616,16.0,0,8,10,playing,000001010000000100000001010000000000,000000000000010000000010100000010001,4,3.142
2720,16.0,1,15,1,playing,000000000001000000000000000000000000,000000000000000000000000000000000000,24,5.338
2790,16.0,0,18,10,playing,000000000000100000001011010000000000,000010000001010000000100100000000000,32,0.971
2730,16.0,1,15,11,playing,000010000001010000000101000000000100,000100000000101000000000110000000000,5,7.979
2788,16.0,0,18,8,playing,000000000000100000001001010000000000,000010000001010000000000100000000000,22,1.354
2633,16.0,0,10,2,playing,000000000000000000010000000000000000,000000000000000000000000000001000000,21,1.694
2584,16.0,0,6,6,playing,000000000000010000000101000000000000,000000000000001000000010000000000100,11,3.21
2782,16.0,0,18,2,playing,000000000000000000000001000000000000,000000000001000000000000000000000000,25,0.751
2764,16.0,1,17,3,playing,000000000010000000000000000000100000,000000000000000000000000100000000000,4,2.306
2620,16.0,0,8,14,playing,000011010000001100000001010000000000,000000100000010000000010100000011001,16,0.683
2601,16.0,1,7,7,playing,000000000000100010000011000000000000,000000000000001000000000100000001000,34,0.972
2520,16.0,1,3,7,playing,000000000000100000000101000000000010,000000000000001010000000100000000000,8,0.97
2794,16.0,0,18,14,playing,000000000000101000001011010000001000,001011000001010000000100100000000000,3,3.254
2595,16.0,1,7,1,playing,000000000000000000000010000000000000,000000000000000000000000000000000000,14,2.232
2626,16.0,1,9,3,playing,000000000000000010000000100000000000,000000000000000000010000000000000000,21,1.092
2644,16.0,1,11,1,playing,000000000000000000000010000000000000,000000000000000000000000000000000000,19,7.365
2710,16.0,0,14,10,playing,000000000001010100000010000000001000,000000000000101000000101000000010000,24,17.206
2796,16.0,0,18,16,playing,000100000000101000001011010000001000,001011000001010000000100100000100000,29,14.513
2516,16.0,1,3,3,playing,000000000000100000000001000000000000,000000000000000000000000100000000000,14,0.938
2586,16.0,0,6,8,playing,000000000001010000000101000000000000,000000000000001000000010000000100100,6,2.929
2778,16.0,1,17,17,playing,000000010011100010000001000100100010,000010101000001000000010110000001000,15,17.416
2500,16.0,0,2,6,playing,000000000000000000000001000000010100,000000000000000100000100000000001000,13,1.974
2525,16.0,0,4,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,14,6.045
2628,16.0,1,9,5,playing,000000000000001010000000100000000000,000000000000000000010100000000000000,20,7.109
2646,16.0,1,11,3,playing,000000000000000000001010000000000000,000000000000000000010000000000000000,21,1.891
